,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Dmap1,ENSMUSG00000009640,Gene Expression,216,False,0.11262643,0.2644519,-0.30526617
Gm12840,ENSMUSG00000086320,Gene Expression,1164,True,1.4883102,2.1831439,2.2294705
B4galt2,ENSMUSG00000028541,Gene Expression,3,False,0.0010705723,-0.025070531,-1.0754094
Atp6v0b,ENSMUSG00000033379,Gene Expression,806,False,0.5020794,0.32280505,-0.3384137
Dph2,ENSMUSG00000028540,Gene Expression,112,False,0.07043982,0.3953146,0.042834815
Ipo13,ENSMUSG00000033365,Gene Expression,96,True,0.053007223,0.46874878,0.23817317
St3gal3,ENSMUSG00000028538,Gene Expression,43,False,0.020632965,0.036777113,-0.9108918
9530034E10Rik,ENSMUSG00000086554,Gene Expression,30,False,0.020409139,0.4520759,0.19382253
Kdm4a,ENSMUSG00000033326,Gene Expression,245,False,0.12646201,0.36485347,-0.03819323
Szt2,ENSMUSG00000033253,Gene Expression,82,False,0.040820614,0.2843751,-0.25226948
Med8,ENSMUSG00000006392,Gene Expression,743,False,0.45949048,0.22625056,-0.67003673
Elovl1,ENSMUSG00000006390,Gene Expression,679,False,0.3726543,0.25663736,-0.56567115
Cdc20,ENSMUSG00000006398,Gene Expression,438,True,0.41239208,1.2327753,2.786942
Ebna1bp2,ENSMUSG00000028729,Gene Expression,987,False,0.64001495,0.2829346,-0.6655207
Slc2a1,ENSMUSG00000028645,Gene Expression,266,True,0.13804276,0.74686515,0.97797585
Zfp691,ENSMUSG00000045268,Gene Expression,31,False,0.01759814,0.19105113,-0.50051564
Svbp,ENSMUSG00000028643,Gene Expression,846,False,0.5602325,0.3292293,-0.49589384
AU022252,ENSMUSG00000078584,Gene Expression,158,False,0.096877016,0.40553457,0.07002039
P3h1,ENSMUSG00000028641,Gene Expression,19,False,0.008353625,0.2680967,-0.29557082
Ybx1,ENSMUSG00000028639,Gene Expression,1729,True,2.0549998,1.0750654,0.3342384
Ppih,ENSMUSG00000060288,Gene Expression,646,False,0.38855338,0.1823062,-0.8209666
Ccdc30,ENSMUSG00000028637,Gene Expression,74,False,0.04828174,0.41084856,0.084155865
Ppcs,ENSMUSG00000028636,Gene Expression,256,False,0.16455376,0.36357078,-0.041605253
Frg2f1,ENSMUSG00000087385,Gene Expression,7,False,0.0035462303,0.09461768,-0.7570331
Foxj3,ENSMUSG00000032998,Gene Expression,200,False,0.116536975,0.38380545,0.012219934
Guca2a,ENSMUSG00000023247,Gene Expression,3,False,0.0017406853,0.404026,0.06600754
Hivep3,ENSMUSG00000028634,Gene Expression,72,True,0.04457094,0.5639153,0.49132064
Scmh1,ENSMUSG00000000085,Gene Expression,53,True,0.042120557,0.7325358,0.93985903
Ctps,ENSMUSG00000028633,Gene Expression,199,False,0.094939604,0.17442648,-0.544738
Nfyc,ENSMUSG00000032897,Gene Expression,421,False,0.23118418,0.2677883,-0.2963912
Rims3,ENSMUSG00000032890,Gene Expression,13,False,0.0064273183,0.11129848,-0.71266145
Exo5,ENSMUSG00000028629,Gene Expression,121,False,0.06802832,0.27317882,-0.28205213
Zfp69,ENSMUSG00000064141,Gene Expression,25,False,0.008081999,-0.089862525,-1.2477592
Smap2,ENSMUSG00000032870,Gene Expression,1245,False,0.93307215,0.44883078,-0.19802728
Zmpste24,ENSMUSG00000043207,Gene Expression,378,False,0.20399751,0.36875454,-0.027816216
Rlf,ENSMUSG00000049878,Gene Expression,406,True,0.23931395,0.48685548,0.28633785
Ppt1,ENSMUSG00000028657,Gene Expression,560,True,0.35084724,0.58366144,0.55751556
Cap1,ENSMUSG00000028656,Gene Expression,897,False,0.58744204,0.3442056,-0.44101968
Mfsd2a,ENSMUSG00000028655,Gene Expression,35,False,0.012958758,-0.08283603,-1.2290684
Trit1,ENSMUSG00000028653,Gene Expression,110,False,0.06931296,0.3338459,-0.1206748
Ppie,ENSMUSG00000028651,Gene Expression,525,False,0.33224684,0.4660001,0.15339962
Pabpc4,ENSMUSG00000011257,Gene Expression,355,False,0.20225413,0.32932937,-0.13268901
Bmp8a,ENSMUSG00000032726,Gene Expression,3,False,0.001143852,-0.31878215,-1.8566962
Macf1,ENSMUSG00000028649,Gene Expression,1001,True,0.6502099,0.66329426,0.72814304
Ndufs5,ENSMUSG00000028648,Gene Expression,1271,False,0.97106785,0.31182066,-0.38980022
Akirin1,ENSMUSG00000023075,Gene Expression,810,False,0.50923216,0.29606196,-0.43026462
Mycbp,ENSMUSG00000028647,Gene Expression,396,False,0.20868051,0.16000897,-0.58308923
Rragc,ENSMUSG00000028646,Gene Expression,418,False,0.2463805,0.3631185,-0.04280834
Pou3f1,ENSMUSG00000090125,Gene Expression,5,False,0.0033519303,0.523815,0.38465184
Utp11,ENSMUSG00000028907,Gene Expression,733,False,0.4666068,0.26309004,-0.54350895
Fhl3,ENSMUSG00000032643,Gene Expression,39,True,0.022552526,0.464493,0.22685263
Sf3a3,ENSMUSG00000028902,Gene Expression,629,False,0.37381506,0.21946353,-0.6933472
Inpp5b,ENSMUSG00000028894,Gene Expression,346,False,0.2078926,0.32484075,-0.14462894
Mtf1,ENSMUSG00000028890,Gene Expression,251,True,0.14354087,0.5944423,0.5725239
1110065P20Rik,ENSMUSG00000078570,Gene Expression,290,False,0.1567741,0.18926373,-0.5052702
Yrdc,ENSMUSG00000028889,Gene Expression,604,False,0.36635208,0.390715,-0.10517226
Cdca8,ENSMUSG00000028873,Gene Expression,555,True,0.54681194,1.1182916,2.3952844
9930104L06Rik,ENSMUSG00000044730,Gene Expression,43,True,0.03391431,0.6151036,0.6274839
Gnl2,ENSMUSG00000028869,Gene Expression,359,False,0.22936803,0.43253738,0.14184915
Snip1,ENSMUSG00000050213,Gene Expression,283,False,0.15749002,0.25395516,-0.33318797
Gm12932,ENSMUSG00000086342,Gene Expression,8,False,0.0034130153,0.099960454,-0.74282116
Meaf6,ENSMUSG00000028863,Gene Expression,388,False,0.2222834,0.34698755,-0.08571743
Zc3h12a,ENSMUSG00000042677,Gene Expression,175,False,0.10389621,0.43466473,0.147508
Csf3r,ENSMUSG00000028859,Gene Expression,8,True,0.014849224,2.2100303,4.8700643
Mrps15,ENSMUSG00000028861,Gene Expression,900,False,0.5631854,0.1795773,-1.044229
Oscp1,ENSMUSG00000042616,Gene Expression,5,False,0.0020097063,-0.32484663,-1.8728279
Lsm10,ENSMUSG00000050188,Gene Expression,437,False,0.25655714,0.23952438,-0.37157452
Stk40,ENSMUSG00000042608,Gene Expression,232,False,0.12776446,0.2814673,-0.2600044
Eva1b,ENSMUSG00000050212,Gene Expression,787,False,0.54975444,0.5107983,0.16938733
Sh3d21,ENSMUSG00000073758,Gene Expression,5,False,0.0033593087,0.48473525,0.28069794
Thrap3,ENSMUSG00000043962,Gene Expression,1055,False,0.72811496,0.39092824,-0.26982468
Map7d1,ENSMUSG00000028849,Gene Expression,525,False,0.2834677,0.18383014,-0.81573254
Trappc3,ENSMUSG00000028847,Gene Expression,598,False,0.33967775,0.2505966,-0.5864185
Adprhl2,ENSMUSG00000042558,Gene Expression,347,True,0.20058613,0.49135417,0.2983046
Ago3,ENSMUSG00000028842,Gene Expression,144,False,0.075783536,0.3277548,-0.13687745
Ago1,ENSMUSG00000041530,Gene Expression,137,False,0.07923331,0.31445435,-0.17225727
Ago4,ENSMUSG00000042500,Gene Expression,4,False,0.0016542715,-0.3199039,-1.8596802
Clspn,ENSMUSG00000042489,Gene Expression,423,True,0.26806706,0.6432928,0.7623235
Psmb2,ENSMUSG00000028837,Gene Expression,1371,False,1.1140769,0.36949,-0.7194321
Ncdn,ENSMUSG00000028833,Gene Expression,174,False,0.10026742,0.33948937,-0.105662934
AU040320,ENSMUSG00000028830,Gene Expression,159,False,0.080066,0.2351703,-0.38315657
Zmym4,ENSMUSG00000042446,Gene Expression,127,True,0.08011673,0.5140204,0.3585978
Sfpq,ENSMUSG00000028820,Gene Expression,1305,False,1.0269002,0.54008394,-0.070300326
Zmym1,ENSMUSG00000043872,Gene Expression,91,False,0.048892684,0.22630152,-0.40674794
Zmym6,ENSMUSG00000042408,Gene Expression,25,True,0.01765362,0.54758495,0.4478811
Tmem35b,ENSMUSG00000070737,Gene Expression,76,False,0.04108445,0.3667918,-0.03303715
Smim12,ENSMUSG00000042380,Gene Expression,466,False,0.27441746,0.28129184,-0.48099363
Zscan20,ENSMUSG00000061894,Gene Expression,30,True,0.023924984,0.52026945,0.3752206
Tlr12,ENSMUSG00000062545,Gene Expression,53,True,0.044954874,0.5444766,0.4396128
Phc2,ENSMUSG00000028796,Gene Expression,340,False,0.21240677,0.37695128,-0.006012498
A3galt2,ENSMUSG00000028794,Gene Expression,3,False,0.0013093611,0.12839486,-0.66718423
Zfp362,ENSMUSG00000028799,Gene Expression,133,True,0.08976967,0.48841178,0.2904777
Trim62,ENSMUSG00000041000,Gene Expression,15,False,0.009695268,0.4382998,0.15717748
Ak2,ENSMUSG00000028792,Gene Expression,846,False,0.5308594,0.2569601,-0.76069313
Rnf19b,ENSMUSG00000028793,Gene Expression,223,False,0.12436952,0.31671298,-0.16624922
Fndc5,ENSMUSG00000001334,Gene Expression,13,False,0.010213863,0.35899666,-0.053772625
S100pbp,ENSMUSG00000040928,Gene Expression,186,True,0.11275072,0.65029246,0.7210879
Yars,ENSMUSG00000028811,Gene Expression,273,False,0.14395125,0.22080947,-0.42135704
Gm12976,ENSMUSG00000087575,Gene Expression,13,False,0.0060606846,0.4618166,0.21973328
Rbbp4,ENSMUSG00000057236,Gene Expression,1095,False,0.80045617,0.41784075,-0.241404
Gm26722,ENSMUSG00000096944,Gene Expression,4,False,0.0012019868,-0.61459845,-2.6435816
Zbtb8os,ENSMUSG00000057572,Gene Expression,791,False,0.50008,0.31869933,-0.35251504
Zbtb8a,ENSMUSG00000028807,Gene Expression,142,False,0.083665125,0.3694152,-0.026058834
Bsdc1,ENSMUSG00000040859,Gene Expression,233,False,0.13577674,0.320188,-0.15700552
Marcksl1,ENSMUSG00000047945,Gene Expression,233,False,0.10823777,0.17038062,-0.55550015
Hdac1,ENSMUSG00000028800,Gene Expression,1011,False,0.70368797,0.42895848,-0.13047929
Lck,ENSMUSG00000000409,Gene Expression,1837,False,1.9112756,0.6177449,-0.8614125
Fam167b,ENSMUSG00000050493,Gene Expression,5,False,0.00221949,-0.06556011,-1.1831136
Eif3i,ENSMUSG00000028798,Gene Expression,1526,False,1.3693213,0.272651,-0.7809296
Tmem234,ENSMUSG00000028797,Gene Expression,1376,False,1.0846066,0.49557227,-0.30456647
Dcdc2b,ENSMUSG00000078552,Gene Expression,9,False,0.008089674,0.58265597,0.54117167
Iqcc,ENSMUSG00000040795,Gene Expression,81,True,0.05760263,0.49818683,0.31647977
Ccdc28b,ENSMUSG00000028795,Gene Expression,172,False,0.096189246,0.28112292,-0.26092044
Txlna,ENSMUSG00000053841,Gene Expression,453,False,0.26122153,0.28945857,-0.23874721
Kpna6,ENSMUSG00000003731,Gene Expression,163,False,0.086386606,0.334467,-0.11902269
Tmem39b,ENSMUSG00000053730,Gene Expression,198,False,0.10463298,0.32949042,-0.1322606
Khdrbs1,ENSMUSG00000028790,Gene Expression,1245,False,0.9001932,0.30485752,-0.3995465
Ptp4a2,ENSMUSG00000028788,Gene Expression,1397,False,1.1035699,0.39910457,-0.6219873
Adgrb2,ENSMUSG00000028782,Gene Expression,38,True,0.028837038,0.4752737,0.25552976
Pef1,ENSMUSG00000028779,Gene Expression,340,False,0.19098884,0.2694854,-0.29187676
Fabp3,ENSMUSG00000028773,Gene Expression,7,False,0.0066870833,0.54239595,0.43407813
Zcchc17,ENSMUSG00000028772,Gene Expression,774,False,0.4976027,0.39716694,-0.08301265
Snrnp40,ENSMUSG00000074088,Gene Expression,861,False,0.54673606,0.24644907,-0.79920626
Pum1,ENSMUSG00000028580,Gene Expression,584,True,0.3656843,0.49286178,0.24565786
Sdc3,ENSMUSG00000025743,Gene Expression,17,False,0.009740341,0.4717995,0.24628823
Laptm5,ENSMUSG00000028581,Gene Expression,1822,False,1.9043515,0.8249204,-0.31975827
Mecr,ENSMUSG00000028910,Gene Expression,171,False,0.08484138,0.24610633,-0.35406622
Srsf4,ENSMUSG00000028911,Gene Expression,608,False,0.37023246,0.38176966,-0.13589567
Epb41,ENSMUSG00000028906,Gene Expression,498,False,0.29890698,0.35240868,-0.23673797
Gm10300,ENSMUSG00000070717,Gene Expression,5,False,0.0020725455,0.23938702,-0.3719399
Ythdf2,ENSMUSG00000040025,Gene Expression,570,False,0.35221538,0.3468512,-0.25582552
Gmeb1,ENSMUSG00000028901,Gene Expression,259,False,0.14122432,0.3971232,0.047645733
Gm28874,ENSMUSG00000100813,Gene Expression,7,False,0.004174456,0.25515097,-0.33000705
Taf12,ENSMUSG00000028899,Gene Expression,763,False,0.47418976,0.27889434,-0.48922804
Rab42,ENSMUSG00000089687,Gene Expression,5,False,0.0025964526,0.37594637,-0.008685591
Snhg12,ENSMUSG00000086290,Gene Expression,430,True,0.36526623,0.74227864,1.1022972
Trnau1ap,ENSMUSG00000028898,Gene Expression,577,False,0.34691456,0.2863981,-0.4634558
Rcc1,ENSMUSG00000028896,Gene Expression,302,False,0.14007537,0.22369157,-0.41369054
Phactr4,ENSMUSG00000066043,Gene Expression,87,False,0.04854268,0.39954188,0.05407958
Med18,ENSMUSG00000066042,Gene Expression,40,False,0.02572473,0.38007262,0.00229043
Sesn2,ENSMUSG00000028893,Gene Expression,42,False,0.017003085,0.16097648,-0.5805156
Atpif1,ENSMUSG00000054428,Gene Expression,1182,False,1.043159,0.6379551,0.06668987
Gm12999,ENSMUSG00000087352,Gene Expression,3,False,0.0014980714,0.0016564709,-1.0043143
Dnajc8,ENSMUSG00000054405,Gene Expression,1336,False,1.0752364,0.44003177,-0.48731893
Ptafr,ENSMUSG00000056529,Gene Expression,3,False,0.0025637215,0.57036835,0.50848603
Eya3,ENSMUSG00000028886,Gene Expression,141,False,0.07589394,0.27648753,-0.2732508
Xkr8,ENSMUSG00000037752,Gene Expression,92,False,0.040930793,0.24987559,-0.3440398
Smpdl3b,ENSMUSG00000028885,Gene Expression,232,False,0.09972388,0.28885746,-0.2403462
Rpa2,ENSMUSG00000028884,Gene Expression,817,True,0.65142006,0.71535516,0.91889775
Themis2,ENSMUSG00000037731,Gene Expression,85,False,0.03535592,0.0039629983,-0.9981789
Ppp1r8,ENSMUSG00000028882,Gene Expression,536,False,0.31117156,0.25673467,-0.56533694
Stx12,ENSMUSG00000028879,Gene Expression,264,False,0.13868795,0.18564686,-0.51489127
Fam76a,ENSMUSG00000028878,Gene Expression,365,False,0.21139303,0.38236183,0.008379825
Fgr,ENSMUSG00000028874,Gene Expression,53,True,0.028993158,0.5710578,0.51031995
Ahdc1,ENSMUSG00000037692,Gene Expression,201,False,0.11370104,0.45325413,0.1969567
Gm26615,ENSMUSG00000097088,Gene Expression,44,True,0.03191233,0.5652694,0.4949226
Wasf2,ENSMUSG00000028868,Gene Expression,968,False,0.6479593,0.42671704,-0.13869207
Sytl1,ENSMUSG00000028860,Gene Expression,210,True,0.13464777,0.68097246,0.80269814
Tmem222,ENSMUSG00000028857,Gene Expression,450,False,0.25573748,0.21932252,-0.42531243
Wdtc1,ENSMUSG00000037622,Gene Expression,234,True,0.14964011,0.5808959,0.5364898
Slc9a1,ENSMUSG00000028854,Gene Expression,134,False,0.071631484,0.26787975,-0.29614788
Trnp1,ENSMUSG00000056596,Gene Expression,7,False,0.0067058937,0.50566685,0.336377
Kdf1,ENSMUSG00000037600,Gene Expression,3,False,0.0016750944,-0.009869181,-1.0349731
Nudc,ENSMUSG00000028851,Gene Expression,1112,False,0.82726216,0.5098669,-0.1125951
Gpatch3,ENSMUSG00000028850,Gene Expression,71,False,0.043109033,0.32658637,-0.13998553
Gpn2,ENSMUSG00000028848,Gene Expression,246,False,0.12475361,0.19152214,-0.49926275
Sfn,ENSMUSG00000047281,Gene Expression,204,False,0.10208863,0.24055406,-0.3688355
Zdhhc18,ENSMUSG00000037553,Gene Expression,665,False,0.40648434,0.30941534,-0.38440153
Pigv,ENSMUSG00000043257,Gene Expression,154,False,0.08475364,0.27428362,-0.2791133
Arid1a,ENSMUSG00000007880,Gene Expression,970,True,0.6459827,0.5966003,0.4837718
Rps6ka1,ENSMUSG00000003644,Gene Expression,790,False,0.50186825,0.38530573,-0.12375077
Hmgn2,ENSMUSG00000003038,Gene Expression,1021,True,1.0946655,1.1383431,1.8104298
Dhdds,ENSMUSG00000012117,Gene Expression,171,False,0.07864291,0.06269733,-0.8419428
Zfp683,ENSMUSG00000049410,Gene Expression,15,False,0.007965419,-0.05817239,-1.1634619
Crybg2,ENSMUSG00000012123,Gene Expression,48,False,0.023571085,0.19759195,-0.48311675
Cd52,ENSMUSG00000000682,Gene Expression,1958,True,3.6302545,2.2710888,0.850815
Ubxn11,ENSMUSG00000012126,Gene Expression,195,False,0.11774661,0.29639927,-0.22028464
Sh3bgrl3,ENSMUSG00000028843,Gene Expression,1883,False,2.7546024,1.4270021,0.19607066
Cep85,ENSMUSG00000037443,Gene Expression,230,False,0.117538035,0.36222723,-0.045179155
Zfp593,ENSMUSG00000028840,Gene Expression,539,False,0.3285582,0.32082117,-0.34522745
Pdik1l,ENSMUSG00000050890,Gene Expression,191,True,0.10628992,0.4666161,0.23250014
Pafah2,ENSMUSG00000037366,Gene Expression,3,False,0.0015496755,0.58276373,0.5414583
Stmn1,ENSMUSG00000028832,Gene Expression,941,True,1.5281162,2.1712437,2.210719
Paqr7,ENSMUSG00000037348,Gene Expression,200,True,0.1604782,0.586492,0.5513757
Aunip,ENSMUSG00000078521,Gene Expression,132,False,0.04741902,-0.10161908,-1.2790322
Mtfr1l,ENSMUSG00000046671,Gene Expression,531,False,0.33963686,0.40576324,-0.053488057
Selenon,ENSMUSG00000050989,Gene Expression,36,True,0.022119815,0.732569,0.9399473
Man1c1,ENSMUSG00000037306,Gene Expression,17,False,0.0053041466,-0.30370602,-1.8165929
Ldlrap1,ENSMUSG00000037295,Gene Expression,207,True,0.15205227,0.54936314,0.45261115
Tmem57,ENSMUSG00000028826,Gene Expression,217,True,0.14368781,0.5580456,0.475707
Tmem50a,ENSMUSG00000028822,Gene Expression,1610,False,1.2608747,0.51062894,-0.25502345
Rsrp1,ENSMUSG00000037266,Gene Expression,1481,True,1.1611713,0.8000361,0.6972522
Syf2,ENSMUSG00000028821,Gene Expression,1240,False,0.896621,0.38216662,-0.29133704
Gm16225,ENSMUSG00000086884,Gene Expression,28,True,0.018358504,0.74476194,0.9723812
Runx3,ENSMUSG00000070691,Gene Expression,1281,False,0.949794,0.63673145,0.06497708
Clic4,ENSMUSG00000037242,Gene Expression,278,False,0.1383324,0.1409828,-0.6336997
Srrm1,ENSMUSG00000028809,Gene Expression,1192,False,0.8632782,0.4161725,-0.24373904
Rcan3,ENSMUSG00000059713,Gene Expression,108,True,0.065064706,0.9591197,1.5425829
Nipal3,ENSMUSG00000028803,Gene Expression,282,False,0.1493034,0.282357,-0.2576377
Srsf10,ENSMUSG00000028676,Gene Expression,928,False,0.5886357,0.31576476,-0.54522884
Pnrc2,ENSMUSG00000028675,Gene Expression,704,False,0.44258863,0.3514974,-0.23986778
Cnr2,ENSMUSG00000062585,Gene Expression,27,True,0.025283016,0.53532153,0.41525984
Fuca1,ENSMUSG00000028673,Gene Expression,717,False,0.42404538,0.3089219,-0.3860963
Hmgcl,ENSMUSG00000028672,Gene Expression,435,True,0.25479838,0.66536564,0.76118326
Gale,ENSMUSG00000028671,Gene Expression,221,False,0.09211324,-0.006976986,-1.0272797
Lypla2,ENSMUSG00000028670,Gene Expression,849,False,0.53117657,0.2773159,-0.686108
Pithd1,ENSMUSG00000028669,Gene Expression,458,False,0.2553466,0.33942178,-0.10584273
Eloa,ENSMUSG00000028668,Gene Expression,481,False,0.2768978,0.33849767,-0.28451627
Rpl11,ENSMUSG00000059291,Gene Expression,1936,False,3.6916995,1.4356972,-0.40448126
Id3,ENSMUSG00000007872,Gene Expression,401,True,0.6103933,2.036893,5.761102
E2f2,ENSMUSG00000018983,Gene Expression,432,False,0.22614017,0.1893757,-0.50497234
Zfp46,ENSMUSG00000051351,Gene Expression,37,False,0.020493943,0.20753081,-0.4566789
Hnrnpr,ENSMUSG00000066037,Gene Expression,955,True,0.67009085,0.67975473,0.78845537
Luzp1,ENSMUSG00000001089,Gene Expression,98,False,0.055123255,0.30989054,-0.18439722
Kdm1a,ENSMUSG00000036940,Gene Expression,406,True,0.2517585,0.46473795,0.2275042
Lactbl1,ENSMUSG00000070683,Gene Expression,5,False,0.00277595,0.19107339,-0.50045645
C1qb,ENSMUSG00000036905,Gene Expression,4,False,0.004856935,1.7169858,3.5585425
C1qc,ENSMUSG00000036896,Gene Expression,7,False,0.005425018,0.9531222,1.5266292
C1qa,ENSMUSG00000036887,Gene Expression,8,False,0.0042657293,0.8817274,1.3367157
Epha8,ENSMUSG00000028661,Gene Expression,7,False,0.0012104586,-0.19361173,-1.5237368
Zbtb40,ENSMUSG00000060862,Gene Expression,63,False,0.037053704,0.38299277,0.010058168
Wnt4,ENSMUSG00000036856,Gene Expression,39,False,0.024125863,0.36540258,-0.036732577
Cdc42,ENSMUSG00000006699,Gene Expression,1731,False,1.9413989,0.94104373,-0.016157243
2810405F17Rik,ENSMUSG00000101493,Gene Expression,73,True,0.059105188,0.8786054,1.3284111
Usp48,ENSMUSG00000043411,Gene Expression,579,False,0.3404837,0.30519062,-0.39891163
Ece1,ENSMUSG00000057530,Gene Expression,94,False,0.047919393,0.21352541,-0.440733
Gm13012,ENSMUSG00000085823,Gene Expression,106,False,0.058511663,0.28992316,-0.23751138
Eif4g3,ENSMUSG00000028760,Gene Expression,531,False,0.32313597,0.36889946,-0.18009922
Hp1bp3,ENSMUSG00000028759,Gene Expression,1115,False,0.83175194,0.6841324,0.13132414
Sh2d5,ENSMUSG00000045349,Gene Expression,17,False,0.0067874943,-0.037450172,-1.1083398
Ddost,ENSMUSG00000028757,Gene Expression,1063,False,0.7150185,0.31455106,-0.54967594
Pink1,ENSMUSG00000028756,Gene Expression,429,True,0.32120493,0.71371526,1.0041944
Mul1,ENSMUSG00000041241,Gene Expression,157,False,0.09420454,0.40051836,0.056677043
Camk2n1,ENSMUSG00000046447,Gene Expression,75,True,0.051338777,0.8300422,1.1992307
Otud3,ENSMUSG00000041161,Gene Expression,69,False,0.032821435,0.20749547,-0.45677292
Tmco4,ENSMUSG00000041143,Gene Expression,217,False,0.11942626,0.27538532,-0.2761827
Minos1,ENSMUSG00000050608,Gene Expression,1546,False,1.4433311,0.4183513,-0.55134684
Gm16287,ENSMUSG00000073739,Gene Expression,40,False,0.022997828,0.28566492,-0.24883851
Capzb,ENSMUSG00000028745,Gene Expression,1678,False,1.7982473,0.8218381,0.1556373
Pqlc2,ENSMUSG00000028744,Gene Expression,34,False,0.016903142,0.2576682,-0.3233111
Akr7a5,ENSMUSG00000028743,Gene Expression,231,False,0.14175864,0.3003176,-0.20986173
Mrto4,ENSMUSG00000028741,Gene Expression,557,False,0.3514455,0.41969997,-0.005621406
Emc1,ENSMUSG00000078517,Gene Expression,140,False,0.07075038,0.28679988,-0.24581946
Ubr4,ENSMUSG00000066036,Gene Expression,383,False,0.2297304,0.4070718,0.07410951
2700016F22Rik,ENSMUSG00000097731,Gene Expression,15,False,0.008244607,0.31520998,-0.17024724
Iffo2,ENSMUSG00000041025,Gene Expression,58,True,0.039460324,0.52044976,0.3757002
Aldh4a1,ENSMUSG00000028737,Gene Expression,56,False,0.035097722,0.41429478,0.09332298
Rcc2,ENSMUSG00000040945,Gene Expression,591,False,0.35731182,0.34412166,-0.2652003
Padi4,ENSMUSG00000025330,Gene Expression,6,False,0.004952124,0.9380344,1.4864951
Padi2,ENSMUSG00000028927,Gene Expression,226,True,0.14345996,0.47515348,0.25520998
Gm13031,ENSMUSG00000087698,Gene Expression,22,False,0.011508992,0.14955531,-0.61089647
Sdhb,ENSMUSG00000009863,Gene Expression,1346,False,1.0941584,0.36812824,-0.7239129
Atp13a2,ENSMUSG00000036622,Gene Expression,140,False,0.06343736,0.21370055,-0.44026712
Crocc,ENSMUSG00000040860,Gene Expression,18,False,0.006458837,-0.028281495,-1.0839508
Necap2,ENSMUSG00000028923,Gene Expression,653,False,0.39272687,0.26000595,-0.55410147
Szrd1,ENSMUSG00000040842,Gene Expression,462,False,0.2656387,0.4527739,0.107973285
Fbxo42,ENSMUSG00000028920,Gene Expression,168,False,0.084321514,0.1999474,-0.47685114
Rsg1,ENSMUSG00000073733,Gene Expression,5,False,0.002026205,0.018154878,-0.96042776
Gm13075,ENSMUSG00000086061,Gene Expression,101,True,0.107416,3.4344711,8.127134
Zbtb17,ENSMUSG00000006215,Gene Expression,134,False,0.07087637,0.3271364,-0.13852242
Spen,ENSMUSG00000040761,Gene Expression,299,True,0.17529556,0.56067556,0.48270273
Plekhm2,ENSMUSG00000028917,Gene Expression,53,False,0.026198037,0.30546698,-0.19616409
Ddi2,ENSMUSG00000078515,Gene Expression,213,False,0.12115931,0.3059667,-0.1948348
Dnajc16,ENSMUSG00000040697,Gene Expression,42,True,0.025094375,0.4589181,0.2120231
Casp9,ENSMUSG00000028914,Gene Expression,60,True,0.03760771,0.71783257,0.9007478
Efhd2,ENSMUSG00000040659,Gene Expression,1048,False,0.8777817,0.7279528,0.19265948
Tmem51,ENSMUSG00000040616,Gene Expression,5,False,0.003669969,0.62968576,0.6662731
Prdm2,ENSMUSG00000057637,Gene Expression,282,False,0.18330975,0.3717756,-0.01978005
Pramef8,ENSMUSG00000046862,Gene Expression,124,False,0.075809695,0.37435478,-0.012919303
Dhrs3,ENSMUSG00000066026,Gene Expression,6,False,0.0037560586,0.44924673,0.18629682
Vps13d,ENSMUSG00000020220,Gene Expression,164,True,0.0998974,0.45580927,0.20375346
Tnfrsf1b,ENSMUSG00000028599,Gene Expression,269,True,0.14207312,0.45816702,0.21002519
Tnfrsf8,ENSMUSG00000028602,Gene Expression,15,False,0.0036012197,-0.29047173,-1.7813892
Zfp990,ENSMUSG00000078503,Gene Expression,3,False,0.0022792579,0.75026804,0.98702765
Gm13212,ENSMUSG00000078502,Gene Expression,155,False,0.10467763,0.37529436,-0.0104199825
Gm13166,ENSMUSG00000085525,Gene Expression,53,True,0.038778648,0.95436186,1.5299268
Zfp992,ENSMUSG00000070605,Gene Expression,93,False,0.05781039,0.4129609,0.08977476
Zfp993,ENSMUSG00000063245,Gene Expression,18,False,0.0088385455,0.24824277,-0.3483832
Zfp991,ENSMUSG00000067916,Gene Expression,64,False,0.03233875,0.23356706,-0.38742125
Zfp982,ENSMUSG00000078496,Gene Expression,5,False,0.0031088952,0.27151963,-0.28646564
Gm16503,ENSMUSG00000078160,Gene Expression,3,False,0.0030656077,0.57747364,0.5273864
Zfp985,ENSMUSG00000065999,Gene Expression,24,False,0.018691353,0.43820846,0.1569345
Zfp984,ENSMUSG00000078495,Gene Expression,221,False,0.13418743,0.38983923,0.028270068
Gm20707,ENSMUSG00000093594,Gene Expression,49,False,0.030919407,0.4338201,0.14526124
Zfp933,ENSMUSG00000059423,Gene Expression,69,False,0.045826282,0.30149707,-0.20672424
Miip,ENSMUSG00000029022,Gene Expression,372,False,0.22068004,0.40698284,0.07387287
Mfn2,ENSMUSG00000029020,Gene Expression,124,False,0.06355229,0.22943997,-0.3983995
Plod1,ENSMUSG00000019055,Gene Expression,24,False,0.009750464,0.16504855,-0.56968373
2510039O18Rik,ENSMUSG00000044496,Gene Expression,626,False,0.36621255,0.45447674,0.11382183
Gm13054,ENSMUSG00000086806,Gene Expression,3,False,0.0010365112,0.5533852,0.46331003
Clcn6,ENSMUSG00000029016,Gene Expression,28,False,0.014200371,0.1260237,-0.6734917
