Union_likelihood_genes,All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common
Pbx1,Klra6,0.1406169332706618,H2-Eb1,0.1274256638569445,,,Cbfa2t3,,
Polr2i,Phf14,0.13038866650718967,Tcf4,0.12509876090432492,,,Cd48,,
Bsg,Itga1,0.12694440686663044,Zeb2,0.11704612608578008,,,Kmt5b,,
Itgae,Ccr6,0.1269072682034711,Klra1,0.11425409677580742,,,Bbx,,
Taf15,Zeb2,0.12338235387111401,Clec12a,0.08275571058753133,,,Plxnc1,,
Dnajc2,Itga2,0.11963788259645478,Tlr2,0.07918992455873848,,,Pdcd1,,
Havcr2,Ms4a1,0.10454609999152739,Cd74,0.05167337007393016,,,Sirpa,,
Hnrnpd,Tcf4,0.10271701309966978,Trdv1,0.032116428784035055,,,Polr2f,,
Setd7,Csf3r,0.09885662668102017,Hdac9,0.029066733219804564,,,Tcf12,,
Klf3,Cd300lf,0.0913793629932967,Cd180,0.0169097795042506,,,Il6st,,
Adgre5,Klra1,0.08763552857471439,Kcnip3,0.009701724897218142,,,Ddx5,,
Rbbp4,Clec12a,0.0840063965039194,Plaur,0.0043436287641273295,,,Itga6,,
Zbtb1,Cxcr2,0.08191411400907601,Pbx1,0.0019013108645962497,,,Timeless,,
Bcl11a,Cbfa2t3,0.06530030548128657,Trem1,2.8497899658682067e-05,,,Smad4,,
Cd96,Cd74,0.049312125438895626,C5ar1,2.1063597681677565e-05,,,Ccr7,,
Ppargc1b,Trem1,0.03655919183248502,Cd86,5.251323994845902e-09,,,Toe1,,
Mxd1,Tlr2,0.029919265185835958,,,,,,,
Dtx1,Atf3,0.02613970283867215,,,,,,,
Trip13,H2-Eb1,0.021028657650858883,,,,,,,
Baz1b,Kcnip3,0.020120825314343702,,,,,,,
Ube2b,Cd86,0.0074401682301940995,,,,,,,
Atf3,Cd180,0.003412014802176398,,,,,,,
Hif1a,Plaur,0.0032907126774036435,,,,,,,
Jmy,Pbx1,0.000577556663729878,,,,,,,
Csf1r,Bcl11a,0.0004887900221152969,,,,,,,
Chd3,Hdac9,1.5607532152877281e-09,,,,,,,
Fli1,Il1r2,6.572309131361327e-14,,,,,,,
Il7r,C5ar1,2.4054997400278945e-31,,,,,,,
Cd44,,,,,,,,,
Fkbp5,,,,,,,,,
Tardbp,,,,,,,,,
Paxip1,,,,,,,,,
Tshz3,,,,,,,,,
Irf7,,,,,,,,,
Hdac1,,,,,,,,,
Ifngr2,,,,,,,,,
Kdm3a,,,,,,,,,
Gadd45b,,,,,,,,,
Mcm6,,,,,,,,,
Il6st,,,,,,,,,
Fhl2,,,,,,,,,
