,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Ewsr1,ENSMUSG00000009079,11,5099266,5069689,-,0.0663,0.25883353,-1.1262097358703613,False,,,,,,,,,,,,,,,,-0.28181958198547363
Znrf3,ENSMUSG00000041961,11,5444847,5276324,-,-0.0761,13.829363,-0.179712176322937,False,,,,,,,,,,,,,,,,0.009072601795196533
Ccdc117,ENSMUSG00000020482,11,5542187,5528887,-,-0.0269,2.5394177,-1.527385950088501,False,,,,,,,,,,,,,,,,-1.4470374584197998
Pold2,ENSMUSG00000020471,11,5878292,5872180,-,0.1344,0.22765948,-0.4758946895599365,False,,,,,,,,,,,,,,,,0.06244438886642456
Nudcd3,ENSMUSG00000053838,11,6200415,6105691,-,-0.0401,1.9016861,-1.74285888671875,False,,,,,,,,,,,,,,,,-1.6941266059875488
H2afv,ENSMUSG00000041126,11,6444443,6427229,-,0.3039,0.0680438,-0.10887277126312256,False,,,,,,,,,,,,,,,,0.12206375598907471
Myo1g,ENSMUSG00000020437,11,6520965,6506548,-,0.1464,0.35028556,-0.8903888463973999,False,,,,,,,,,,,,,,,,-0.13063395023345947
Plek,ENSMUSG00000020120,11,17052381,16971206,-,0.1159,1.1782274,0.17170017957687378,True,0.45642301275348923,0.2724943301749886,0.27087362492420797,14.610211247322656,0.6446275314688682,0.44559627771377563,0.32661378383636475,0.315263337723154,0.0,0.0,0.26740729185055967,1.3769203918997337,1.1849825823808025,0.5641571128529377,2.5618057352042656,0.3349897265434265
Etaa1,ENSMUSG00000016984,11,17953875,17938756,-,0.0395,0.46458682,-0.5619235038757324,False,,,,,,,,,,,,,,,,-0.38114988803863525
Actr2,ENSMUSG00000020152,11,20112913,20062304,-,0.0962,0.25280628,-1.0321059226989746,False,,,,,,,,,,,,,,,,-0.008078932762145996
Cep68,ENSMUSG00000044066,11,20249429,20227037,-,-0.0402,0.9398122,-1.656505823135376,False,,,,,,,,,,,,,,,,-1.5995569229125977
Aftph,ENSMUSG00000049659,11,20741589,20685084,-,-0.0247,1.5526819,-1.2423005104064941,False,,,,,,,,,,,,,,,,-1.1875782012939453
Ugp2,ENSMUSG00000001891,11,21371201,21321138,-,0.0029,0.46145266,-2.113457441329956,False,,,,,,,,,,,,,,,,-0.053620219230651855
Mdh1,ENSMUSG00000020321,11,21572367,21556787,-,0.1372,0.1622931,-1.1379189491271973,False,,,,,,,,,,,,,,,,-0.3280130624771118
Pex13,ENSMUSG00000020283,11,23665959,23646479,-,-0.0349,0.9304655,-0.7773542404174805,False,,,,,,,,,,,,,,,,-0.7749931812286377
Rel,ENSMUSG00000020275,11,23770970,23736847,-,-0.0154,1.8321201,-0.5842587947845459,False,,,,,,,,,,,,,,,,-0.5807150602340698
Vrk2,ENSMUSG00000064090,11,26593999,26471322,-,0.0495,2.2669387,-1.364635944366455,False,,,,,,,,,,,,,,,,-1.1925101280212402
Cfap36,ENSMUSG00000020462,11,29247409,29221532,-,0.1053,0.4991223,-3.794478416442871,False,,,,,,,,,,,,,,,,0.025112688541412354
Rps27a,ENSMUSG00000020460,11,29548109,29545846,-,-0.0521,0.0048888484,-3.385434150695801,False,,,,,,,,,,,,,,,,0.019264638423919678
Sptbn1,ENSMUSG00000020315,11,30268175,30099395,-,-0.1406,0.3339593,0.13046598434448242,True,0.16989090745824154,0.848786807839635,0.24809081484339568,15.710044113076313,0.536443406244119,0.07013741135597229,0.1655016541481018,0.24617456817183675,0.0,0.0,0.2539692192818273,0.1948858623733774,0.5982286520302296,0.9090664715286387,2.6476751313763316,0.2565228343009949
Erlec1,ENSMUSG00000020311,11,30954335,30930774,-,-0.0376,0.23002018,-0.7311711311340332,False,,,,,,,,,,,,,,,,0.03048950433731079
Npm1,ENSMUSG00000057113,11,33163206,33152287,-,0.0195,0.011157145,-0.11795663833618164,False,,,,,,,,,,,,,,,,0.13975024223327637
Dock2,ENSMUSG00000020143,11,34783892,34226815,-,-0.0013,6.244232,-2.3774423599243164,False,,,,,,,,,,,,,,,,-2.1052801609039307
Spdl1,ENSMUSG00000069910,11,34833641,34809190,-,0.1255,0.3313376,0.32092875242233276,True,0.10436216767344854,0.9560544590085556,0.2876748536911241,10.317365378595081,0.530671128630638,0.035968098789453506,0.1031927838921547,0.3417124287480496,0.0,0.0,0.32912373170897224,0.09802267554604077,0.2752381254886759,0.32870626899563066,2.572186295472194,0.34576451778411865
Rars,ENSMUSG00000018848,11,35834506,35808381,-,0.0555,0.32110757,-1.4234459400177002,False,,,,,,,,,,,,,,,,-0.43843162059783936
Mat2b,ENSMUSG00000042032,11,40695203,40679314,-,-0.0241,0.18737909,-1.4152541160583496,False,,,,,,,,,,,,,,,,0.03061354160308838
Hmmr,ENSMUSG00000020330,11,40733422,40701395,-,0.2032,0.12373097,0.7181514799594879,True,1.352870361944027,7.887900043650404,0.7677221871086395,5.492927130148183,0.054565739259123794,0.05502203851938248,0.4688884913921356,0.3605169639476791,0.0,0.0,0.4578859179631645,0.14074222477325612,1.2010250290341933,0.37633220632803277,1.042903142710627,0.7556679546833038
Ccng1,ENSMUSG00000020326,11,40755311,40748552,-,-0.012,0.2910311,-0.6280176639556885,False,,,,,,,,,,,,,,,,-0.08453285694122314
Pttg1,ENSMUSG00000020415,11,43426251,43420250,-,0.1278,0.18665563,-0.644921064376831,False,,,,,,,,,,,,,,,,-0.6070164442062378
Ttc1,ENSMUSG00000041278,11,43748008,43729512,-,0.0736,0.34330282,-0.9687974452972412,False,,,,,,,,,,,,,,,,-0.29896390438079834
Cyfip2,ENSMUSG00000020340,11,46312859,46193850,-,-0.0126,1.3502127,-1.370185375213623,False,,,,,,,,,,,,,,,,-0.2467283010482788
Itk,ENSMUSG00000020395,11,46389515,46325150,-,-0.1123,6.4764094,-2.372140645980835,False,,,,,,,,,,,,,,,,-1.61958909034729
Gm12185,ENSMUSG00000048852,11,48992226,48904656,-,-0.0653,8.0011835,-4.256581783294678,False,,,,,,,,,,,,,,,,-4.252339839935303
9930111J21Rik2,ENSMUSG00000069892,11,49051242,49015874,-,-0.0394,0.38098708,-0.3294476270675659,False,,,,,,,,,,,,,,,,-0.32013142108917236
Tgtp2,ENSMUSG00000078921,11,49064206,49057194,-,-0.116,0.258168,-1.0268535614013672,False,,,,,,,,,,,,,,,,0.01305997371673584
Cnot6,ENSMUSG00000020362,11,49712723,49671503,-,0.0495,0.60571957,-1.0620880126953125,False,,,,,,,,,,,,,,,,-0.9970972537994385
Sqstm1,ENSMUSG00000015837,11,50210827,50199366,-,0.0272,0.59555596,-0.15170061588287354,False,,,,,,,,,,,,,,,,-0.03181791305541992
Canx,ENSMUSG00000020368,11,50325673,50293961,-,-0.0191,0.18106098,-0.5156503915786743,False,,,,,,,,,,,,,,,,0.12969809770584106
Hnrnpab,ENSMUSG00000020358,11,51606847,51600100,-,0.4431,0.017443907,-0.7800118923187256,False,,,,,,,,,,,,,,,,-0.03831660747528076
Rmnd5b,ENSMUSG00000001054,11,51635896,51623671,-,0.0151,0.16025247,-1.0589368343353271,False,,,,,,,,,,,,,,,,-0.1150742769241333
Sec24a,ENSMUSG00000036391,11,51763634,51692264,-,0.0008,6.1449075,-1.0311737060546875,False,,,,,,,,,,,,,,,,-1.0275795459747314
Jade2,ENSMUSG00000020387,11,51857653,51813455,-,-0.0397,0.19014652,-0.14601457118988037,False,,,,,,,,,,,,,,,,-0.13289308547973633
Tcf7,ENSMUSG00000000782,11,52283014,52252371,-,-0.098,0.5921417,0.458601713180542,True,0.13996824266220928,0.5479504580936702,0.2935727884432237,8.527156466722502,1.149586683511734,0.08565711975097656,0.11735519021749496,0.32424023302208393,0.0,0.0,0.45631052939653893,0.22473535681580503,0.37521163203978336,0.4512870279691735,2.2622044147632128,0.4686814546585083
Hspa4,ENSMUSG00000020361,11,53300457,53259814,-,0.0448,1.1387898,-1.2396726608276367,False,,,,,,,,,,,,,,,,-1.1325366497039795
Uqcrq,ENSMUSG00000044894,11,53430831,53427922,-,0.2814,0.16071403,-1.5424482822418213,False,,,,,,,,,,,,,,,,0.04489493370056152
Rad50,ENSMUSG00000020380,11,53707319,53649519,-,0.0208,0.18942057,0.03325021266937256,True,0.1029063947387896,0.6852566558623248,0.19499565580616202,14.565493793220606,0.6112563724319139,0.060670189559459686,0.12737712264060974,0.2551286062131085,0.0,0.0,0.14350054500458753,0.16454905136182366,0.3759468872228573,0.8009427325011979,3.0638169362430663,0.1285610795021057
Gm12216,ENSMUSG00000081769,11,53859256,53783418,-,-0.0358,2.9481096,-4.117442607879639,False,,,,,,,,,,,,,,,,-3.5445022583007812
Cdc42se2,ENSMUSG00000052298,11,54787675,54717456,-,-0.0223,1.2200696,-1.0565268993377686,False,,,,,,,,,,,,,,,,-1.02909255027771
Tnip1,ENSMUSG00000020400,11,54962917,54910785,-,-0.0337,10.464193,-3.688309669494629,False,,,,,,,,,,,,,,,,-3.6708741188049316
Anxa6,ENSMUSG00000018340,11,55033445,54979108,-,0.1656,0.21765034,-0.04958951473236084,False,,,,,,,,,,,,,,,,0.3938639760017395
Ccdc69,ENSMUSG00000049588,11,55078131,55049731,-,0.0517,0.32756898,-1.1980321407318115,False,,,,,,,,,,,,,,,,-0.0958942174911499
Atox1,ENSMUSG00000018585,11,55461239,55446641,-,0.2224,0.06474997,-0.1441953182220459,False,,,,,,,,,,,,,,,,0.2386656403541565
Fam114a2,ENSMUSG00000020523,11,57518617,57482993,-,-0.053,0.17325237,-0.598583459854126,False,,,,,,,,,,,,,,,,-0.2996385097503662
Rnf187,ENSMUSG00000020496,11,58938916,58932288,-,0.0292,0.03690467,-5.2262372970581055,False,,,,,,,,,,,,,,,,0.041575074195861816
Arf1,ENSMUSG00000048076,11,59228270,59211412,-,0.164,0.042795267,-1.8971552848815918,False,,,,,,,,,,,,,,,,-0.16559875011444092
Cops3,ENSMUSG00000019373,11,59839838,59817795,-,0.0472,0.5805052,-0.42829060554504395,False,,,,,,,,,,,,,,,,0.015016794204711914
Flii,ENSMUSG00000002812,11,60727263,60714123,-,0.0379,0.4260533,-0.6738574504852295,False,,,,,,,,,,,,,,,,-0.06957530975341797
Tmem11,ENSMUSG00000043284,11,60879272,60864452,-,0.0437,0.9460347,-0.4418860673904419,False,,,,,,,,,,,,,,,,-0.34880197048187256
Usp22,ENSMUSG00000042506,11,61175055,61151785,-,-0.0098,1.1750803,-0.7849196195602417,False,,,,,,,,,,,,,,,,-0.4865535497665405
Ulk2,ENSMUSG00000004798,11,61855073,61775649,-,-0.0418,2.8675191,-1.562800645828247,False,,,,,,,,,,,,,,,,-1.5417869091033936
Akap10,ENSMUSG00000047804,11,61930252,61871307,-,-0.0311,6.2305164,-1.9786698818206787,False,,,,,,,,,,,,,,,,-1.9688045978546143
Ncor1,ENSMUSG00000018501,11,62458541,62316426,-,-0.0724,1.0380472,-1.5680160522460938,False,,,,,,,,,,,,,,,,-1.0369415283203125
Cenpv,ENSMUSG00000018509,11,62539261,62524946,-,0.0708,1.0087692,-1.864842176437378,False,,,,,,,,,,,,,,,,0.04728865623474121
Cox10,ENSMUSG00000042148,11,64079468,63962627,-,-0.0121,1.0263482,-0.8123002052307129,False,,,,,,,,,,,,,,,,-0.5737131834030151
Map2k4,ENSMUSG00000033352,11,65788297,65688243,-,-0.0052,3.0486665,-0.8189705610275269,False,,,,,,,,,,,,,,,,-0.6347832679748535
Ndel1,ENSMUSG00000018736,11,68871858,68821434,-,-0.0193,1.5340972,-1.2454967498779297,False,,,,,,,,,,,,,,,,-1.1943926811218262
Chd3,ENSMUSG00000018474,11,69369406,69343273,-,-0.1811,0.07356184,0.1179271936416626,True,0.4028416214313369,3.211020561579388,0.3828514560185269,9.17302143360146,0.07952351756393908,0.03825521469116211,0.22369074821472168,0.2265478797709838,0.0,0.0,0.4153980557110095,0.1007222955171674,0.6755222908767133,0.9990671841445313,1.7578699802905684,0.32327502965927124
Kdm6b,ENSMUSG00000018476,11,69413675,69398508,-,-0.1042,0.6552204,-0.919980525970459,False,,,,,,,,,,,,,,,,-0.8059535026550293
Mpdu1,ENSMUSG00000018761,11,69662642,69656697,-,0.0181,0.29284224,-0.4496033191680908,False,,,,,,,,,,,,,,,,0.08925646543502808
Eif4a1,ENSMUSG00000059796,11,69672423,69666936,-,0.2338,0.13889217,-5.547318935394287,False,,,,,,,,,,,,,,,,-0.3264366388320923
Polr2a,ENSMUSG00000005198,11,69758637,69733997,-,0.0253,1.6002995,-0.7706029415130615,False,,,,,,,,,,,,,,,,-0.005750894546508789
Acap1,ENSMUSG00000001588,11,69895539,69881567,-,-0.0358,0.25039116,-1.1564030647277832,False,,,,,,,,,,,,,,,,-1.1497268676757812
Eif5a,ENSMUSG00000078812,11,69921958,69916714,-,0.3865,0.0029566342,-1.1598246097564697,False,,,,,,,,,,,,,,,,-0.006738781929016113
Elp5,ENSMUSG00000018565,11,69982517,69968222,-,0.0282,0.53621817,-0.9652774333953857,False,,,,,,,,,,,,,,,,-0.5000436305999756
Pfn1,ENSMUSG00000018293,11,70654644,70651850,-,0.5688,0.006578024,-4.545967102050781,False,,,,,,,,,,,,,,,,-0.0016167163848876953
Spag7,ENSMUSG00000018287,11,70669416,70663771,-,0.1037,0.1277645,-1.2109882831573486,False,,,,,,,,,,,,,,,,0.003200531005859375
Nup88,ENSMUSG00000040667,11,70969973,70943058,-,0.0888,0.3034556,-1.048022985458374,False,,,,,,,,,,,,,,,,-0.18451642990112305
Rap1gap2,ENSMUSG00000038807,11,74610915,74383356,-,0.0206,8.57849,-0.0752263069152832,False,,,,,,,,,,,,,,,,0.13584011793136597
Pafah1b1,ENSMUSG00000020745,11,74724670,74673949,-,0.0187,0.6945107,-0.25554752349853516,False,,,,,,,,,,,,,,,,-0.2032252550125122
Rpa1,ENSMUSG00000000751,11,75348324,75298166,-,0.0828,0.39377624,-0.31632864475250244,False,,,,,,,,,,,,,,,,0.416642963886261
Vps53,ENSMUSG00000017288,11,76179647,76046226,-,0.0237,0.8378987,-0.7980384826660156,False,,,,,,,,,,,,,,,,-0.43165433406829834
Glod4,ENSMUSG00000017286,11,76243725,76120987,-,0.0555,0.56747305,-0.6118942499160767,False,,,,,,,,,,,,,,,,-0.2930806875228882
Nxn,ENSMUSG00000020844,11,76399140,76257198,-,0.0263,2.6637437,-0.8251160383224487,False,,,,,,,,,,,,,,,,-0.8087559938430786
Abr,ENSMUSG00000017631,11,76622314,76416734,-,0.0047,0.8667745,-1.1592974662780762,False,,,,,,,,,,,,,,,,-0.8268309831619263
Gosr1,ENSMUSG00000010392,11,76763579,76726602,-,0.0214,0.5469751,-0.3139094114303589,False,,,,,,,,,,,,,,,,-0.1538330316543579
Nsrp1,ENSMUSG00000037958,11,77078435,77044292,-,0.0028,0.42335814,-2.068675994873047,False,,,,,,,,,,,,,,,,-0.1965339183807373
Taok1,ENSMUSG00000017291,11,77607815,77529162,-,-0.0935,1.845708,-0.6214579343795776,False,,,,,,,,,,,,,,,,-0.4694657325744629
Rpl23a,ENSMUSG00000058546,11,78183584,78180932,-,-0.0956,0.0023856566,-4.279580593109131,False,,,,,,,,,,,,,,,,-0.12028610706329346
Supt6,ENSMUSG00000002052,11,78245987,78206746,-,-0.043,1.0168319,-1.0573370456695557,False,,,,,,,,,,,,,,,,-0.9612785577774048
Nlk,ENSMUSG00000017376,11,78697373,78567168,-,-0.0131,4.0244226,-2.36446213722229,False,,,,,,,,,,,,,,,,-2.2231922149658203
Lgals9,ENSMUSG00000001123,11,78984946,78962974,-,0.0453,0.4265182,-0.7466087341308594,False,,,,,,,,,,,,,,,,-0.14179980754852295
Ksr1,ENSMUSG00000018334,11,79146407,79013440,-,0.0726,4.21829,-1.4290492534637451,False,,,,,,,,,,,,,,,,-1.4289705753326416
Wsb1,ENSMUSG00000017677,11,79254671,79239372,-,0.014,0.54410934,-0.26915276050567627,False,,,,,,,,,,,,,,,,-0.22941529750823975
Crlf3,ENSMUSG00000017561,11,80080991,80046493,-,-0.0793,0.9311069,-1.952888011932373,False,,,,,,,,,,,,,,,,0.20800846815109253
Slfn8,ENSMUSG00000035208,11,83020810,83002158,-,-0.1063,0.17958397,-0.5750540494918823,False,,,,,,,,,,,,,,,,-0.3046114444732666
Gm20234,ENSMUSG00000111713,11,83071246,83065752,-,-0.0365,2.1107085,-1.459096908569336,False,,,,,,,,,,,,,,,,-1.4537320137023926
Ccl5,ENSMUSG00000035042,11,83530518,83525778,-,0.1728,0.0093024755,0.46260178089141846,False,,,,,,,,,,,,,,,,0.5773478448390961
Ccl3,ENSMUSG00000000982,11,83649355,83647844,-,-0.0224,0.008905122,0.2703346610069275,True,1.868102832348845,11.403344067086369,0.3687363003195148,6.484415190890836,0.04900436976303657,0.03951578587293625,1.0693397521972656,0.1788641676867049,0.0,0.0,0.4923737917397038,0.1291998891798357,3.9404056241800047,0.7355562945885284,2.181705083880498,0.3103627562522888
Aatf,ENSMUSG00000018697,11,84513522,84422855,-,-0.0145,0.578501,-1.6342899799346924,False,,,,,,,,,,,,,,,,-1.3306844234466553
Ggnbp2,ENSMUSG00000020530,11,84870817,84832361,-,-0.0236,0.712813,-0.8349592685699463,False,,,,,,,,,,,,,,,,-0.3551626205444336
Usp32,ENSMUSG00000000804,11,85140161,84984442,-,-0.0343,3.994795,-1.6655349731445312,False,,,,,,,,,,,,,,,,-1.550647497177124
Appbp2,ENSMUSG00000018481,11,85235130,85187262,-,-0.0078,0.9872082,-0.6347829103469849,False,,,,,,,,,,,,,,,,-0.6258394718170166
Brip1,ENSMUSG00000034329,11,86201193,86058138,-,0.0542,2.4666328,0.3976975083351135,True,0.04644390325265604,0.08003939327624963,0.1227929058873247,18.502233950128016,3.3640665900707245,0.2280721664428711,0.10322026908397675,0.29160997205680583,0.0,0.0,0.2660438390826976,0.5749526465989713,0.23607491436896139,0.6428650904586882,5.385172638077139,0.398104190826416
Med13,ENSMUSG00000034297,11,86357602,86267033,-,-0.004,1.4276803,-1.3363838195800781,False,,,,,,,,,,,,,,,,-1.0267038345336914
Rps6kb1,ENSMUSG00000020516,11,86544805,86498871,-,-0.0264,1.1258149,-0.6283557415008545,False,,,,,,,,,,,,,,,,-0.04498791694641113
Vmp1,ENSMUSG00000018171,11,86683836,86583865,-,-0.0789,5.4893284,-5.754254341125488,False,,,,,,,,,,,,,,,,-3.5454788208007812
Cltc,ENSMUSG00000047126,11,86757565,86694351,-,0.0138,0.48310873,-1.220571756362915,False,,,,,,,,,,,,,,,,-0.8234933614730835
Dhx40,ENSMUSG00000018425,11,86807746,86768846,-,0.0244,1.7621397,-1.121424674987793,False,,,,,,,,,,,,,,,,-1.1145315170288086
Msi2,ENSMUSG00000069769,11,88718513,88339382,-,-0.0588,3.9645119,-1.3580996990203857,False,,,,,,,,,,,,,,,,-1.0298247337341309
Utp18,ENSMUSG00000054079,11,93885766,93859243,-,0.0728,0.6002294,-0.5032881498336792,False,,,,,,,,,,,,,,,,-0.2746366262435913
Luc7l3,ENSMUSG00000020863,11,94321988,94287890,-,-0.0388,0.36126703,-0.7819753885269165,False,,,,,,,,,,,,,,,,-0.4792666435241699
Kat7,ENSMUSG00000038909,11,95310246,95274259,-,0.0362,1.1998419,-0.2999194860458374,False,,,,,,,,,,,,,,,,-0.2974097728729248
Abi3,ENSMUSG00000018381,11,95842476,95830074,-,-0.0532,0.39623222,-0.3545091152191162,False,,,,,,,,,,,,,,,,-0.05792438983917236
Ube2z,ENSMUSG00000014349,11,96065388,96047432,-,-0.0172,0.46183434,-1.1021409034729004,False,,,,,,,,,,,,,,,,-0.4637413024902344
Atp5g1,ENSMUSG00000006057,11,96075670,96068852,-,0.2531,0.034133207,-3.6548051834106445,False,,,,,,,,,,,,,,,,-0.034950971603393555
Cdk5rap3,ENSMUSG00000018669,11,96916496,96907426,-,0.0159,0.28913844,-1.1384649276733398,False,,,,,,,,,,,,,,,,0.09024584293365479
Sp2,ENSMUSG00000018678,11,96982959,96953341,-,0.0275,0.7937434,-0.24341392517089844,False,,,,,,,,,,,,,,,,-0.1765979528427124
Tbx21,ENSMUSG00000001444,11,97115331,97098071,-,0.1463,1.0446274,-0.320331335067749,False,,,,,,,,,,,,,,,,0.11880218982696533
Kpnb1,ENSMUSG00000001440,11,97187881,97159714,-,0.0732,0.09711281,-0.8512698411941528,False,,,,,,,,,,,,,,,,0.16767430305480957
Npepps,ENSMUSG00000001441,11,97280638,97205842,-,0.011,4.408307,-2.6374857425689697,False,,,,,,,,,,,,,,,,-2.5371768474578857
Pip4k2b,ENSMUSG00000018547,11,97744704,97715157,-,-0.0536,0.8244894,-0.9715508222579956,False,,,,,,,,,,,,,,,,-0.5142068862915039
Cwc25,ENSMUSG00000018541,11,97766556,97745481,-,0.0024,0.8098808,-2.5470099449157715,False,,,,,,,,,,,,,,,,-0.14617574214935303
Rpl23,ENSMUSG00000071415,11,97782437,97777527,-,-0.1521,0.0018263157,-0.2227727174758911,False,,,,,,,,,,,,,,,,-0.07759487628936768
Arl5c,ENSMUSG00000038352,11,97996181,97989578,-,0.0108,0.051059928,-0.2237260341644287,False,,,,,,,,,,,,,,,,-0.2042694091796875
Fbxl20,ENSMUSG00000020883,11,98150403,98082556,-,-0.0779,1.3536044,-0.4950956106185913,False,,,,,,,,,,,,,,,,-0.488345742225647
Med1,ENSMUSG00000018160,11,98193293,98152154,-,-0.0256,1.8250242,-1.281658411026001,False,,,,,,,,,,,,,,,,-1.2520813941955566
Ikzf3,ENSMUSG00000018168,11,98546031,98464902,-,0.0304,5.2632947,-1.780883550643921,False,,,,,,,,,,,,,,,,-1.031001329421997
Top2a,ENSMUSG00000020914,11,99024189,98992943,-,0.3523,0.12543885,0.67767134308815,True,2.1816581764577876,1.831628293981969,0.23953077877285286,17.209580558582815,0.21670036613941196,0.44573473930358887,3.1882219314575195,0.5921023738358391,0.0,0.0,0.4923951707866504,0.9707289865545013,7.925053627198112,0.13119144962064663,3.590193659443549,0.678625077009201
Ccr7,ENSMUSG00000037944,11,99155077,99144196,-,-0.2668,0.008893193,0.5644025802612305,False,1.1960744547681117,30.609945125269462,0.6640019503654437,19.349980451442647,0.021820349480646355,0.0049804397858679295,0.3655763864517212,0.22092850112512263,0.0,0.0,0.4140641924065739,0.03756465053579471,1.8165444757404,0.7578308425408261,2.204606331452823,0.6488786339759827
Smarce1,ENSMUSG00000037935,11,99231017,99209047,-,0.1055,0.22139801,-0.8860961198806763,False,,,,,,,,,,,,,,,,-0.2211010456085205
Acly,ENSMUSG00000020917,11,100528000,100476353,-,0.0658,0.3009863,-1.0180418491363525,False,,,,,,,,,,,,,,,,-0.04749441146850586
Dnajc7,ENSMUSG00000014195,11,100620168,100582818,-,-0.0463,0.7255911,-1.8164122104644775,False,,,,,,,,,,,,,,,,-0.5964775085449219
Rab5c,ENSMUSG00000019173,11,100738215,100715009,-,0.0551,0.18077841,-1.6252872943878174,False,,,,,,,,,,,,,,,,0.20909923315048218
Stat5b,ENSMUSG00000020919,11,100850724,100780731,-,-0.0519,3.7626762,-1.1284542083740234,False,,,,,,,,,,,,,,,,-1.0408990383148193
Stat3,ENSMUSG00000004040,11,100939540,100885098,-,-0.0814,3.1550782,-0.6268136501312256,False,,,,,,,,,,,,,,,,-0.5597455501556396
Retreg3,ENSMUSG00000017802,11,101119893,101096322,-,-0.1028,0.5281793,-0.35307037830352783,False,,,,,,,,,,,,,,,,-0.24242377281188965
Ezh1,ENSMUSG00000006920,11,101226463,101191115,-,-0.0469,0.7038837,-0.7504422664642334,False,,,,,,,,,,,,,,,,-0.6993192434310913
Becn1,ENSMUSG00000035086,11,101302286,101285952,-,0.0182,0.23626374,-0.43826937675476074,False,,,,,,,,,,,,,,,,-0.25392627716064453
Brca1,ENSMUSG00000017146,11,101551955,101488764,-,0.0714,2.4413142,0.6098463237285614,False,0.08265416713408498,0.1762704077827389,0.23159619200935855,7.936617892373771,4.889435648918152,0.1878439337015152,0.05762748792767525,0.2798003821504489,0.0,0.0,0.037917284200386384,0.42675541381704085,0.15423141297852172,0.692825163573791,1.9188088521132494,0.6098496913909912
Lsm12,ENSMUSG00000020922,11,102185296,102162497,-,0.236,0.26750782,-1.6952497959136963,False,,,,,,,,,,,,,,,,-0.2819197177886963
Ubtf,ENSMUSG00000020923,11,102319742,102304560,-,0.0247,0.110152945,-4.510923385620117,False,,,,,,,,,,,,,,,,-0.025419235229492188
Gpatch8,ENSMUSG00000034621,11,102556392,102475915,-,-0.0714,2.366536,-5.132464408874512,False,,,,,,,,,,,,,,,,-3.299586296081543
Eftud2,ENSMUSG00000020929,11,102880985,102838473,-,0.0531,0.6893461,-0.5205329656600952,False,,,,,,,,,,,,,,,,-0.25350189208984375
Map3k14,ENSMUSG00000020941,11,103267472,103219762,-,-0.0332,7.501824,-0.9401918649673462,False,,,,,,,,,,,,,,,,-0.9357941150665283
Gosr2,ENSMUSG00000020946,11,103697898,103676849,-,0.0948,0.38898736,-0.47444379329681396,False,,,,,,,,,,,,,,,,-0.3398134708404541
Nsf,ENSMUSG00000034187,11,103954056,103821782,-,0.0054,2.8244042,-1.8263556957244873,False,,,,,,,,,,,,,,,,-1.7771286964416504
Kansl1,ENSMUSG00000018412,11,104468861,104333229,-,-0.0286,6.760218,-5.182083606719971,False,,,,,,,,,,,,,,,,-3.2692980766296387
Cdc27,ENSMUSG00000020687,11,104550620,104502745,-,0.026,2.1153097,-0.6338272094726562,False,,,,,,,,,,,,,,,,-0.5931122303009033
Limd2,ENSMUSG00000040699,11,106160860,106156256,-,-0.0765,0.0051839286,-0.13319599628448486,False,,,,,,,,,,,,,,,,-0.10404348373413086
Strada,ENSMUSG00000069631,11,106202168,106163330,-,0.0148,1.1882268,-1.1173746585845947,False,,,,,,,,,,,,,,,,-1.1130166053771973
Smarcd2,ENSMUSG00000078619,11,106272972,106263179,-,0.024,0.08047925,-2.4612691402435303,False,,,,,,,,,,,,,,,,0.009915709495544434
Ern1,ENSMUSG00000020715,11,106487852,106394650,-,0.0046,13.318835,-3.8047308921813965,False,,,,,,,,,,,,,,,,-3.287705898284912
Pecam1,ENSMUSG00000020717,11,106750628,106654217,-,-0.1206,4.770424,0.09595465660095215,False,0.023922293418341154,0.02985410064488617,0.07832808963080774,20.273987789200866,5.9441680908203125,0.24773219227790833,0.04700184240937233,0.22271627122788246,0.0,0.0,0.18473457020537593,0.6770710344715795,0.1397843873850873,1.0464207573207869,6.672948256755841,0.12821292877197266
Polg2,ENSMUSG00000020718,11,106779537,106768253,-,-0.0253,4.1064243,-3.7268404960632324,False,,,,,,,,,,,,,,,,-3.592841625213623
Ddx5,ENSMUSG00000020719,11,106789185,106780355,-,-0.2216,0.07631252,-0.357845664024353,False,,,,,,,,,,,,,,,,-0.05873215198516846
Smurf2,ENSMUSG00000018363,11,106920715,106820066,-,-0.0464,5.9682555,-3.754824638366699,False,,,,,,,,,,,,,,,,-3.487212657928467
Bptf,ENSMUSG00000040481,11,107132127,107033081,-,-0.1157,0.76084405,-0.9665426015853882,False,,,,,,,,,,,,,,,,-0.9452141523361206
Nol11,ENSMUSG00000018433,11,107189381,107166663,-,0.0225,0.7100894,-0.7390575408935547,False,,,,,,,,,,,,,,,,-0.738959789276123
Pitpnc1,ENSMUSG00000040430,11,107470699,107207892,-,-0.1579,6.7513084,-2.1224968433380127,False,,,,,,,,,,,,,,,,-1.7569451332092285
Prkca,ENSMUSG00000050965,11,108343928,107933387,-,0.0307,11.911248,-7.055025100708008,False,,,,,,,,,,,,,,,,-4.9366559982299805
