name,337-10_f,337-11_f,337-12_f,337-13_f,337-14_f,337-15_f,337-16_f,337-17_f,337-18_f,337-19_f,337-1_f,337-20_f,337-21_f,337-22_f,337-23_f,337-24_f,337-2_f,337-3_f,337-4_f,337-5_f,337-6_f,337-7_f,337-8_f,337-9_f
ENSMUSE00000459651,87,168,298,187,43,229,296,193,166,159,129,254,156,0,211,224,122,154,262,163,158,154,279,220
ENSMUSE00001230065,48,63,131,65,18,104,140,57,75,70,46,122,57,0,96,90,55,70,108,83,72,70,132,80
ENSMUSE00001258536,32,70,103,58,14,105,106,67,69,59,54,99,60,0,93,74,40,56,103,54,75,66,122,79
ENSMUSE00001206574,27,52,83,40,12,73,78,48,46,40,35,69,47,0,71,46,28,36,70,39,60,42,96,53
ENSMUSE00000907151,7,22,24,25,9,34,35,35,26,22,22,30,22,0,30,28,18,20,50,18,18,29,35,31
ENSMUSE00001268438,14,30,76,51,9,36,46,46,22,27,19,35,32,0,31,35,22,25,42,30,23,22,46,47
ENSMUSE00000458617,2,1,0,2,3,1,1,1,1,0,10,1,2,0,0,0,10,1,2,16,14,3,12,0
ENSMUSE00000811275,767,903,2014,609,286,1893,1672,1159,1167,1166,1149,1534,896,0,1507,1034,1345,854,1717,1064,1709,773,1732,543
ENSMUSE00000458507,637,759,1704,450,228,1638,1451,954,987,1009,912,1339,767,0,1302,863,1152,711,1476,892,1453,649,1486,399
ENSMUSE00000667548,8,38,37,12,1,47,40,61,14,37,39,32,22,0,39,24,14,28,22,40,23,23,19,22
ENSMUSE00000711036,7,23,24,8,0,36,27,39,11,29,23,23,14,0,29,15,8,18,9,24,15,16,16,12
ENSMUSE00000827139,9,51,78,11,2,49,54,51,17,34,49,44,28,0,36,27,25,46,42,25,26,33,33,12
ENSMUSE00000361052,7,0,0,1,2,4,2,2,3,1,5,1,3,0,0,1,5,2,1,6,11,5,1,0
ENSMUSE00000309437,337,22,14,1,163,16,9,2,434,27,5,10,3,0,6,1,346,17,11,10,376,9,12,1
ENSMUSE00000798541,81,9,7,0,42,3,0,0,108,4,0,5,1,0,1,0,96,6,2,1,86,1,3,0
ENSMUSE00000777546,50,4,2,0,28,1,4,2,45,3,1,2,0,0,0,0,39,3,2,1,46,1,2,0
ENSMUSE00000736564,39,3,0,1,9,4,1,0,49,4,1,2,0,0,0,1,49,0,1,2,54,1,2,0
ENSMUSE00000667530,3,0,2,2,0,1,0,3,0,0,5,0,0,0,0,0,6,0,1,4,8,3,4,2
ENSMUSE00000846031,2,0,0,0,4,0,1,0,0,0,2,1,0,0,0,1,5,1,2,1,12,5,3,0
ENSMUSE00000739549,2,1,0,0,4,0,1,0,0,0,2,1,0,0,0,1,5,1,2,4,13,5,4,0
ENSMUSE00000661728,1,4,3,0,3,7,2,0,3,5,1,0,0,0,3,0,4,2,0,2,4,5,2,0
ENSMUSE00000754408,1343,580,624,577,705,907,592,1491,1894,600,1207,496,1130,0,755,355,1971,443,558,963,2144,443,501,571
ENSMUSE00000511038,1363,585,628,584,719,919,596,1514,1924,605,1214,501,1146,0,758,357,1995,447,565,970,2151,445,504,579
ENSMUSE00001288519,249,79,89,89,136,106,83,210,291,67,142,53,168,0,83,50,240,67,77,99,207,58,67,144
ENSMUSE00001233501,148,45,59,78,91,86,64,126,209,41,74,45,117,0,52,36,166,40,49,73,157,35,40,74
ENSMUSE00001310960,213,55,72,90,131,92,68,174,236,65,117,45,158,0,71,43,210,49,57,92,227,36,52,78
ENSMUSE00000307510,1,1,2,3,1,1,1,4,1,2,4,0,0,0,4,0,8,1,2,4,9,2,0,2
ENSMUSE00001223167,21,57,150,55,6,95,134,67,32,49,92,100,53,0,84,77,48,53,127,93,52,42,129,49
ENSMUSE00001298717,5,13,36,14,1,24,37,8,12,14,22,26,14,0,24,19,10,13,41,18,19,12,32,9
ENSMUSE00000183372,10,28,90,22,3,43,73,26,14,25,58,63,28,0,43,51,24,22,80,43,33,26,67,17
ENSMUSE00000306628,3,12,22,13,1,14,29,5,11,10,17,18,11,0,16,9,8,8,31,15,15,11,26,7
ENSMUSE00000776373,2,2,16,3,0,9,9,8,2,6,12,6,5,0,7,5,1,4,11,14,2,4,11,4
ENSMUSE00000747596,1,0,0,1,5,0,1,2,0,0,1,0,1,0,0,0,14,0,4,4,5,4,2,0
ENSMUSE00000737346,3,0,0,1,5,1,0,1,1,1,0,0,0,0,0,2,3,0,0,2,9,0,4,0
ENSMUSE00000747351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,1,0,2,0,0
ENSMUSE00000720499,1,3,3,3,1,3,3,0,7,3,6,4,0,0,0,2,4,3,3,3,0,4,1,3
ENSMUSE00000333235,1,0,0,3,6,0,0,2,2,0,5,0,0,0,1,0,18,0,1,6,10,6,4,0
ENSMUSE00000717756,110,62,208,85,83,94,90,86,114,127,115,101,53,0,98,82,111,91,202,57,131,83,89,65
ENSMUSE00000367958,84,35,92,170,42,88,134,151,115,57,286,47,135,0,68,75,112,51,68,202,161,53,142,131
ENSMUSE00000736554,37,14,49,72,16,47,61,52,61,27,134,24,53,0,27,35,43,18,36,101,60,26,76,48
ENSMUSE00000341526,82,35,91,170,41,88,134,151,115,56,286,47,134,0,68,75,110,51,68,202,161,52,140,130
ENSMUSE00000381819,47,18,54,95,26,57,72,79,77,33,154,33,70,0,35,47,60,25,40,118,79,27,85,66
ENSMUSE00000818293,7,2,20,19,7,19,23,21,20,10,47,9,18,0,8,12,14,6,18,32,14,6,31,13
ENSMUSE00000973741,1,0,1,0,2,0,2,2,2,1,5,0,1,0,0,2,15,0,1,8,13,0,0,2
ENSMUSE00000667478,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,8,0,0,0
ENSMUSE00000667474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,4,4,0,0,1
ENSMUSE00000712900,7,3,10,12,0,11,8,15,4,8,29,11,16,0,5,8,8,4,18,12,11,4,6,12
ENSMUSE00000667463,0,0,1,0,1,0,0,0,2,1,5,0,1,0,1,0,4,0,0,4,6,2,0,1
ENSMUSE00000453066,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,0,0,1
ENSMUSE00000828496,0,1,0,1,5,0,0,2,1,0,0,0,0,0,0,0,8,0,0,5,3,0,3,1
ENSMUSE00001016838,0,1,0,1,5,0,0,2,1,0,0,0,0,0,0,0,8,0,0,5,3,0,3,1
ENSMUSE00000906857,0,0,0,0,3,1,0,1,0,0,3,0,0,0,0,0,1,0,0,3,2,6,2,1
ENSMUSE00000720205,48,13,38,29,24,26,12,29,40,17,25,25,16,0,13,4,35,10,20,11,28,7,12,16
ENSMUSE00000981376,0,0,0,4,0,2,4,2,2,2,3,3,5,0,3,2,5,2,3,11,4,3,2,4
ENSMUSE00000667409,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,0,0,4,6,0,0,0
ENSMUSE00001043421,1,0,1,0,1,2,2,0,1,3,3,0,0,0,0,2,6,1,3,6,10,1,4,0
ENSMUSE00000720608,29,17,24,32,12,19,17,75,30,16,44,13,44,0,11,13,23,15,21,56,25,14,7,25
ENSMUSE00001268937,2,7,18,4,11,102,218,35,2,11,28,5,56,0,118,79,25,7,10,50,21,23,229,5
ENSMUSE00000835579,2,7,18,4,11,103,218,36,2,11,27,5,54,0,118,79,25,7,10,50,22,22,228,5
ENSMUSE00000839808,1,6,17,4,10,84,174,32,2,10,21,4,48,0,98,64,16,5,8,47,18,17,198,5
ENSMUSE00000734246,0,1,0,0,0,7,11,0,0,0,0,0,0,0,5,7,2,0,0,2,0,0,11,0
ENSMUSE00000842339,19,11,62,11,8,38,48,10,33,25,59,36,9,0,46,19,40,19,54,47,42,10,51,5
ENSMUSE00000822222,31,21,105,21,15,68,79,20,55,38,114,63,17,0,63,35,83,31,74,67,87,18,78,6
ENSMUSE00000711353,3,1,9,1,4,6,1,2,9,4,20,4,0,0,4,3,15,3,8,5,15,3,7,0
ENSMUSE00000721684,2,1,1,2,1,3,1,1,2,1,4,1,1,0,1,0,0,0,1,6,2,1,1,0
ENSMUSE00000900952,25,12,48,24,7,30,51,34,13,20,50,21,25,0,16,28,18,9,29,34,25,10,24,17
ENSMUSE00000720045,43,20,109,43,12,57,93,72,39,31,124,43,49,0,33,37,38,16,73,60,57,31,57,34
ENSMUSE00000667359,9,10,21,9,16,20,38,7,12,11,48,16,4,0,24,21,54,9,19,43,37,10,38,9
ENSMUSE00000987371,9,10,21,9,16,20,38,7,12,11,48,16,4,0,24,21,54,9,19,43,37,10,38,9
ENSMUSE00000667349,280,305,1170,321,90,781,1107,375,443,374,1412,731,246,0,598,439,498,295,749,961,732,291,1005,184
ENSMUSE00001079068,280,305,1170,321,90,781,1107,375,443,374,1412,731,246,0,598,439,498,295,749,961,732,291,1005,184
ENSMUSE00000720701,10,2,7,3,5,1,3,0,6,4,3,4,0,0,5,4,3,4,6,3,2,3,5,3
ENSMUSE00000709385,22,18,73,29,7,30,48,87,18,31,100,26,60,0,27,23,36,15,46,68,32,16,42,31
ENSMUSE00000667344,11,2,20,15,22,11,20,16,11,8,37,8,6,0,8,10,88,6,10,43,58,14,23,9
ENSMUSE00001035143,3,0,0,3,4,1,0,7,1,0,6,0,0,0,0,1,25,1,0,7,10,0,3,2
ENSMUSE00001012496,8,4,10,23,5,5,11,26,13,6,65,5,20,0,5,5,9,1,7,31,8,4,12,17
ENSMUSE00001037525,4,1,7,7,1,1,6,17,6,4,22,5,9,0,5,6,8,2,12,14,10,6,15,8
ENSMUSE00001036850,63,72,146,134,24,169,153,93,45,59,278,82,76,0,104,80,61,58,125,217,132,60,164,65
ENSMUSE00000985295,9,13,6,26,4,25,16,20,5,9,43,9,12,0,13,15,5,7,10,24,2,11,18,31
ENSMUSE00001062716,8,10,23,7,19,17,24,15,14,7,51,21,8,0,12,16,40,6,21,37,28,14,37,7
ENSMUSE00000713870,22,18,97,41,14,46,70,92,24,18,99,34,56,0,32,38,41,27,45,66,42,24,46,34
ENSMUSE00001057562,4,7,16,7,15,11,22,11,13,11,30,13,14,0,20,16,42,4,10,30,23,9,23,3
ENSMUSE00001071186,9,12,20,12,18,14,32,19,17,16,44,20,17,0,27,20,57,6,15,40,29,14,30,7
ENSMUSE00000803095,9,4,27,14,24,12,19,20,16,4,55,11,4,0,9,9,101,8,23,67,73,15,40,7
ENSMUSE00000716874,9,4,27,14,23,12,19,20,14,4,55,11,4,0,9,9,98,8,22,67,69,15,39,7
ENSMUSE00000995662,8,3,20,9,18,10,16,18,12,4,39,8,4,0,5,5,72,6,20,57,60,11,30,5
ENSMUSE00000721100,20,5,33,54,5,18,14,52,24,11,71,14,36,0,6,7,15,9,11,57,29,4,14,40
ENSMUSE00000975825,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,7,0,0,3,1,1,0,0
ENSMUSE00000789225,23,16,80,39,18,36,93,29,32,21,78,41,24,0,31,37,77,25,57,86,74,30,77,10
ENSMUSE00000716704,7,3,9,14,0,2,7,11,4,1,22,6,11,0,4,7,11,3,7,19,12,1,9,3
ENSMUSE00001054971,31,28,172,35,19,108,192,41,46,53,153,119,42,0,66,88,65,41,141,156,115,58,190,11
ENSMUSE00000667322,127,193,491,332,57,532,572,231,112,188,748,278,312,0,343,305,218,154,311,846,372,228,656,174
ENSMUSE00000737416,9,9,7,28,8,22,20,13,6,6,27,3,20,0,22,18,5,8,4,26,9,12,18,24
ENSMUSE00000722188,0,1,4,3,0,3,2,3,0,3,13,5,2,0,7,5,1,2,0,10,2,5,4,3
ENSMUSE00000737982,16,34,74,31,18,45,92,76,28,24,79,51,44,0,38,54,88,21,78,70,57,42,174,37
ENSMUSE00000667328,6,1,4,1,9,2,4,6,4,2,14,3,3,0,3,8,60,2,5,28,24,12,17,9
ENSMUSE00001037107,14,9,19,30,5,10,18,31,10,4,75,7,21,0,8,10,10,4,8,26,30,4,21,35
ENSMUSE00000974480,5,1,2,8,1,2,10,10,3,1,19,8,8,0,7,1,3,0,4,8,10,2,5,4
ENSMUSE00000741711,191,246,949,317,95,685,1034,284,268,292,1207,595,291,0,446,446,323,246,710,1095,628,294,1055,150
ENSMUSE00001069944,13,15,35,24,12,44,47,19,12,16,63,19,14,0,28,17,18,14,34,60,34,20,40,13
ENSMUSE00000719504,23,21,99,39,10,47,53,97,24,29,79,48,74,0,36,31,29,20,67,63,38,20,43,14
ENSMUSE00000820174,8,10,20,7,8,12,13,6,5,4,17,10,2,0,8,9,44,9,13,13,20,5,18,5
ENSMUSE00000728313,1,2,1,1,2,1,4,1,1,1,3,2,0,0,0,3,11,2,1,3,2,3,3,1
ENSMUSE00000964148,10,5,14,17,21,25,30,14,16,6,46,15,10,0,8,7,74,9,11,55,50,13,28,11
ENSMUSE00000971398,1,0,1,1,1,3,1,0,4,0,1,0,1,0,2,1,7,0,1,2,5,1,3,1
ENSMUSE00000717283,12,8,42,48,7,18,31,80,24,10,109,16,37,0,13,20,27,10,19,51,30,14,21,52
ENSMUSE00000709563,7,3,13,25,6,12,20,31,9,8,27,12,23,0,9,7,8,5,11,30,13,6,19,14
ENSMUSE00000759358,224,264,968,395,107,732,1206,376,280,345,1371,659,314,0,584,522,370,226,727,1237,708,339,1241,201
ENSMUSE00001153983,440,505,1537,838,321,1295,1843,899,611,622,2693,1026,727,0,979,861,1244,486,1203,2201,1539,702,2020,503
ENSMUSE00001084375,110,154,520,216,58,394,653,230,153,185,804,367,182,0,308,257,190,121,391,722,371,190,700,105
ENSMUSE00001046150,2,4,3,25,0,14,9,16,7,11,32,3,14,0,11,17,7,8,3,33,9,8,14,16
ENSMUSE00001092606,43,48,179,54,32,128,194,49,66,63,237,118,41,0,84,64,121,45,132,132,132,50,167,28
ENSMUSE00001025041,8,18,65,13,7,34,52,11,20,18,57,33,10,0,28,14,20,13,29,36,44,15,40,8
ENSMUSE00000709161,0,2,0,1,0,2,5,1,5,1,0,1,2,0,3,0,5,2,0,0,9,0,1,3
ENSMUSE00000720659,27,24,86,37,13,50,52,102,49,38,136,50,76,0,39,32,43,23,71,81,55,25,65,32
ENSMUSE00001094350,7,10,12,5,19,19,19,15,18,13,40,5,5,0,14,9,58,10,12,27,33,6,29,5
ENSMUSE00001032384,5,3,7,6,11,11,4,15,7,1,25,6,5,0,5,8,58,6,11,35,39,14,22,6
ENSMUSE00001046615,5,3,7,6,11,11,4,15,8,1,25,6,5,0,6,8,58,6,11,35,39,14,23,6
ENSMUSE00000711220,4,2,7,11,4,7,7,13,4,2,34,3,7,0,1,3,8,3,3,11,7,3,8,7
ENSMUSE00000667270,8,10,37,12,8,37,35,18,18,13,52,17,4,0,28,20,57,12,17,47,36,11,42,8
ENSMUSE00000967994,6,5,19,6,2,16,16,13,8,8,22,7,1,0,15,10,23,6,11,26,16,5,24,3
ENSMUSE00000754033,11,11,34,15,15,34,41,13,14,9,53,26,8,0,27,12,91,10,23,60,43,19,31,7
ENSMUSE00000973650,12,16,39,21,18,37,44,14,18,10,62,30,9,0,27,15,99,11,26,61,48,22,35,17
ENSMUSE00001006443,11,11,34,15,15,34,41,13,14,9,53,26,8,0,27,12,88,10,23,60,42,19,31,7
ENSMUSE00000595551,52,12,70,46,25,32,60,45,68,17,66,39,25,0,50,47,63,10,49,77,64,26,57,41
ENSMUSE00000717670,3,1,0,4,0,0,4,2,4,1,5,0,4,0,0,4,1,0,1,3,2,2,6,7
ENSMUSE00000334978,182,115,237,197,92,228,185,253,201,132,314,166,263,0,166,161,216,105,149,259,253,90,152,137
ENSMUSE00000630343,337,223,366,144,114,295,237,230,544,232,151,313,236,0,206,180,422,168,310,184,412,103,201,136
ENSMUSE00001255349,101,68,116,41,37,84,63,85,188,78,43,80,81,0,59,53,124,52,85,70,133,32,53,36
ENSMUSE00000842401,51,41,44,16,15,42,33,41,82,37,21,37,45,0,27,26,64,25,39,34,63,19,27,12
ENSMUSE00000968792,404,279,443,175,133,353,298,238,617,278,175,386,270,0,246,239,479,203,389,198,455,121,251,151
ENSMUSE00000723361,51,42,52,17,15,41,31,42,84,40,23,32,41,0,32,29,58,25,44,37,61,17,21,12
ENSMUSE00000184473,172,117,180,74,54,155,130,65,267,117,60,190,102,0,115,119,196,86,157,64,157,51,119,68
ENSMUSE00000728979,5,0,2,3,4,3,1,6,8,1,5,1,1,0,3,3,14,1,2,7,8,3,9,3
ENSMUSE00000524015,110,55,76,24,46,86,59,67,192,46,51,69,25,0,62,34,156,29,47,47,217,47,44,30
ENSMUSE00000524013,95,48,66,20,38,81,48,63,179,45,43,58,21,0,54,31,130,25,42,40,181,46,38,23
ENSMUSE00001293503,109,55,76,23,46,85,59,67,191,46,49,69,25,0,61,34,148,29,47,43,212,47,39,30
ENSMUSE00000184399,95,48,66,20,36,81,48,60,179,45,42,58,21,0,54,31,130,25,42,40,181,45,38,23
ENSMUSE00000809509,22,16,28,7,13,37,17,18,71,7,17,19,5,0,28,12,46,8,13,15,66,21,17,11
ENSMUSE00000905924,42,16,23,8,17,23,23,16,41,11,17,18,7,0,13,9,36,5,13,9,67,12,10,16
ENSMUSE00000446322,0,1,3,0,1,0,2,1,1,1,3,1,0,0,0,1,2,0,2,4,7,2,6,0
ENSMUSE00000661625,2184,1927,2567,1377,952,3489,1957,1774,3786,2087,2245,2001,1205,0,2336,1251,3364,1455,1883,1999,4753,1276,1851,898
ENSMUSE00000661624,164,128,207,79,63,245,176,131,268,133,191,170,113,0,141,76,265,98,113,160,313,65,152,62
ENSMUSE00000847591,0,1,1,1,0,7,3,0,6,5,0,2,1,0,4,2,2,3,3,1,4,2,4,0
ENSMUSE00000729648,39,50,57,43,22,76,38,53,108,53,59,37,29,0,55,25,57,36,37,63,89,23,41,38
ENSMUSE00000847135,5,5,13,3,3,4,1,2,10,7,6,3,2,0,6,5,4,1,6,3,8,2,5,6
ENSMUSE00000796700,1191,921,1005,1033,471,1518,872,1470,1955,924,1433,858,1239,0,1123,532,1565,727,781,1220,1836,597,822,772
ENSMUSE00000941753,1190,921,1005,1033,471,1518,872,1470,1955,924,1432,858,1239,0,1123,532,1565,727,781,1220,1836,597,822,772
ENSMUSE00001293313,1190,921,1005,1032,471,1518,872,1470,1955,924,1433,858,1239,0,1123,532,1564,727,781,1220,1836,597,822,772
ENSMUSE00001232039,57,57,85,58,24,117,60,103,124,67,124,55,85,0,80,46,88,54,62,82,110,53,61,44
ENSMUSE00001296909,611,463,467,489,207,755,426,657,958,454,652,422,598,0,537,284,765,347,383,618,919,284,388,347
ENSMUSE00001304150,525,390,404,417,178,645,358,548,805,382,532,364,518,0,462,234,636,292,326,522,803,237,321,293
ENSMUSE00001267496,321,243,220,294,139,366,238,459,537,247,351,201,348,0,310,114,423,183,171,259,512,133,205,214
ENSMUSE00000781270,831,483,304,38,422,636,118,38,1114,406,63,234,50,0,424,79,800,343,178,36,797,222,98,48
ENSMUSE00000756475,718,409,254,33,357,559,100,32,980,346,52,203,45,0,374,69,683,303,155,32,681,185,86,45
ENSMUSE00000780070,318,187,124,21,182,234,46,15,396,156,32,110,26,0,174,33,304,150,82,11,303,94,40,26
ENSMUSE00000630266,4,0,6,1,7,1,2,1,8,1,0,1,0,0,1,5,7,4,1,1,11,1,1,0
ENSMUSE00000360877,5,1,12,5,10,2,8,3,22,3,10,7,1,0,2,7,16,8,10,8,36,3,4,3
ENSMUSE00000821336,5,0,11,2,8,2,4,1,19,1,2,4,0,0,2,6,13,7,5,1,26,3,4,0
ENSMUSE00001219038,4,0,6,1,7,1,2,1,7,1,0,1,0,0,1,5,7,4,1,1,11,1,1,0
ENSMUSE00000895473,4,1,4,21,7,1,9,21,1,1,34,5,12,0,2,2,14,0,2,35,13,12,7,18
ENSMUSE00000667185,311,37,139,732,165,62,250,959,355,36,611,106,1058,0,57,127,538,40,123,824,700,73,251,346
ENSMUSE00000790157,2,1,3,4,3,0,1,1,1,1,7,0,0,0,0,0,14,3,2,9,15,7,8,0
ENSMUSE00000888509,212,20,94,506,91,37,175,733,227,30,462,67,819,0,38,73,362,21,85,602,448,44,157,258
ENSMUSE00000595327,48,8,24,81,27,14,42,100,68,1,58,21,137,0,11,25,71,8,14,77,100,11,45,38
ENSMUSE00000808135,2,0,0,3,5,2,1,4,3,0,4,3,0,0,1,0,12,0,0,7,15,9,6,2
ENSMUSE00000661611,112,134,192,94,27,199,163,95,201,121,90,164,61,0,174,124,175,131,127,80,227,93,177,102
ENSMUSE00001273181,3,4,9,4,0,11,6,6,17,7,4,8,6,0,6,10,12,1,5,4,17,2,11,8
ENSMUSE00000762859,1,0,1,0,2,0,0,0,1,0,3,0,0,0,1,0,11,0,0,5,5,1,7,1
ENSMUSE00000778594,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,6,0,0,2,3,1,7,1
ENSMUSE00000717157,15,5,10,15,13,8,13,12,14,8,27,7,10,0,12,5,8,8,16,17,15,10,22,12
ENSMUSE00000813697,77,55,86,42,28,105,76,62,149,43,64,73,26,0,55,56,110,47,90,50,142,38,60,22
ENSMUSE00000325852,247,166,239,107,81,306,210,146,439,144,168,222,97,0,195,144,379,156,236,147,431,116,213,56
ENSMUSE00000823104,24,12,23,15,13,15,21,17,42,9,21,17,7,0,10,18,30,8,29,15,33,9,15,4
ENSMUSE00000776499,37,14,33,22,16,30,28,30,55,11,30,22,11,0,18,26,38,14,38,21,48,12,22,11
ENSMUSE00000717398,12,3,13,14,3,13,13,4,19,7,11,8,4,0,12,7,14,7,9,8,26,5,15,5
ENSMUSE00000510130,16,21,127,77,24,78,149,162,16,30,119,109,129,0,66,109,36,38,150,110,53,57,203,42
ENSMUSE00000348901,8,5,54,21,14,31,68,31,7,18,27,42,35,0,33,57,15,11,43,24,23,21,71,17
ENSMUSE00000406682,83,95,188,127,44,130,188,124,141,124,157,199,61,0,155,127,186,104,249,137,239,119,263,77
ENSMUSE00001289976,79,89,179,118,42,119,185,108,136,118,151,189,55,0,148,124,180,102,244,131,236,115,258,73
ENSMUSE00000784995,49,39,105,67,30,62,107,52,71,72,81,116,27,0,97,74,117,65,139,76,160,68,164,26
ENSMUSE00000781968,6,15,14,7,5,9,19,7,9,11,10,19,1,0,9,8,14,4,19,9,20,9,25,10
ENSMUSE00000522718,1,1,8,0,0,2,5,0,0,1,0,5,0,0,2,3,4,0,2,2,8,2,3,1
ENSMUSE00000847802,5,1,10,0,0,5,2,0,7,6,5,9,1,0,2,4,2,2,7,7,7,2,4,1
ENSMUSE00000449409,42,26,42,22,11,69,25,30,89,46,52,23,22,0,52,25,70,27,26,41,62,22,37,28
ENSMUSE00000787364,23,20,29,12,5,47,18,26,55,32,35,15,16,0,33,13,45,18,17,27,45,18,28,16
ENSMUSE00000815631,41,26,42,21,11,69,24,30,88,44,52,23,22,0,52,25,69,27,25,41,62,22,36,28
ENSMUSE00001278042,40,22,41,21,9,66,24,28,79,40,50,20,21,0,47,24,64,26,24,40,59,21,34,23
ENSMUSE00000780457,28,21,35,18,8,56,22,27,64,36,39,16,17,0,44,17,55,19,21,34,50,20,31,20
ENSMUSE00000778386,16,6,16,10,5,29,8,3,24,10,17,4,5,0,16,12,23,7,9,13,20,5,12,8
ENSMUSE00000630138,452,357,467,355,188,548,390,530,763,420,495,378,429,0,385,259,678,270,399,472,801,248,356,317
ENSMUSE00000995701,315,219,294,275,121,347,252,354,485,289,306,241,265,0,274,167,451,179,237,293,525,171,217,233
ENSMUSE00000774497,27,25,17,15,7,21,19,25,40,18,24,13,29,0,15,11,25,15,21,23,51,12,17,19
ENSMUSE00000881737,494,304,377,321,245,464,311,632,707,357,521,306,635,0,396,230,713,249,260,501,801,232,253,265
ENSMUSE00000184697,494,304,376,321,244,464,311,632,707,357,521,306,635,0,396,230,713,249,260,501,801,232,253,265
ENSMUSE00000791251,79,55,61,51,35,77,57,118,135,39,75,40,137,0,67,40,103,41,39,90,131,28,38,41
ENSMUSE00000184701,93,87,113,83,47,112,89,183,194,89,158,88,161,0,106,63,183,68,87,124,213,63,75,70
ENSMUSE00000910132,62,59,85,63,40,72,58,117,131,69,113,60,105,0,80,42,136,50,65,80,151,50,58,49
ENSMUSE00000780607,143,116,174,87,64,180,155,118,257,115,112,131,98,0,147,98,220,89,94,102,240,81,142,91
ENSMUSE00000805797,143,116,174,87,64,180,155,118,257,115,112,131,98,0,147,98,220,89,94,102,240,81,142,91
ENSMUSE00001260382,68,52,57,41,26,78,60,47,124,48,29,42,47,0,62,30,81,43,35,41,95,30,59,44
ENSMUSE00000816536,105,46,82,103,55,96,91,183,126,59,145,43,113,0,79,58,123,52,46,85,139,43,77,133
ENSMUSE00000666956,8,8,10,11,20,6,5,60,17,2,37,1,23,0,7,6,30,3,7,39,59,31,29,12
ENSMUSE00000357465,2,2,1,2,7,3,0,7,7,1,10,0,4,0,3,3,12,2,3,9,22,8,4,1
ENSMUSE00000796197,2,0,1,1,2,1,0,0,2,0,3,0,0,0,1,1,1,0,0,1,9,4,1,1
ENSMUSE00000764092,1,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,2,1,1,1
ENSMUSE00000824418,3,4,2,0,2,7,4,4,1,2,9,2,1,0,3,5,17,2,5,13,21,6,11,1
ENSMUSE00000350345,2,4,2,0,1,7,3,4,1,1,4,1,1,0,3,5,8,1,4,5,9,6,5,1
ENSMUSE00000845392,6,0,5,6,4,3,0,7,6,4,14,1,1,0,3,5,15,2,3,7,14,7,9,2
ENSMUSE00000515935,6,0,5,6,4,3,0,7,6,4,14,1,1,0,3,5,15,2,3,7,14,7,9,2
ENSMUSE00000232450,6,0,3,5,4,3,0,5,6,4,14,1,1,0,3,5,14,2,3,7,14,6,8,2
ENSMUSE00000835811,1038,862,1033,1329,495,1496,916,2726,1819,833,2072,851,2263,0,1168,662,1373,714,756,1754,1721,623,933,1084
ENSMUSE00000407499,1038,862,1033,1330,497,1497,916,2728,1821,833,2072,851,2264,0,1168,662,1374,715,756,1754,1721,623,933,1085
ENSMUSE00000231970,839,663,776,1038,398,1117,712,2033,1442,638,1451,614,1699,0,887,502,1074,545,567,1274,1286,474,698,868
ENSMUSE00001302133,397,300,331,503,217,497,299,959,690,310,703,299,797,0,392,210,517,239,274,580,635,225,321,424
ENSMUSE00001242245,175,136,164,259,99,258,144,440,331,137,312,155,397,0,189,108,239,127,135,292,320,125,154,193
ENSMUSE00001233323,182,137,171,261,101,260,148,450,338,146,319,156,397,0,196,109,245,131,135,299,330,128,161,195
ENSMUSE00001258459,284,199,215,318,151,323,180,590,439,196,448,199,504,0,259,141,318,163,188,348,424,154,214,262
ENSMUSE00000661511,98,114,69,39,41,231,76,35,157,149,54,59,29,0,132,63,136,101,48,58,151,100,49,33
ENSMUSE00000810476,44,47,30,18,12,103,28,12,52,62,24,22,12,0,56,28,54,39,16,17,70,39,12,12
ENSMUSE00001218651,97,112,69,39,40,231,76,35,153,148,54,59,29,0,130,63,135,100,48,57,151,100,49,33
ENSMUSE00000823994,16,19,15,11,7,50,12,9,21,31,16,8,3,0,26,10,20,16,8,9,30,22,9,8
ENSMUSE00000184994,128,197,310,128,83,394,247,134,192,256,127,247,103,0,268,143,215,205,246,162,289,200,275,102
ENSMUSE00001307722,28,27,53,15,15,66,60,29,45,56,21,45,17,0,54,33,53,34,44,31,45,33,51,13
ENSMUSE00000729382,124,182,296,119,70,377,236,123,186,250,107,244,94,0,258,135,198,198,230,152,273,192,259,89
ENSMUSE00001263989,124,182,296,119,70,377,236,123,186,250,107,244,94,0,258,135,198,197,230,152,273,192,259,89
ENSMUSE00001214729,45,65,112,36,23,142,84,23,54,82,37,102,16,0,97,47,66,68,90,49,124,79,96,29
ENSMUSE00001269631,39,51,84,27,17,108,58,16,47,59,24,72,13,0,71,37,45,56,58,32,88,64,67,27
