,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Pkn2,ENSMUSG00000004591,Gene Expression,714,True,0.43352577,0.49672148,0.25891426
Lmo4,ENSMUSG00000028266,Gene Expression,390,True,0.26698232,0.64722824,0.7758401
Mcoln3,ENSMUSG00000036853,Gene Expression,22,True,0.019452197,0.6793924,0.7984951
Spata1,ENSMUSG00000028188,Gene Expression,45,True,0.034913387,0.516954,0.36640134
Fubp1,ENSMUSG00000028034,Gene Expression,1098,True,0.7827598,0.5354238,0.259617
Miga1,ENSMUSG00000054942,Gene Expression,93,True,0.062179275,0.52260786,0.38144088
Zzz3,ENSMUSG00000039068,Gene Expression,309,True,0.18374544,0.6146567,0.6262951
St6galnac3,ENSMUSG00000052544,Gene Expression,70,True,0.053126395,1.0615554,1.8150667
Zranb2,ENSMUSG00000028180,Gene Expression,707,True,0.4638285,0.49419704,0.25024393
Wls,ENSMUSG00000028173,Gene Expression,133,True,0.13318415,0.948334,1.5138924
Tmem68,ENSMUSG00000028232,Gene Expression,195,True,0.12312718,0.570536,0.508932
Tgs1,ENSMUSG00000028233,Gene Expression,370,True,0.23204511,0.7300336,0.93320304
Lyn,ENSMUSG00000042228,Gene Expression,35,True,0.027300937,0.9223278,1.4447147
Rps20,ENSMUSG00000028234,Gene Expression,1955,True,3.9106069,2.2653623,0.5057386
Impad1,ENSMUSG00000066324,Gene Expression,309,True,0.17571059,0.5411521,0.43076947
Tox,ENSMUSG00000041272,Gene Expression,276,True,0.223416,0.6925407,0.8334702
Trp53inp1,ENSMUSG00000028211,Gene Expression,306,True,0.21910658,0.61075544,0.61591756
Gem,ENSMUSG00000028214,Gene Expression,194,True,0.12647185,0.83092827,1.2015877
Ripk2,ENSMUSG00000041135,Gene Expression,153,True,0.093323134,0.4850575,0.28155515
Mmp16,ENSMUSG00000028226,Gene Expression,148,True,0.14569655,1.0419204,1.7628368
Ufl1,ENSMUSG00000040359,Gene Expression,298,True,0.18365277,0.5944363,0.57250786
Bach2,ENSMUSG00000040270,Gene Expression,190,True,0.18593384,0.79638743,1.1097074
Casp8ap2,ENSMUSG00000028282,Gene Expression,576,True,0.36798602,0.52280146,0.34848776
Mdn1,ENSMUSG00000058006,Gene Expression,204,True,0.15843424,0.9366202,1.482733
Pnrc1,ENSMUSG00000040128,Gene Expression,1375,True,1.1301707,0.87940526,0.95841146
Spaca1,ENSMUSG00000028264,Gene Expression,16,True,0.017132739,0.73703146,0.95181775
Zfp292,ENSMUSG00000039967,Gene Expression,742,True,0.4961239,0.48950723,0.23413643
Mob3b,ENSMUSG00000073910,Gene Expression,23,True,0.019333437,0.5628373,0.4884531
Aptx,ENSMUSG00000028411,Gene Expression,196,True,0.122686416,0.6126217,0.620882
B4galt1,ENSMUSG00000028413,Gene Expression,683,True,0.4403266,0.50526184,0.28824672
Pigo,ENSMUSG00000028454,Gene Expression,86,True,0.04190684,0.47668213,0.25927624
Fam214b,ENSMUSG00000036002,Gene Expression,53,True,0.03442169,0.6863655,0.81704384
Tesk1,ENSMUSG00000028458,Gene Expression,115,True,0.08219416,0.68529844,0.81420547
Cd72,ENSMUSG00000028459,Gene Expression,288,True,0.21668833,0.5484071,0.450068
Sit1,ENSMUSG00000028460,Gene Expression,631,True,0.39846855,0.5148459,0.32116386
Gba2,ENSMUSG00000028467,Gene Expression,162,True,0.08929395,0.50933915,0.34614548
Reck,ENSMUSG00000028476,Gene Expression,68,True,0.03986643,0.47072625,0.24343334
Gne,ENSMUSG00000028479,Gene Expression,120,True,0.076486856,0.5397196,0.42695886
Zcchc7,ENSMUSG00000035649,Gene Expression,685,True,0.46435717,0.5628789,0.48613653
Trmt10b,ENSMUSG00000035601,Gene Expression,124,True,0.082186475,0.68047273,0.80136883
Aldh1b1,ENSMUSG00000035561,Gene Expression,48,True,0.039793734,0.65664953,0.737998
Ccdc180,ENSMUSG00000035539,Gene Expression,41,True,0.029856352,0.5056857,0.3364271
Anp32b,ENSMUSG00000028333,Gene Expression,1578,True,1.6898489,1.1390332,1.0457999
Tgfbr1,ENSMUSG00000007613,Gene Expression,163,True,0.112004094,0.6376348,0.687418
Nr4a3,ENSMUSG00000028341,Gene Expression,50,True,0.038949993,1.2030834,2.1915379
Invs,ENSMUSG00000028344,Gene Expression,79,True,0.06487389,1.2191164,2.2341866
Smc2,ENSMUSG00000028312,Gene Expression,669,True,0.6948585,1.2317042,2.810836
Fktn,ENSMUSG00000028414,Gene Expression,35,True,0.025642734,0.5246753,0.3869404
Tmem38b,ENSMUSG00000028420,Gene Expression,81,True,0.047309257,0.48091775,0.27054322
Klf4,ENSMUSG00000003032,Gene Expression,75,True,0.05008923,0.5621806,0.48670617
Tmem245,ENSMUSG00000055296,Gene Expression,277,True,0.17439595,0.5228976,0.3822116
Akap2,ENSMUSG00000038729,Gene Expression,13,True,0.012745949,0.5805832,0.53565806
Txn1,ENSMUSG00000028367,Gene Expression,1580,True,1.9153078,1.4159732,1.2255319
AI314180,ENSMUSG00000050812,Gene Expression,327,True,0.17544116,0.5759595,0.52335876
Ugcg,ENSMUSG00000028381,Gene Expression,822,True,0.5093768,0.506366,0.2920391
Snx30,ENSMUSG00000028385,Gene Expression,37,True,0.029597554,0.8509204,1.2547677
Rgs3,ENSMUSG00000059810,Gene Expression,413,True,0.22452854,0.5155018,0.3625384
Tnfsf8,ENSMUSG00000028362,Gene Expression,200,True,0.18360257,0.98924655,1.6227217
Snapc3,ENSMUSG00000028483,Gene Expression,230,True,0.1366794,0.4751158,0.25510976
Ccdc171,ENSMUSG00000052407,Gene Expression,32,True,0.024644753,0.5846832,0.54656416
Rraga,ENSMUSG00000070934,Gene Expression,512,True,0.31324053,0.4814162,0.20634723
Haus6,ENSMUSG00000038047,Gene Expression,200,True,0.10011937,0.62818223,0.66227365
Klhl9,ENSMUSG00000070923,Gene Expression,253,True,0.15749106,0.61723745,0.63316
Tusc1,ENSMUSG00000054000,Gene Expression,20,True,0.014075706,0.6528537,0.727901
Caap1,ENSMUSG00000028578,Gene Expression,258,True,0.14494425,0.47620723,0.258013
Ift74,ENSMUSG00000028576,Gene Expression,58,True,0.037519734,0.5454559,0.44221765
Mysm1,ENSMUSG00000062627,Gene Expression,352,True,0.2260347,0.4747394,0.25410852
Jun,ENSMUSG00000052684,Gene Expression,627,True,0.57672226,1.4224932,3.5099
Nfia,ENSMUSG00000028565,Gene Expression,39,True,0.02955184,0.57841736,0.52989674
Patj,ENSMUSG00000061859,Gene Expression,68,True,0.05813621,0.5752468,0.521463
Usp1,ENSMUSG00000028560,Gene Expression,737,True,0.52236754,0.5120522,0.31156862
Itgb3bp,ENSMUSG00000028549,Gene Expression,327,True,0.20260216,0.46685117,0.23312546
E130102H24Rik,ENSMUSG00000086782,Gene Expression,39,True,0.034688815,0.6219864,0.6457924
Leprot,ENSMUSG00000035212,Gene Expression,445,True,0.24051058,0.46692196,0.23331374
Lepr,ENSMUSG00000057722,Gene Expression,23,True,0.015546903,1.2305424,2.2645802
Pde4b,ENSMUSG00000028525,Gene Expression,283,True,0.19404148,0.60174376,0.59194607
Mier1,ENSMUSG00000028522,Gene Expression,1005,True,0.6893182,0.57352537,0.3992237
Slc35d1,ENSMUSG00000028521,Gene Expression,86,True,0.046584263,0.49316198,0.30311343
Ssbp3,ENSMUSG00000061887,Gene Expression,526,True,0.32884955,0.4810123,0.20496006
Gm12802,ENSMUSG00000085304,Gene Expression,21,True,0.017382916,0.46792135,0.23597217
Tmem59,ENSMUSG00000028618,Gene Expression,1099,True,0.75933224,0.6706432,0.7550701
Hspb11,ENSMUSG00000063172,Gene Expression,418,True,0.2894579,0.5928628,0.5891182
Cpt2,ENSMUSG00000028607,Gene Expression,117,True,0.060143217,0.4654312,0.2293483
Zcchc11,ENSMUSG00000034610,Gene Expression,771,True,0.5283531,0.5641116,0.49037024
Gm17354,ENSMUSG00000091985,Gene Expression,87,True,0.05647166,0.49169013,0.29919824
Btf3l4,ENSMUSG00000028568,Gene Expression,230,True,0.13401508,0.46658725,0.2324234
Eps15,ENSMUSG00000028552,Gene Expression,403,True,0.23293813,0.5367227,0.41898707
Cdkn2c,ENSMUSG00000028551,Gene Expression,346,True,0.21287431,0.56904215,0.5049583
Bend5,ENSMUSG00000028545,Gene Expression,42,True,0.041230507,0.60569775,0.6024639
Mknk1,ENSMUSG00000028708,Gene Expression,174,True,0.10008272,0.64269036,0.700866
Faah,ENSMUSG00000034171,Gene Expression,383,True,0.24672705,0.6002019,0.58784467
Nsun4,ENSMUSG00000028706,Gene Expression,100,True,0.0656345,1.4023217,2.7215211
Mast2,ENSMUSG00000003810,Gene Expression,129,True,0.065324455,0.6147376,0.6265102
Tmem69,ENSMUSG00000055900,Gene Expression,65,True,0.039322004,0.52761674,0.39476472
Nasp,ENSMUSG00000028693,Gene Expression,790,True,0.59096014,0.6541818,0.6947543
Prdx1,ENSMUSG00000028691,Gene Expression,1599,True,1.6673455,0.9232347,0.44019234
Gm12840,ENSMUSG00000086320,Gene Expression,1164,True,1.4883102,2.1831439,2.2294705
Ipo13,ENSMUSG00000033365,Gene Expression,96,True,0.053007223,0.46874878,0.23817317
Cdc20,ENSMUSG00000006398,Gene Expression,438,True,0.41239208,1.2327753,2.786942
Slc2a1,ENSMUSG00000028645,Gene Expression,266,True,0.13804276,0.74686515,0.97797585
Ybx1,ENSMUSG00000028639,Gene Expression,1729,True,2.0549998,1.0750654,0.3342384
Hivep3,ENSMUSG00000028634,Gene Expression,72,True,0.04457094,0.5639153,0.49132064
Scmh1,ENSMUSG00000000085,Gene Expression,53,True,0.042120557,0.7325358,0.93985903
Rlf,ENSMUSG00000049878,Gene Expression,406,True,0.23931395,0.48685548,0.28633785
Ppt1,ENSMUSG00000028657,Gene Expression,560,True,0.35084724,0.58366144,0.55751556
Macf1,ENSMUSG00000028649,Gene Expression,1001,True,0.6502099,0.66329426,0.72814304
Fhl3,ENSMUSG00000032643,Gene Expression,39,True,0.022552526,0.464493,0.22685263
Mtf1,ENSMUSG00000028890,Gene Expression,251,True,0.14354087,0.5944423,0.5725239
Cdca8,ENSMUSG00000028873,Gene Expression,555,True,0.54681194,1.1182916,2.3952844
9930104L06Rik,ENSMUSG00000044730,Gene Expression,43,True,0.03391431,0.6151036,0.6274839
Csf3r,ENSMUSG00000028859,Gene Expression,8,True,0.014849224,2.2100303,4.8700643
Adprhl2,ENSMUSG00000042558,Gene Expression,347,True,0.20058613,0.49135417,0.2983046
Clspn,ENSMUSG00000042489,Gene Expression,423,True,0.26806706,0.6432928,0.7623235
Zmym4,ENSMUSG00000042446,Gene Expression,127,True,0.08011673,0.5140204,0.3585978
Zmym6,ENSMUSG00000042408,Gene Expression,25,True,0.01765362,0.54758495,0.4478811
Zscan20,ENSMUSG00000061894,Gene Expression,30,True,0.023924984,0.52026945,0.3752206
Tlr12,ENSMUSG00000062545,Gene Expression,53,True,0.044954874,0.5444766,0.4396128
Zfp362,ENSMUSG00000028799,Gene Expression,133,True,0.08976967,0.48841178,0.2904777
S100pbp,ENSMUSG00000040928,Gene Expression,186,True,0.11275072,0.65029246,0.7210879
Iqcc,ENSMUSG00000040795,Gene Expression,81,True,0.05760263,0.49818683,0.31647977
Adgrb2,ENSMUSG00000028782,Gene Expression,38,True,0.028837038,0.4752737,0.25552976
Pum1,ENSMUSG00000028580,Gene Expression,584,True,0.3656843,0.49286178,0.24565786
Snhg12,ENSMUSG00000086290,Gene Expression,430,True,0.36526623,0.74227864,1.1022972
Rpa2,ENSMUSG00000028884,Gene Expression,817,True,0.65142006,0.71535516,0.91889775
Fgr,ENSMUSG00000028874,Gene Expression,53,True,0.028993158,0.5710578,0.51031995
Gm26615,ENSMUSG00000097088,Gene Expression,44,True,0.03191233,0.5652694,0.4949226
Sytl1,ENSMUSG00000028860,Gene Expression,210,True,0.13464777,0.68097246,0.80269814
Wdtc1,ENSMUSG00000037622,Gene Expression,234,True,0.14964011,0.5808959,0.5364898
Arid1a,ENSMUSG00000007880,Gene Expression,970,True,0.6459827,0.5966003,0.4837718
Hmgn2,ENSMUSG00000003038,Gene Expression,1021,True,1.0946655,1.1383431,1.8104298
Cd52,ENSMUSG00000000682,Gene Expression,1958,True,3.6302545,2.2710888,0.850815
Pdik1l,ENSMUSG00000050890,Gene Expression,191,True,0.10628992,0.4666161,0.23250014
Stmn1,ENSMUSG00000028832,Gene Expression,941,True,1.5281162,2.1712437,2.210719
Paqr7,ENSMUSG00000037348,Gene Expression,200,True,0.1604782,0.586492,0.5513757
Selenon,ENSMUSG00000050989,Gene Expression,36,True,0.022119815,0.732569,0.9399473
Ldlrap1,ENSMUSG00000037295,Gene Expression,207,True,0.15205227,0.54936314,0.45261115
Tmem57,ENSMUSG00000028826,Gene Expression,217,True,0.14368781,0.5580456,0.475707
Rsrp1,ENSMUSG00000037266,Gene Expression,1481,True,1.1611713,0.8000361,0.6972522
Gm16225,ENSMUSG00000086884,Gene Expression,28,True,0.018358504,0.74476194,0.9723812
Rcan3,ENSMUSG00000059713,Gene Expression,108,True,0.065064706,0.9591197,1.5425829
Cnr2,ENSMUSG00000062585,Gene Expression,27,True,0.025283016,0.53532153,0.41525984
Hmgcl,ENSMUSG00000028672,Gene Expression,435,True,0.25479838,0.66536564,0.76118326
Id3,ENSMUSG00000007872,Gene Expression,401,True,0.6103933,2.036893,5.761102
Hnrnpr,ENSMUSG00000066037,Gene Expression,955,True,0.67009085,0.67975473,0.78845537
Kdm1a,ENSMUSG00000036940,Gene Expression,406,True,0.2517585,0.46473795,0.2275042
2810405F17Rik,ENSMUSG00000101493,Gene Expression,73,True,0.059105188,0.8786054,1.3284111
Pink1,ENSMUSG00000028756,Gene Expression,429,True,0.32120493,0.71371526,1.0041944
Camk2n1,ENSMUSG00000046447,Gene Expression,75,True,0.051338777,0.8300422,1.1992307
Iffo2,ENSMUSG00000041025,Gene Expression,58,True,0.039460324,0.52044976,0.3757002
Padi2,ENSMUSG00000028927,Gene Expression,226,True,0.14345996,0.47515348,0.25520998
Gm13075,ENSMUSG00000086061,Gene Expression,101,True,0.107416,3.4344711,8.127134
Spen,ENSMUSG00000040761,Gene Expression,299,True,0.17529556,0.56067556,0.48270273
Dnajc16,ENSMUSG00000040697,Gene Expression,42,True,0.025094375,0.4589181,0.2120231
Casp9,ENSMUSG00000028914,Gene Expression,60,True,0.03760771,0.71783257,0.9007478
Vps13d,ENSMUSG00000020220,Gene Expression,164,True,0.0998974,0.45580927,0.20375346
Tnfrsf1b,ENSMUSG00000028599,Gene Expression,269,True,0.14207312,0.45816702,0.21002519
Gm13166,ENSMUSG00000085525,Gene Expression,53,True,0.038778648,0.95436186,1.5299268
Srm,ENSMUSG00000006442,Gene Expression,395,True,0.2771748,0.5324864,0.3817513
Tardbp,ENSMUSG00000041459,Gene Expression,707,True,0.44253033,0.48760575,0.22760569
Casz1,ENSMUSG00000028977,Gene Expression,23,True,0.018098662,0.51574963,0.36319765
Pex14,ENSMUSG00000028975,Gene Expression,246,True,0.14420716,0.6056774,0.60240984
Kif1b,ENSMUSG00000063077,Gene Expression,280,True,0.22234724,0.70854044,0.87603027
Spsb1,ENSMUSG00000039911,Gene Expression,14,True,0.013480435,0.6591604,0.744677
Eno1,ENSMUSG00000063524,Gene Expression,1423,True,1.2865435,0.661202,0.24042761
Tnfrsf9,ENSMUSG00000028965,Gene Expression,266,True,0.14825197,0.86328155,1.2876489
Dnajc11,ENSMUSG00000039768,Gene Expression,254,True,0.15002778,0.58349067,0.543392
Phf13,ENSMUSG00000047777,Gene Expression,144,True,0.076034315,0.58289444,0.54180604
Klhl21,ENSMUSG00000073700,Gene Expression,87,True,0.057523403,0.4566217,0.20591459
Zbtb48,ENSMUSG00000028952,Gene Expression,60,True,0.039955527,0.52309364,0.38273308
Tnfrsf25,ENSMUSG00000024793,Gene Expression,123,True,0.09443746,0.80901587,1.1432997
Wrap73,ENSMUSG00000029029,Gene Expression,296,True,0.16181678,0.6024044,0.59370345
Fam213b,ENSMUSG00000029059,Gene Expression,30,True,0.023722896,0.62818176,0.6622724
Fndc10,ENSMUSG00000074738,Gene Expression,30,True,0.027037479,1.113972,1.9544972
Atad3a,ENSMUSG00000029036,Gene Expression,209,True,0.14411835,0.5161118,0.364161
Pusl1,ENSMUSG00000051557,Gene Expression,170,True,0.100450456,0.5760346,0.5235585
Tnfrsf4,ENSMUSG00000029075,Gene Expression,19,True,0.013093641,0.8786225,1.3284565
Tnfrsf18,ENSMUSG00000041954,Gene Expression,657,True,0.40353474,0.5475804,0.4335928
Isg15,ENSMUSG00000035692,Gene Expression,544,True,0.44684857,1.4599214,3.5670907
Plekhn1,ENSMUSG00000078485,Gene Expression,57,True,0.038959175,0.52310395,0.3827605
Cdk6,ENSMUSG00000040274,Gene Expression,520,True,0.31215125,0.50642866,0.29225424
Fam133b,ENSMUSG00000058503,Gene Expression,749,True,0.47556737,0.5345959,0.3889966
Rbm48,ENSMUSG00000040302,Gene Expression,257,True,0.16361807,0.51296103,0.35577986
Ankib1,ENSMUSG00000040351,Gene Expression,407,True,0.24276105,0.5397381,0.42700815
Krit1,ENSMUSG00000000600,Gene Expression,1056,True,0.7045268,0.5670806,0.37560967
Akap9,ENSMUSG00000040407,Gene Expression,535,True,0.37568173,0.75397485,1.1424687
Mterf1b,ENSMUSG00000053178,Gene Expression,34,True,0.026233377,0.7224526,0.91303724
Gm26825,ENSMUSG00000097554,Gene Expression,289,True,0.16717279,0.6708402,0.77574587
Rundc3b,ENSMUSG00000040570,Gene Expression,45,True,0.03319485,0.6585697,0.74310577
Tmem243,ENSMUSG00000079659,Gene Expression,660,True,0.42682916,0.54720384,0.4322994
Phtf2,ENSMUSG00000039987,Gene Expression,52,True,0.035386443,0.5760587,0.5236226
Rsbn1l,ENSMUSG00000039968,Gene Expression,1082,True,0.72723895,0.5696537,0.3850376
A630072M18Rik,ENSMUSG00000101013,Gene Expression,92,True,0.06874177,0.52756286,0.3946214
Fgl2,ENSMUSG00000039899,Gene Expression,146,True,0.08785095,0.94513017,1.50537
5031425E22Rik,ENSMUSG00000073147,Gene Expression,507,True,0.33093014,0.4888836,0.23199458
Kmt2e,ENSMUSG00000029004,Gene Expression,1129,True,0.7877063,0.52431697,0.21892074
Srpk2,ENSMUSG00000062604,Gene Expression,906,True,0.57703346,0.6179735,0.56208473
Pus7,ENSMUSG00000057541,Gene Expression,121,True,0.0760076,0.49941203,0.31973886
2700038G22Rik,ENSMUSG00000097180,Gene Expression,122,True,0.07296714,0.9481424,1.5133829
Klhl7,ENSMUSG00000028986,Gene Expression,40,True,0.028490823,0.5553044,0.46841523
Agap3,ENSMUSG00000023353,Gene Expression,136,True,0.07942117,0.50949234,0.34655297
Abcf2,ENSMUSG00000028953,Gene Expression,412,True,0.23700838,0.4623637,0.22118855
Chpf2,ENSMUSG00000038181,Gene Expression,165,True,0.097401075,0.7993578,1.1176087
Kmt2c,ENSMUSG00000038056,Gene Expression,421,True,0.27691847,0.50020736,0.27088678
Rbm33,ENSMUSG00000048271,Gene Expression,352,True,0.21965446,0.56467205,0.4933336
Tyms,ENSMUSG00000025747,Gene Expression,588,True,0.45227325,0.7997003,1.299516
Cenpa,ENSMUSG00000029177,Gene Expression,767,True,0.9216206,1.7542762,1.6292033
Mapre3,ENSMUSG00000029166,Gene Expression,23,True,0.019149074,0.68490505,0.81315905
Emilin1,ENSMUSG00000029163,Gene Expression,43,True,0.038211085,0.7375201,0.95311755
Khk,ENSMUSG00000029162,Gene Expression,127,True,0.08702367,0.46192425,0.22001962
Slc5a6,ENSMUSG00000006641,Gene Expression,30,True,0.024791298,0.738336,0.95528793
Mpv17,ENSMUSG00000107283,Gene Expression,228,True,0.14648205,0.46731344,0.2343551
Krtcap3,ENSMUSG00000029149,Gene Expression,70,True,0.046991423,0.4565958,0.2058457
Zfp512,ENSMUSG00000062761,Gene Expression,279,True,0.17369658,0.75374275,0.99627054
Supt7l,ENSMUSG00000053134,Gene Expression,154,True,0.098034054,0.83834857,1.221326
Fosl2,ENSMUSG00000029135,Gene Expression,109,True,0.06708235,0.48299703,0.2760742
Ywhah,ENSMUSG00000018965,Gene Expression,1301,True,1.2061921,0.7411829,0.5035997
Uvssa,ENSMUSG00000037355,Gene Expression,222,True,0.16967362,0.6316821,0.6715835
Slbp,ENSMUSG00000004642,Gene Expression,987,True,0.8272407,0.79562783,0.28738418
Tacc3,ENSMUSG00000037313,Gene Expression,452,True,0.32576644,0.62226015,0.6900855
Mxd4,ENSMUSG00000037235,Gene Expression,512,True,0.36837232,0.73371595,1.0728881
Fam193a,ENSMUSG00000037210,Gene Expression,332,True,0.2102388,0.54188496,0.43271884
Add1,ENSMUSG00000029106,Gene Expression,815,True,0.5342758,0.56170475,0.35591215
Acox3,ENSMUSG00000029098,Gene Expression,171,True,0.10442313,0.45692882,0.20673153
Afap1,ENSMUSG00000029094,Gene Expression,24,True,0.024847625,0.7019964,0.8586228
Tbc1d14,ENSMUSG00000029192,Gene Expression,218,True,0.13963482,0.667632,0.76721185
Jakmip1,ENSMUSG00000063646,Gene Expression,812,True,0.56835884,0.60599434,0.51819223
Bod1l,ENSMUSG00000061755,Gene Expression,856,True,0.59141827,0.5546638,0.33011353
Cpeb2,ENSMUSG00000039782,Gene Expression,40,True,0.026029512,0.65453905,0.732384
Tapt1,ENSMUSG00000046985,Gene Expression,178,True,0.117077135,0.6922607,0.83272535
Lap3,ENSMUSG00000039682,Gene Expression,267,True,0.15111685,0.4607934,0.21701151
Klf3,ENSMUSG00000029178,Gene Expression,995,True,0.8366701,1.0092944,0.5864531
Tlr1,ENSMUSG00000044827,Gene Expression,115,True,0.09051447,0.49440712,0.30642557
Tmem156,ENSMUSG00000037913,Gene Expression,116,True,0.06714725,0.57761747,0.527769
Lias,ENSMUSG00000029199,Gene Expression,379,True,0.22789744,0.554547,0.4664005
Rhoh,ENSMUSG00000029204,Gene Expression,1478,True,1.137489,0.8255349,0.7811544
Gm42670,ENSMUSG00000107319,Gene Expression,63,True,0.041858695,1.0958482,1.9062872
Gm43698,ENSMUSG00000107266,Gene Expression,173,True,0.1759989,0.7287906,0.9298966
Atp8a1,ENSMUSG00000037685,Gene Expression,96,True,0.06995606,0.5458674,0.4433123
Cnga1,ENSMUSG00000067220,Gene Expression,89,True,0.070305124,0.5824592,0.5406483
Nipal1,ENSMUSG00000067219,Gene Expression,133,True,0.10119856,0.62471014,0.6530377
Txk,ENSMUSG00000054892,Gene Expression,1318,True,1.0146807,0.8823214,0.4087291
Tec,ENSMUSG00000029217,Gene Expression,136,True,0.107282266,0.5681183,0.5025007
Clock,ENSMUSG00000029238,Gene Expression,179,True,0.10922566,0.5014248,0.3250929
Aasdh,ENSMUSG00000055923,Gene Expression,55,True,0.037014805,0.59906834,0.58482933
Ythdc1,ENSMUSG00000035851,Gene Expression,867,True,0.57716954,0.53431314,0.2555474
Jchain,ENSMUSG00000067149,Gene Expression,20,True,0.16861784,5.590808,13.863091
Dck,ENSMUSG00000029366,Gene Expression,439,True,0.25441274,0.45871022,0.21147014
Ankrd17,ENSMUSG00000055204,Gene Expression,681,True,0.42322186,0.6497564,0.7845231
Cxcl2,ENSMUSG00000058427,Gene Expression,4,True,0.026232874,3.5953238,8.55501
Mthfd2l,ENSMUSG00000029376,Gene Expression,77,True,0.05755509,0.5190249,0.37191004
Rchy1,ENSMUSG00000029397,Gene Expression,865,True,0.55966496,0.52691793,0.22845086
Cxcl10,ENSMUSG00000034855,Gene Expression,86,True,0.06721349,2.1118004,4.608768
Scarb2,ENSMUSG00000029426,Gene Expression,367,True,0.21269426,0.47234434,0.24773754
Mrpl1,ENSMUSG00000029486,Gene Expression,382,True,0.21547668,0.51634437,0.36477968
Antxr2,ENSMUSG00000029338,Gene Expression,86,True,0.05239875,0.6121575,0.6196472
Plac8,ENSMUSG00000029322,Gene Expression,1779,True,2.3436291,1.9579202,1.2916896
Abraxas1,ENSMUSG00000035234,Gene Expression,157,True,0.10033677,0.6724813,0.78011125
Klhl8,ENSMUSG00000029312,Gene Expression,16,True,0.014867824,0.6964322,0.8438217
Hsd17b11,ENSMUSG00000029311,Gene Expression,114,True,0.0905016,0.46873677,0.23814122
BC005561,ENSMUSG00000079065,Gene Expression,219,True,0.17412964,0.7186247,0.9028549
D930016D06Rik,ENSMUSG00000097392,Gene Expression,44,True,0.036937144,0.7468191,0.97785324
Zfp951,ENSMUSG00000072774,Gene Expression,25,True,0.018755969,0.65250856,0.72698283
Gbp8,ENSMUSG00000034438,Gene Expression,238,True,0.18528603,0.727642,0.9268413
Gbp9,ENSMUSG00000029298,Gene Expression,221,True,0.18204564,0.695228,0.8406185
Gbp4,ENSMUSG00000079363,Gene Expression,495,True,0.37559697,0.7041076,0.9711961
Gbp6,ENSMUSG00000104713,Gene Expression,65,True,0.04940304,0.5175291,0.36793104
Lrrc8b,ENSMUSG00000070639,Gene Expression,71,True,0.04163437,0.6221219,0.6461528
Zfp644,ENSMUSG00000049606,Gene Expression,720,True,0.48464876,0.53893745,0.40390792
Tgfbr3,ENSMUSG00000029287,Gene Expression,38,True,0.02613129,0.45844865,0.21077435
A830010M20Rik,ENSMUSG00000111375,Gene Expression,33,True,0.019874489,0.4642621,0.2262384
Glmn,ENSMUSG00000029276,Gene Expression,236,True,0.13302177,0.587889,0.5550918
Gfi1,ENSMUSG00000029275,Gene Expression,160,True,0.08841068,0.45963767,0.21393721
Pcgf3,ENSMUSG00000033623,Gene Expression,107,True,0.06705219,0.50558287,0.3361536
5430403G16Rik,ENSMUSG00000072763,Gene Expression,84,True,0.062418967,0.5143305,0.3594227
Zfp605,ENSMUSG00000023284,Gene Expression,33,True,0.024887323,0.72362137,0.9161463
Golga3,ENSMUSG00000029502,Gene Expression,204,True,0.12374337,1.29763,2.443036
Ankle2,ENSMUSG00000029501,Gene Expression,196,True,0.10409191,0.47938892,0.26647645
Fbrsl1,ENSMUSG00000043323,Gene Expression,190,True,0.10621405,0.7359438,0.9489245
Ulk1,ENSMUSG00000029512,Gene Expression,74,True,0.050055753,0.6839211,0.8105417
Ttc28,ENSMUSG00000033209,Gene Expression,42,True,0.034236424,0.4736964,0.2513341
Usp30,ENSMUSG00000029592,Gene Expression,91,True,0.054382864,0.516498,0.36518842
Ung,ENSMUSG00000029591,Gene Expression,266,True,0.17374328,0.47187743,0.24649553
Kctd10,ENSMUSG00000001098,Gene Expression,432,True,0.28025946,0.5086058,0.29973173
Ube3b,ENSMUSG00000029577,Gene Expression,160,True,0.097103894,0.56625843,0.49755344
Oasl2,ENSMUSG00000029561,Gene Expression,74,True,0.079870105,1.0299971,1.7311202
Gm13822,ENSMUSG00000087477,Gene Expression,19,True,0.018817281,0.7837575,1.0761112
Oasl1,ENSMUSG00000041827,Gene Expression,62,True,0.046590038,0.56964123,0.50655186
Gm13842,ENSMUSG00000084992,Gene Expression,38,True,0.028683575,0.56089693,0.4832916
BC051077,ENSMUSG00000097163,Gene Expression,35,True,0.024449315,0.49570334,0.30987358
Tesc,ENSMUSG00000029359,Gene Expression,339,True,0.23160723,0.5466711,0.4454502
2410131K14Rik,ENSMUSG00000032840,Gene Expression,89,True,0.05409252,0.61411804,0.62486225
Med13l,ENSMUSG00000018076,Gene Expression,347,True,0.21577616,0.8240152,1.1831986
Tpcn1,ENSMUSG00000032741,Gene Expression,187,True,0.13199314,0.57646984,0.52471626
Rita1,ENSMUSG00000029600,Gene Expression,41,True,0.026070138,0.47037208,0.24249123
Dtx1,ENSMUSG00000029603,Gene Expression,651,True,0.48606554,0.68995774,0.9225975
Hectd4,ENSMUSG00000042744,Gene Expression,130,True,0.079913,0.48544076,0.28257462
Naa25,ENSMUSG00000042719,Gene Expression,167,True,0.09907015,0.48106152,0.27092564
