,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Lyst,ENSMUSG00000019726,13,13778803,13590397,+,-0.0513,2.7634542,-2.44820499420166,False,,,,,,,,,,,,,,,,-1.918956995010376
Arid4b,ENSMUSG00000039219,13,14199603,14063232,+,-0.1033,1.1832082,-3.302654266357422,False,,,,,,,,,,,,,,,,-2.0129778385162354
Psma2,ENSMUSG00000015671,13,14674236,14613240,+,0.0133,7.7430964,-2.421663284301758,False,,,,,,,,,,,,,,,,-1.1016128063201904
Vps41,ENSMUSG00000041236,13,18866811,18717286,+,0.036,1.6431574,-0.8845008611679077,False,,,,,,,,,,,,,,,,-0.4547642469406128
Tcrg-C4,ENSMUSG00000076757,13,19352756,19344558,+,-0.064,0.0,0.0,False,,,,,,,,,,,,,,,,0.0
Elmo1,ENSMUSG00000041112,13,20608353,20090596,+,0.0017,8.784117,-6.262887954711914,False,,,,,,,,,,,,,,,,-5.459773063659668
Trim27,ENSMUSG00000021326,13,21194724,21179445,+,0.0868,0.11543704,-2.281834602355957,False,,,,,,,,,,,,,,,,-0.019257545471191406
Hist1h2bc,ENSMUSG00000018102,13,23692908,23684199,+,0.0396,0.25237575,-0.6163836717605591,False,,,,,,,,,,,,,,,,0.031922221183776855
Cmah,ENSMUSG00000016756,13,24477377,24327404,+,-0.1547,2.3969965,0.5971013307571411,True,0.1269753850734295,0.058089326218344554,0.12138777465556197,22.886966660448632,3.4442126750946045,0.6922330260276794,0.2009844034910202,0.3210479933500193,0.0,0.0,0.3584656390667982,2.1596894778202906,0.6053702568571115,0.5358560134106402,4.99820080642936,0.6511145532131195
Ripor2,ENSMUSG00000036006,13,24733816,24582189,+,-0.0519,14.58738,-4.655747413635254,False,,,,,,,,,,,,,,,,-3.3294177055358887
BC005537,ENSMUSG00000019132,13,24816197,24801657,+,-0.0375,0.11844362,-1.0578701496124268,False,,,,,,,,,,,,,,,,-0.056227684020996094
Tdp2,ENSMUSG00000035958,13,24842153,24831679,+,-0.0217,0.23523062,-0.27342820167541504,False,,,,,,,,,,,,,,,,-0.26256632804870605
Mboat1,ENSMUSG00000038732,13,30246717,30136489,+,-0.0428,2.6734796,-0.21332764625549316,False,,,,,,,,,,,,,,,,-0.20310842990875244
Irf4,ENSMUSG00000021356,13,30766976,30749226,+,0.0994,5.409368,-0.4402652978897095,False,,,,,,,,,,,,,,,,-0.38892698287963867
Serpinb6b,ENSMUSG00000042842,13,32979067,32965209,+,0.296,0.03520083,-0.06731796264648438,False,,,,,,,,,,,,,,,,0.2611757516860962
Serpinb9,ENSMUSG00000045827,13,33017957,33003250,+,0.2028,0.430135,0.5894871056079865,True,0.22546638139592598,0.4275692550325935,0.11949644630006134,14.462170734698102,0.5982930597662924,0.17432816326618195,0.3926289975643158,0.3449451522634426,0.0,0.0,0.35913294000869145,0.4254011372942855,0.8835146554007098,0.45288577746132747,4.765874983708132,0.619693785905838
Ripk1,ENSMUSG00000021408,13,34037147,34002363,+,0.0362,0.71529186,-0.6345709562301636,False,,,,,,,,,,,,,,,,-0.38544368743896484
Psmg4,ENSMUSG00000071451,13,34178173,34162964,+,0.0411,0.06254863,-6.56838846206665,False,,,,,,,,,,,,,,,,0.01727437973022461
Prpf4b,ENSMUSG00000021413,13,34906064,34875302,+,-0.0859,0.31435162,-0.4671975374221802,False,,,,,,,,,,,,,,,,0.2788349986076355
Cdyl,ENSMUSG00000059288,13,35874063,35659833,+,0.0209,1.796699,-1.4398119449615479,False,,,,,,,,,,,,,,,,-1.347585678100586
Fars2,ENSMUSG00000021420,13,36726280,36117412,+,0.0521,6.4387584,-4.656126022338867,False,,,,,,,,,,,,,,,,-4.393770217895508
Rreb1,ENSMUSG00000039087,13,37952005,37778400,+,-0.0358,4.5064645,-1.0195746421813965,False,,,,,,,,,,,,,,,,-1.0171668529510498
Riok1,ENSMUSG00000021428,13,38061433,38036995,+,0.0625,0.88256025,-0.8035410642623901,False,,,,,,,,,,,,,,,,-0.6503884792327881
Snrnp48,ENSMUSG00000021431,13,38227665,38204938,+,-0.0432,0.53644603,-0.594246506690979,False,,,,,,,,,,,,,,,,-0.5929497480392456
Pak1ip1,ENSMUSG00000038683,13,41013015,41001023,+,0.0523,0.30848253,-4.088049411773682,False,,,,,,,,,,,,,,,,-0.12946510314941406
Tmem14c,ENSMUSG00000021361,13,41022586,41016292,+,0.0363,0.023481337,-3.492581367492676,False,,,,,,,,,,,,,,,,0.008834660053253174
Nol7,ENSMUSG00000063200,13,43407097,43398390,+,0.1565,2.5635023,-0.5204248428344727,False,,,,,,,,,,,,,,,,-0.4581667184829712
Jarid2,ENSMUSG00000038518,13,44921643,44729474,+,-0.0472,3.6580453,-0.8886644840240479,False,,,,,,,,,,,,,,,,-0.8740731477737427
Mylip,ENSMUSG00000038175,13,45412022,45389742,+,-0.0522,1.565574,-0.8944469690322876,False,,,,,,,,,,,,,,,,-0.8755141496658325
Iars,ENSMUSG00000037851,13,49734267,49682100,+,0.0229,1.1802531,-0.9998522996902466,False,,,,,,,,,,,,,,,,-0.9560331106185913
Spin1,ENSMUSG00000021395,13,51152546,51100880,+,-0.0164,0.6344712,-0.8175097703933716,False,,,,,,,,,,,,,,,,-0.17025554180145264
Cks2,ENSMUSG00000062248,13,51650660,51645232,+,0.4337,0.20960724,0.11595839262008667,True,0.47663703543121483,0.7064424271805019,0.13858783498850255,17.840606151064442,0.27052235080412135,0.16886024177074432,0.7775922417640686,0.3168302264444502,0.0,0.0,0.4908292942162806,0.4494615794220346,2.417870019048709,0.4188623308200606,5.693174724506393,0.13714808225631714
Secisbp2,ENSMUSG00000035139,13,51684044,51651697,+,-0.0356,0.7764071,-0.8475563526153564,False,,,,,,,,,,,,,,,,-0.7799664735794067
Sfxn1,ENSMUSG00000021474,13,54108342,54071869,+,0.1172,0.22553875,-0.5588533878326416,False,,,,,,,,,,,,,,,,-0.2102893590927124
Faf2,ENSMUSG00000025873,13,54664063,54621784,+,-0.0539,1.2122889,-0.913244366645813,False,,,,,,,,,,,,,,,,-0.7525687217712402
Nsd1,ENSMUSG00000021488,13,55318325,55209782,+,-0.0493,2.5386071,-1.1107604503631592,False,,,,,,,,,,,,,,,,-1.0945124626159668
Prelid1,ENSMUSG00000021486,13,55325272,55320500,+,0.4092,0.006771643,-1.0564963817596436,False,,,,,,,,,,,,,,,,-0.22918367385864258
Grk6,ENSMUSG00000074886,13,55460927,55445072,+,-0.0246,0.31421408,-0.8229777812957764,False,,,,,,,,,,,,,,,,-0.12159109115600586
Tmed9,ENSMUSG00000058569,13,55597697,55573732,+,-0.1344,0.013809916,-10.194782257080078,False,,,,,,,,,,,,,,,,0.008316874504089355
B4galt7,ENSMUSG00000021504,13,55610443,55599896,+,-0.0605,0.16942461,-0.1990116834640503,False,,,,,,,,,,,,,,,,-0.1961730718612671
Caml,ENSMUSG00000021501,13,55632411,55623005,+,-0.0459,0.5031005,-0.573289155960083,False,,,,,,,,,,,,,,,,-0.08725512027740479
Ddx46,ENSMUSG00000021500,13,55681256,55635027,+,0.0858,0.29413095,-1.6459300518035889,False,,,,,,,,,,,,,,,,-0.21535468101501465
B230219D22Rik,ENSMUSG00000045767,13,55703500,55693124,+,-0.0647,0.85125154,-0.9876135587692261,False,,,,,,,,,,,,,,,,-0.8203736543655396
Txndc15,ENSMUSG00000021497,13,55726227,55714650,+,-0.1076,0.45116162,-1.1129717826843262,False,,,,,,,,,,,,,,,,-0.0629192590713501
Pcbd2,ENSMUSG00000021496,13,55776830,55727368,+,0.1301,0.2722918,-0.012640237808227539,False,,,,,,,,,,,,,,,,0.19093865156173706
Idnk,ENSMUSG00000050002,13,58164693,58157649,+,-0.0237,0.088901095,-2.3122940063476562,False,,,,,,,,,,,,,,,,0.04712545871734619
Naa35,ENSMUSG00000021555,13,59635922,59585259,+,-0.0415,0.96299165,-0.640760064125061,False,,,,,,,,,,,,,,,,-0.617756724357605
2010111I01Rik,ENSMUSG00000021458,13,63326096,62964893,+,0.0258,40.099674,-6.096477508544922,False,,,,,,,,,,,,,,,,-5.958967208862305
Ptdss1,ENSMUSG00000021518,13,66998401,66932830,+,-0.01,0.44278723,-0.7145267724990845,False,,,,,,,,,,,,,,,,-0.7060511112213135
Nsun2,ENSMUSG00000021595,13,69635780,69533746,+,0.0003,0.15698332,-0.9385749101638794,False,,,,,,,,,,,,,,,,0.08501070737838745
Slc12a7,ENSMUSG00000017756,13,73816754,73733094,+,-0.1204,1.4495007,0.6464807391166687,True,0.061310044770540084,0.11512279677137838,0.1406580886819559,17.810921258066603,2.879822087287903,0.21301303803920746,0.08917184919118881,0.32062953119807713,0.0,0.0,0.29090611011248324,0.44433584620249733,0.2455011233526828,0.4552320224310289,3.8181196840399036,0.647279292345047
Brd9,ENSMUSG00000057649,13,73960895,73937811,+,0.0161,0.45690742,0.10797876119613647,True,0.28298031502016224,0.9399126012883376,0.3166079986477296,15.26682593319192,0.17957099340856075,0.0729685053229332,0.19199992716312408,0.2845482128133489,0.0,0.0,0.2440202527787757,0.21287364623329666,0.4734845132856019,0.47003575705194206,2.6661762556480264,0.11456865072250366
Erap1,ENSMUSG00000021583,13,74693201,74639568,+,-0.1351,0.89150804,-2.4029245376586914,False,,,,,,,,,,,,,,,,-0.3389773368835449
Fam172a,ENSMUSG00000064138,13,78166235,77702033,+,0.0104,5.3507757,-6.061555862426758,False,,,,,,,,,,,,,,,,-3.9591574668884277
Cetn3,ENSMUSG00000021537,13,81797155,81783077,+,0.1263,0.113409296,-3.1652135848999023,False,,,,,,,,,,,,,,,,-0.056674957275390625
Tmem161b,ENSMUSG00000035762,13,84296141,84222296,+,-0.0057,2.5412023,-1.3441979885101318,False,,,,,,,,,,,,,,,,-1.3441364765167236
Ccnh,ENSMUSG00000021548,13,85223469,85189408,+,0.0491,0.4127555,-0.948652982711792,False,,,,,,,,,,,,,,,,-0.10888183116912842
Tmem167,ENSMUSG00000012422,13,90143907,90089123,+,0.1376,0.7837623,-0.0792914628982544,False,,,,,,,,,,,,,,,,0.13617128133773804
Rps23,ENSMUSG00000049517,13,90924950,90922958,+,-0.0972,0.0036924593,-1.0714101791381836,False,,,,,,,,,,,,,,,,-0.60910964012146
Ssbp2,ENSMUSG00000003992,13,91703429,91460283,+,-0.0853,2.6606903,0.5396008491516113,True,0.047994731599397815,0.053324700661706435,0.08201665971395637,24.69026931363958,5.329856336116791,0.3819051682949066,0.11106359958648682,0.48984238524057866,0.0,0.0,0.292941894273414,0.8276561792957751,0.2752502539339636,0.2280171674947899,5.453656357712089,0.6098021864891052
Arsb,ENSMUSG00000042082,13,93943016,93771630,+,0.1537,1.8942354,0.7133179605007172,True,0.17972494436107503,0.1647452584889151,0.22198640869830574,15.717772264106502,0.7210468393564224,0.32543087005615234,0.2132539451122284,0.4068216696064265,0.0,0.0,0.3106605474462778,0.8473700035633664,0.5215314003510465,0.3154956721474651,3.788228021291371,0.7351357638835907
Ap3b1,ENSMUSG00000021686,13,94566317,94358960,+,-0.0126,2.4564562,-1.2633342742919922,False,,,,,,,,,,,,,,,,-1.2494356632232666
Tbca,ENSMUSG00000042043,13,94842922,94788910,+,0.0619,0.19896139,-3.7006077766418457,False,,,,,,,,,,,,,,,,-0.23669803142547607
Col4a3bp,ENSMUSG00000021669,13,96640167,96542618,+,0.0044,2.8508005,-1.6180081367492676,False,,,,,,,,,,,,,,,,-1.5428318977355957
Ankra2,ENSMUSG00000021661,13,98274754,98263074,+,0.0102,0.6444604,-0.003278493881225586,False,,,,,,,,,,,,,,,,0.0399743914604187
Smn1,ENSMUSG00000021645,13,100137690,100124852,+,0.143,0.31966028,-0.6216146945953369,False,,,,,,,,,,,,,,,,-0.19464480876922607
Ccdc125,ENSMUSG00000048924,13,100697240,100669717,+,-0.0166,1.1783885,-0.8545346260070801,False,,,,,,,,,,,,,,,,-0.8483941555023193
Cenpk,ENSMUSG00000021714,13,104252392,104228611,+,0.1074,4.1047087,0.6315123438835144,True,0.019288319800084955,0.0441281027711494,0.12316050446954219,26.37531493141386,5.356819851994514,0.14266453683376312,0.03625324368476868,0.3340679914851682,0.0,0.0,0.00817448266717958,0.38993038760929877,0.08814786262970803,0.47200364257447713,5.853765712406702,0.636918842792511
Adamts6,ENSMUSG00000046169,13,104496695,104287835,+,-0.0078,6.7808957,-2.5039007663726807,False,,,,,,,,,,,,,,,,-2.498063325881958
Smim15,ENSMUSG00000071180,13,108049172,108044446,+,0.0239,0.20192534,-1.1212937831878662,False,,,,,,,,,,,,,,,,-0.17220079898834229
Pde4d,ENSMUSG00000021699,13,109953461,108449948,+,-0.0131,5.871952,-3.537905693054199,False,,,,,,,,,,,,,,,,-3.0775914192199707
Il6st,ENSMUSG00000021756,13,112510086,112464070,+,-0.1479,1.0381423,0.04883641004562378,True,0.0654416051035297,0.26355260298106153,0.15386548416483262,9.558830490466944,2.10051743388176,0.11072399467229843,0.07116217911243439,0.2552330327749062,0.0,0.0,0.2565755893300999,0.2690173099737157,0.20615445875466384,0.6918922829142347,2.560527633966316,0.050078749656677246
Slc38a9,ENSMUSG00000047789,13,112738749,112660751,+,-0.0593,1.4038744,-1.6169090270996094,False,,,,,,,,,,,,,,,,-1.6160593032836914
Esm1,ENSMUSG00000042379,13,113218098,113209659,+,0.0039,0.6097175,0.28894126415252686,True,0.22509241853022616,0.6462473375676608,0.3774664090273948,6.7072599273371445,0.846610530068477,0.10107047110795975,0.14136876165866852,0.2563419543773084,0.0,0.0,0.3938742397502736,0.2560491766900773,0.36529857999291915,0.7658996830382908,2.061299510068274,0.54935422539711
Arl15,ENSMUSG00000042348,13,114157461,113794505,+,-0.0124,42.33277,-3.054295063018799,False,,,,,,,,,,,,,,,,-2.9730215072631836
Mocs2,ENSMUSG00000015536,13,114832275,114818236,+,0.041,2.064226,-0.6672836542129517,False,,,,,,,,,,,,,,,,-0.48945415019989014
Emb,ENSMUSG00000021728,13,117274415,117208536,+,-0.1816,0.57710564,0.40535664558410645,True,0.5583127998295976,0.44101294459793644,0.2279605620434907,10.842076348908863,1.434386510699988,0.4441174566745758,0.5364199280738831,0.3252561530586401,0.0,0.0,0.4328719658315787,1.1518382108418672,1.5048900010256934,0.5228945882007153,2.4648938617078353,0.4074660539627075
Paip1,ENSMUSG00000025451,13,119458218,119428601,+,-0.0442,1.055994,-0.09790408611297607,False,,,,,,,,,,,,,,,,-0.08306431770324707
Pdhb,ENSMUSG00000021748,14,8173025,8165996,-,0.0224,0.16709913,-1.1278254985809326,False,,,,,,,,,,,,,,,,-0.07274317741394043
Thoc7,ENSMUSG00000053453,14,13961852,13949012,-,0.0694,0.259133,-0.11300718784332275,False,,,,,,,,,,,,,,,,0.17566674947738647
Psmd6,ENSMUSG00000021737,14,14120984,14112174,-,0.1856,0.08593434,-1.0112662315368652,False,,,,,,,,,,,,,,,,-0.037511348724365234
1700062C10Rik,ENSMUSG00000114390,14,16037271,15999768,-,-0.1029,1.3055539,0.43896472454071045,True,0.08576955876450397,0.270731973596081,0.22258798618751002,7.077219381841874,1.8279918968677515,0.105531707406044,0.07072041183710098,0.251854323355764,0.0,0.0,0.12656901440349533,0.3163281722154713,0.19035770381190653,0.6553069184342342,2.1216585097760254,0.43898141384124756
Rpl15,ENSMUSG00000012405,14,18271391,18267823,-,0.073,0.014674307,-3.1091842651367188,False,,,,,,,,,,,,,,,,-0.02953815460205078
Ube2e1,ENSMUSG00000021774,14,18331859,18282722,-,0.0502,0.57623386,-2.139359474182129,False,,,,,,,,,,,,,,,,-0.2851158380508423
Rtraf,ENSMUSG00000021807,14,19823824,19811351,-,0.1379,0.02194037,-9.415230751037598,False,,,,,,,,,,,,,,,,0.006929874420166016
Gng2,ENSMUSG00000043004,14,19977627,19872559,-,0.2586,0.33791274,0.1496785283088684,True,0.7442478882025726,1.4490264844052771,0.38007000807003416,10.452310622944884,0.16807239755988124,0.19333390891551971,0.5435174107551575,0.37628952598541276,0.0,0.0,0.4034991978608191,0.43188359069339943,1.3946222241903687,0.2970844151915933,1.8477354670690809,0.5776594877243042
Saysd1,ENSMUSG00000045107,14,20138534,20075636,-,-0.0487,0.47855145,-0.1696699857711792,False,,,,,,,,,,,,,,,,-0.020194530487060547
Ecd,ENSMUSG00000021810,14,20348121,20319852,-,0.0169,0.6529929,-0.4377932548522949,False,,,,,,,,,,,,,,,,-0.3000485897064209
Gm30054,ENSMUSG00000114937,14,20378876,20364567,-,0.0027,0.8524033,0.06372755765914917,True,0.17072861667830116,0.27924396095348925,0.21374908975858034,16.363171982772162,1.185765092074871,0.1905508041381836,0.1968557983636856,0.3003252505948767,0.0,0.0,0.40267325349668925,0.5631169678437983,0.5282718871944937,0.6051499930067143,3.523419382156315,0.12643945217132568
Dnajc9,ENSMUSG00000021811,14,20388910,20384638,-,0.222,0.020312786,-1.7771143913269043,False,,,,,,,,,,,,,,,,-0.043044328689575195
Mrps16,ENSMUSG00000049960,14,20393634,20389304,-,0.2058,0.04509986,-4.436707496643066,False,,,,,,,,,,,,,,,,0.0925857424736023
Ppp3cb,ENSMUSG00000021816,14,20546573,20499364,-,0.0512,0.6164784,-0.9670190811157227,False,,,,,,,,,,,,,,,,-0.8781683444976807
Camk2g,ENSMUSG00000021820,14,20794088,20734875,-,-0.0245,1.4152459,-0.6467305421829224,False,,,,,,,,,,,,,,,,-0.6379605531692505
Ap3m1,ENSMUSG00000021824,14,21052508,21031442,-,-0.0134,0.6600146,-0.4607642889022827,False,,,,,,,,,,,,,,,,-0.1785656213760376
Slmap,ENSMUSG00000021870,14,26534931,26413168,-,-0.0372,1.9167873,-1.334589958190918,False,,,,,,,,,,,,,,,,-0.9939016103744507
Appl1,ENSMUSG00000040760,14,26971232,26918988,-,0.0088,0.84284025,-0.6036864519119263,False,,,,,,,,,,,,,,,,-0.35605013370513916
Gnl3,ENSMUSG00000042354,14,31019152,31012433,-,-0.0654,0.4856718,0.3989616632461548,True,0.14049215572608514,0.5373990635432241,0.2704162133640444,11.68891105778306,0.7833020985126495,0.08320774883031845,0.1408686637878418,0.20954305687717564,0.0,0.0,0.34888421137591136,0.2529027246480663,0.4266365144305445,0.7476293152464485,2.968661977723245,0.4171687960624695
Smim4,ENSMUSG00000058351,14,31128956,31088132,-,0.0185,0.62458,-0.7709916830062866,False,,,,,,,,,,,,,,,,-0.6883406639099121
Phf7,ENSMUSG00000021902,14,31251317,31237689,-,-0.0065,0.7950757,-0.6324783563613892,False,,,,,,,,,,,,,,,,-0.20266926288604736
Ankrd28,ENSMUSG00000014496,14,31830651,31698768,-,0.0152,3.1360502,-1.1886441707611084,False,,,,,,,,,,,,,,,,-1.1545257568359375
Dph3,ENSMUSG00000021905,14,32085729,32080566,-,0.0614,5.244475,-1.6933531761169434,False,,,,,,,,,,,,,,,,-1.6352393627166748
Timm23,ENSMUSG00000013701,14,32201898,32180162,-,0.0351,2.2804253,-2.2388973236083984,False,,,,,,,,,,,,,,,,-1.8045170307159424
Ccser2,ENSMUSG00000058690,14,36968777,36874936,-,-0.0211,0.87606245,-0.9954109191894531,False,,,,,,,,,,,,,,,,-0.9596103429794312
Ghitm,ENSMUSG00000041028,14,37135272,37120092,-,0.1182,0.19402766,-2.8713743686676025,False,,,,,,,,,,,,,,,,0.015601038932800293
Tspan14,ENSMUSG00000037824,14,40966807,40906445,-,-0.0514,1.400784,-0.8897186517715454,False,,,,,,,,,,,,,,,,-0.8678054809570312
Ddhd1,ENSMUSG00000037697,14,45658143,45588467,-,-0.0636,2.2368693,-0.9622217416763306,False,,,,,,,,,,,,,,,,-0.5843400955200195
Cnih1,ENSMUSG00000015759,14,46788411,46775567,-,0.0701,0.20770234,-1.1518685817718506,False,,,,,,,,,,,,,,,,-0.28468573093414307
Gmfb,ENSMUSG00000062014,14,46822242,46808149,-,-0.0091,0.4604842,-1.2730672359466553,False,,,,,,,,,,,,,,,,-0.22326898574829102
Gch1,ENSMUSG00000037580,14,47189413,47153895,-,0.0229,3.3490055,-0.6699526309967041,False,,,,,,,,,,,,,,,,-0.4718667268753052
Wdhd1,ENSMUSG00000037572,14,47276857,47240944,-,0.0918,0.9141309,0.5134128630161285,True,0.06329736781395952,0.2755915552839359,0.22852554476940037,7.899697676701981,2.5869121670722963,0.09284509718418121,0.05921902135014534,0.2995141798017603,0.0,0.0,0.1646929955421501,0.2330981706420927,0.14330291382743626,0.6033904272589046,2.1986695426095797,0.547252893447876
Dlgap5,ENSMUSG00000037544,14,47418407,47387779,-,0.2679,0.15032871,0.43858784437179565,True,0.6325005243144628,4.522342206405071,0.5916953309314817,4.581915529196645,0.07532623797655107,0.03420395404100418,0.214551642537117,0.2460333740378603,0.0,0.0,0.3894479077808163,0.09920345635921467,0.46037382003048366,0.4590765884722603,1.3209999872107747,0.45239418745040894
Exoc5,ENSMUSG00000061244,14,49066653,49004090,-,-0.0229,0.87914526,-0.7485047578811646,False,,,,,,,,,,,,,,,,-0.618165135383606
Ttc5,ENSMUSG00000006288,14,50785519,50765415,-,0.0166,0.38845932,-0.24025774002075195,False,,,,,,,,,,,,,,,,-0.19794833660125732
Ccnb1ip1,ENSMUSG00000071470,14,50807732,50789248,-,0.0065,2.466425,-0.12747514247894287,False,,,,,,,,,,,,,,,,0.38105130195617676
Tmem55b,ENSMUSG00000035953,14,50930856,50926068,-,-0.0343,0.813267,-0.5749466419219971,False,,,,,,,,,,,,,,,,-0.29627668857574463
Hnrnpc,ENSMUSG00000060373,14,52104028,52073377,-,0.205,0.26762438,-0.932145357131958,False,,,,,,,,,,,,,,,,-0.7231148481369019
Supt16,ENSMUSG00000035726,14,52197416,52160414,-,0.1772,0.4234004,-0.7136754989624023,False,,,,,,,,,,,,,,,,-0.09999632835388184
Chd8,ENSMUSG00000053754,14,52257780,52198151,-,-0.0685,0.73666114,-0.39842259883880615,False,,,,,,,,,,,,,,,,-0.3976597785949707
Dad1,ENSMUSG00000022174,14,54254104,54235479,-,-0.132,0.050891347,-1.6877355575561523,False,,,,,,,,,,,,,,,,-0.08284437656402588
Prmt5,ENSMUSG00000023110,14,54517525,54507187,-,0.0197,0.39525077,-3.6078996658325195,False,,,,,,,,,,,,,,,,0.0034224390983581543
Haus4,ENSMUSG00000022177,14,54554616,54541785,-,0.2507,0.18400861,-0.18196070194244385,False,,,,,,,,,,,,,,,,-0.135583758354187
Psmb5,ENSMUSG00000022193,14,54618022,54614119,-,0.3148,0.040440984,-2.5770280361175537,False,,,,,,,,,,,,,,,,-0.008333086967468262
Acin1,ENSMUSG00000022185,14,54686931,54642161,-,0.0707,0.6018606,-0.7956502437591553,False,,,,,,,,,,,,,,,,-0.37794530391693115
Psme2,ENSMUSG00000079197,14,55591113,55587441,-,0.1015,0.0449601,-3.78755521774292,False,,,,,,,,,,,,,,,,0.03449583053588867
Mdp1,ENSMUSG00000002329,14,55660508,55657879,-,-0.0141,0.15384011,-3.6914305686950684,False,,,,,,,,,,,,,,,,-0.10952520370483398
Nedd8,ENSMUSG00000010376,14,55672124,55662263,-,0.0429,7.7237973,-0.16596925258636475,False,,,,,,,,,,,,,,,,-0.09209823608398438
Gzmb,ENSMUSG00000015437,14,56262260,56258838,-,0.1923,0.0021301557,-2.9234395027160645,False,,,,,,,,,,,,,,,,0.12337571382522583
Pspc1,ENSMUSG00000021938,14,56778316,56720710,-,0.0499,0.7341433,-1.5856151580810547,False,,,,,,,,,,,,,,,,-1.3319458961486816
Zmym5,ENSMUSG00000040123,14,56811716,56790585,-,-0.0667,0.7582131,-1.4321842193603516,False,,,,,,,,,,,,,,,,-0.19228732585906982
Eef1akmt1,ENSMUSG00000021951,14,57571612,57549597,-,0.0377,0.3205959,-7.0486555099487305,False,,,,,,,,,,,,,,,,-0.08660483360290527
Xpo4,ENSMUSG00000021952,14,57665430,57577521,-,-0.0122,1.6562272,-0.561565637588501,False,,,,,,,,,,,,,,,,-0.4411836862564087
Ska3,ENSMUSG00000021965,14,57826185,57806561,-,0.2441,0.7014351,0.6674942672252655,True,0.1375732548188817,0.798487912796164,0.4846468413134553,6.50566444456919,0.3782565951347351,0.05679868906736374,0.06757161766290665,0.2972340370032529,0.0,0.0,0.1870963743519639,0.1380318149047903,0.18238755095557407,0.5926792309756529,1.489901846808307,0.7361581027507782
Zdhhc20,ENSMUSG00000021969,14,57890276,57832703,-,-0.1707,1.2275283,-0.006006956100463867,False,,,,,,,,,,,,,,,,0.10160970687866211
Micu2,ENSMUSG00000021973,14,57999262,57916261,-,0.0472,1.003336,-1.1950433254241943,False,,,,,,,,,,,,,,,,-1.1790213584899902
Phf11b,ENSMUSG00000091649,14,59341351,59320964,-,0.1204,0.17797686,-1.401214838027954,False,,,,,,,,,,,,,,,,-0.82932448387146
Phf11c,ENSMUSG00000091144,14,59395381,59380833,-,-0.0061,0.4884967,-0.044788360595703125,False,,,,,,,,,,,,,,,,0.057305753231048584
Setdb2,ENSMUSG00000071350,14,59440884,59402009,-,0.0454,2.3097148,-0.6346317529678345,False,,,,,,,,,,,,,,,,-0.6151158809661865
Kpna3,ENSMUSG00000021929,14,61439874,61365211,-,0.0715,0.95963186,0.13753366470336914,True,0.04822402429299629,0.1731626621479945,0.12627001998439638,20.607330784360336,1.7770403948426245,0.1021023616194725,0.07742251455783844,0.23323167959964505,0.0,0.0,0.1991644229264692,0.2644420365715694,0.20365467897198836,0.9559079383158382,4.170498033944001,0.1421208381652832
Msra,ENSMUSG00000054733,14,64455903,64122625,-,0.0599,1.3415647,-1.324958324432373,False,,,,,,,,,,,,,,,,-1.3120396137237549
Hmbox1,ENSMUSG00000021972,14,64949871,64811600,-,-0.0652,2.24823,-1.2825181484222412,False,,,,,,,,,,,,,,,,-1.282503366470337
Extl3,ENSMUSG00000021978,14,65149855,65052060,-,-0.0438,1.0344437,-0.6514942646026611,False,,,,,,,,,,,,,,,,-0.5011311769485474
Esco2,ENSMUSG00000022034,14,65833994,65819038,-,0.126,2.2569125,0.8693702816963196,True,0.3092107120119129,0.3716952886972087,0.6048812482128685,4.6800614541240195,0.9868249297142029,0.2308359444141388,0.10526301711797714,0.3993575657521205,0.0,0.0,0.20756839369189461,0.4977766042790016,0.23892830596466003,0.32510011317724985,1.2268327053972123,0.8724350780248642
Ptk2b,ENSMUSG00000059456,14,66281052,66153257,-,0.0035,1.6577212,-1.7543952465057373,False,,,,,,,,,,,,,,,,-1.737213134765625
Dpysl2,ENSMUSG00000022048,14,66868688,66802864,-,0.0947,0.19423923,-0.38337254524230957,False,,,,,,,,,,,,,,,,-0.3101322650909424
Bnip3l,ENSMUSG00000022051,14,67008877,66985239,-,-0.0273,0.24268578,-0.6990617513656616,False,,,,,,,,,,,,,,,,-0.4250892400741577
Ppp2r2a,ENSMUSG00000022052,14,67072444,67014056,-,0.0129,2.7594852,-2.2148547172546387,False,,,,,,,,,,,,,,,,-1.824718713760376
Cdca2,ENSMUSG00000048922,14,67715841,67676331,-,0.1032,0.45172217,0.6830877959728241,True,0.22807366743242577,0.9442253236689471,0.40938454408705827,11.297246748419076,0.6807378821074961,0.08133484423160553,0.18818165361881256,0.3961281128399089,0.0,0.0,0.40223376616754897,0.202983382873678,0.4304392266665297,0.31679786267152904,2.205299122133639,0.68309286236763
Dock5,ENSMUSG00000044447,14,67933442,67752135,-,0.0342,5.3443117,0.20779216289520264,False,0.02245293789050496,0.026512253638445886,0.07359584960538776,25.90847987704685,6.922888674206202,0.28078344464302063,0.05248409882187843,0.3294680059058864,0.0,0.0,0.01664796008158087,0.7418026343643699,0.14028386468196224,0.4128216824219898,7.525210373155529,0.2647573947906494
