,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm,mean,std
Mier1,ENSMUSG00000028522,Gene Expression,1005,True,0.6893180366190261,0.5735256940642808,0.39922392,8.230292519857717e-10,0.5545515468770955
Slc35d1,ENSMUSG00000028521,Gene Expression,86,True,0.04658426344735686,0.493162159433736,0.3031139,-5.109223426632321e-11,0.15379587525072905
Ssbp3,ENSMUSG00000061887,Gene Expression,526,True,0.32884973610943014,0.4810112476469898,0.20495778,-4.026290200335253e-11,0.3985563686360351
Gm12802,ENSMUSG00000085304,Gene Expression,21,True,0.01738291740850422,0.467921350069236,0.23597217,-4.175649079803509e-11,0.09800291256262077
Tmem59,ENSMUSG00000028618,Gene Expression,1099,True,0.7593319391067819,0.6706449413482904,0.7550755,3.8249756903184906e-11,0.5676341103352414
Hspb11,ENSMUSG00000063172,Gene Expression,418,True,0.2894579420218239,0.5928626203419535,0.5891189,-7.552765065456474e-11,0.38404176538801976
Cpt2,ENSMUSG00000028607,Gene Expression,117,True,0.060143225668200406,0.4654310223211849,0.22934778,7.885975288932496e-11,0.17290634986777093
Coa7,ENSMUSG00000048351,Gene Expression,213,True,0.11380932758996573,0.4420081027195249,0.1670417,-1.3550549088024851e-10,0.23284834780896502
Zcchc11,ENSMUSG00000034610,Gene Expression,771,True,0.5283532750346138,0.5641108581553668,0.49036905,1.255091841759679e-10,0.5067822890330297
Gm17354,ENSMUSG00000091985,Gene Expression,87,True,0.0564716568860788,0.49169025314990933,0.29919857,-1.6690881897294956e-11,0.17395252108851147
Btf3l4,ENSMUSG00000028568,Gene Expression,230,True,0.13401509068163786,0.4665870061398504,0.23242274,1.5549810428880977e-10,0.25573490673571053
A730015C16Rik,ENSMUSG00000090551,Gene Expression,11,True,0.00676139620721418,0.5506797609366071,0.45611343,5.6923413177153575e-12,0.058634911198229556
Eps15,ENSMUSG00000028552,Gene Expression,403,True,0.23293811836655212,0.5367227232116919,0.41898707,4.109592756204258e-11,0.3362741783510168
Rnf11,ENSMUSG00000028557,Gene Expression,175,True,0.09841748102264254,0.4325985029218894,0.14201173,-3.109962085776195e-11,0.22052480834808555
Cdkn2c,ENSMUSG00000028551,Gene Expression,346,True,0.21287433218704696,0.5690421753488212,0.50495833,-1.5161065168158954e-10,0.315241303453953
Bend5,ENSMUSG00000028545,Gene Expression,42,True,0.04123049913227576,0.6056980139476601,0.60246456,-4.316330609702076e-11,0.15363827828786888
Mknk1,ENSMUSG00000028708,Gene Expression,174,True,0.10008272254758385,0.6426898626510104,0.7008646,-1.4661249832944922e-10,0.22135667801368467
Faah,ENSMUSG00000034171,Gene Expression,383,True,0.24672707085091697,0.6002022009976139,0.58784544,6.21992417155239e-11,0.3597045899937991
Nsun4,ENSMUSG00000028706,Gene Expression,100,True,0.06563450568266908,1.4023213825060954,2.7215202,-3.554242383744223e-11,0.18430475150273523
Lrrc41,ENSMUSG00000028703,Gene Expression,215,True,0.11777186614246594,0.4268261515199079,0.126657,-1.1551287747168726e-10,0.2395796251134211
Mast2,ENSMUSG00000003810,Gene Expression,129,True,0.06532445009962513,0.6147377976364382,0.6265108,1.5549810428880977e-10,0.17620791880558656
Tmem69,ENSMUSG00000055900,Gene Expression,65,True,0.03932200089734858,0.5276167424580376,0.39476472,-1.7771211918721118e-10,0.14357747116104966
Gpbp1l1,ENSMUSG00000034042,Gene Expression,439,True,0.2796410380302415,0.4545832151298691,0.11418891,-8.885605959360559e-11,0.37250973779990254
Ccdc17,ENSMUSG00000034035,Gene Expression,13,True,0.010484553189451682,0.4900014108778087,0.29470617,3.839076383369234e-11,0.07638889756646385
Nasp,ENSMUSG00000028693,Gene Expression,790,True,0.5909598055182538,0.6541838501237066,0.6947609,5.9637688122552e-10,0.493731550068642
Prdx1,ENSMUSG00000028691,Gene Expression,1599,True,1.6673458531618282,0.9232326969208443,0.4401891,1.9194297248149955e-10,0.6453846060659578
Tctex1d4,ENSMUSG00000047671,Gene Expression,16,True,0.011691541493787755,0.4323863289768561,0.14144734,7.587474463735227e-11,0.07971502610956265
Gm12840,ENSMUSG00000086320,Gene Expression,1164,True,1.488310294876558,2.183143643630398,2.2294707,-5.377527075327075e-10,0.966628285650064
Ipo13,ENSMUSG00000033365,Gene Expression,96,True,0.05300721612184255,0.4687490737930529,0.23817395,1.1218077523692705e-10,0.16157427336542765
9530034E10Rik,ENSMUSG00000086554,Gene Expression,30,True,0.02040914054784231,0.4520758841706874,0.19382247,7.769481870959434e-11,0.10532434969717157
Cdc20,ENSMUSG00000006398,Gene Expression,438,True,0.41239207926186916,1.2327753935037966,2.7869427,-4.869988898996022e-10,0.4314819422353343
Slc2a1,ENSMUSG00000028645,Gene Expression,266,True,0.13804275777283243,0.7468652793686718,0.97797614,2.4768626611717556e-10,0.2586550757400846
Ybx1,ENSMUSG00000028639,Gene Expression,1729,True,2.0550007766161684,1.0750588408741804,0.33422515,-3.479443630453512e-10,0.5890748251603886
Hivep3,ENSMUSG00000028634,Gene Expression,72,True,0.044570939968408475,0.563915581179676,0.49132133,-2.3324715643321466e-11,0.15300081659952183
Scmh1,ENSMUSG00000000085,Gene Expression,53,True,0.042120558277364,0.7325357764242422,0.939859,-1.1044357663225485e-10,0.1537320942127242
Rlf,ENSMUSG00000049878,Gene Expression,406,True,0.23931397492082918,0.4868557930757512,0.2863387,8.885605959360559e-11,0.34479623930352854
Ppt1,ENSMUSG00000028657,Gene Expression,560,True,0.3508473002764213,0.5836606577797752,0.55751413,-1.3328408939040837e-11,0.418086296815187
Ppie,ENSMUSG00000028651,Gene Expression,525,True,0.33224685719052005,0.466000296185943,0.15340164,-2.8374933092879907e-10,0.4030641564146923
Macf1,ENSMUSG00000028649,Gene Expression,1001,True,0.6502097573792242,0.663294012965176,0.7281412,-7.189010571495152e-10,0.539802473587625
Pou3f1,ENSMUSG00000090125,Gene Expression,5,True,0.0033519303062540767,0.5238149843229623,0.38465187,-1.1468337708625988e-11,0.04349252748195693
Fhl3,ENSMUSG00000032643,Gene Expression,39,True,0.022552525990961105,0.4644930222709187,0.22685266,-1.049612203949466e-10,0.10863932643373964
Mtf1,ENSMUSG00000028890,Gene Expression,251,True,0.14354086407991756,0.594442420638183,0.5725242,-1.7771211918721116e-11,0.26525778713680453
Cdca8,ENSMUSG00000028873,Gene Expression,555,True,0.546812191109765,1.1182910525192427,2.3952816,8.755445715815238e-11,0.4680080283402838
9930104L06Rik,ENSMUSG00000044730,Gene Expression,43,True,0.0339143066737675,0.6151037182723356,0.6274842,1.203461611820035e-10,0.13670279785781175
Gnl2,ENSMUSG00000028869,Gene Expression,359,True,0.2293681333248426,0.43253685310614826,0.14184773,-1.4216969534976892e-10,0.3410498668746855
Zc3h12a,ENSMUSG00000042677,Gene Expression,175,True,0.10389620607772163,0.43466480244791444,0.14750817,-7.552765065456474e-11,0.2307440240868316
Csf3r,ENSMUSG00000028859,Gene Expression,8,True,0.014849224532613696,2.210030389947312,4.8700643,5.534522022416656e-11,0.08990136906704096
Eva1b,ENSMUSG00000050212,Gene Expression,787,True,0.549754568176697,0.5107971459067642,0.16938223,4.943659596842673e-10,0.5079018244499792
Sh3d21,ENSMUSG00000073758,Gene Expression,5,True,0.003359308601833574,0.48473524689849573,0.2806979,1.4832030919163343e-11,0.043349006942112064
Adprhl2,ENSMUSG00000042558,Gene Expression,347,True,0.20058609152817514,0.4913546048985268,0.29830572,-1.3550549088024851e-10,0.3111743600371846
Clspn,ENSMUSG00000042489,Gene Expression,423,True,0.2680671567512436,0.6432925550958097,0.762324,-1.1188899935764628e-10,0.31633462926235884
Zmym4,ENSMUSG00000042446,Gene Expression,127,True,0.08011672883381733,0.5140204003300953,0.35859782,-2.7767518623001745e-11,0.20796892863343977
Zmym6,ENSMUSG00000042408,Gene Expression,25,True,0.017653620936513417,0.5475850508175476,0.44788137,-6.772345938532657e-11,0.09931602129761095
Zscan20,ENSMUSG00000061894,Gene Expression,30,True,0.02392498577589613,0.5202693768885492,0.3752204,4.78582945485701e-12,0.11503353314562591
Tlr12,ENSMUSG00000062545,Gene Expression,53,True,0.04495487701745559,0.5444766599369519,0.4396129,-4.8293789030098813e-11,0.15913182176038407
Zfp362,ENSMUSG00000028799,Gene Expression,133,True,0.08976968039492578,0.48841172366751207,0.2904775,-2.5046301797947574e-10,0.2192005619700218
Trim62,ENSMUSG00000041000,Gene Expression,15,True,0.009695268932713113,0.43829979808907854,0.15717743,1.8730059046171646e-11,0.0723023829366774
S100pbp,ENSMUSG00000040928,Gene Expression,186,True,0.11275070149370908,0.6502926884942395,0.7210885,2.8433939069953785e-10,0.24147633641034819
Gm12976,ENSMUSG00000087575,Gene Expression,13,True,0.00606068426384918,0.4618166190487678,0.2197333,3.089136446808944e-11,0.05481935124989562
Dcdc2b,ENSMUSG00000078552,Gene Expression,9,True,0.008089673568534576,0.5826561105926071,0.541172,-4.289512176188259e-11,0.06845081563048366
Iqcc,ENSMUSG00000040795,Gene Expression,81,True,0.05760263757470117,0.4981864813316547,0.31647885,1.2806032494945618e-10,0.17649891780224022
Adgrb2,ENSMUSG00000028782,Gene Expression,38,True,0.028837037012990813,0.475273820266517,0.2555301,-5.7455443172645073e-11,0.12614329124410428
Fabp3,ENSMUSG00000028773,Gene Expression,7,True,0.00668708352195186,0.5423961291884515,0.43407857,-3.992665470752712e-11,0.061861006582011616
Pum1,ENSMUSG00000028580,Gene Expression,584,True,0.36568463156732023,0.4928600492831912,0.2456533,2.7767518623001744e-10,0.4204296294678087
Sdc3,ENSMUSG00000025743,Gene Expression,17,True,0.009740341962153946,0.47179944617505926,0.24628808,-6.914112137127434e-11,0.07251897634119081
Snhg12,ENSMUSG00000086290,Gene Expression,430,True,0.36526623882377324,0.7422785805825514,1.1022981,1.2642898323035482e-10,0.4407983560676913
Ptafr,ENSMUSG00000056529,Gene Expression,3,True,0.0025637216853849456,0.5703682341670413,0.5084857,-1.9576642963564335e-11,0.037842656942874496
Rpa2,ENSMUSG00000028884,Gene Expression,817,True,0.6514199312493648,0.715355529631215,0.91889817,5.48616749193957e-10,0.510336519929527
Fgr,ENSMUSG00000028874,Gene Expression,53,True,0.028993154290849178,0.5710580093657469,0.51032054,6.442064320536405e-11,0.12205536722442077
Ahdc1,ENSMUSG00000037692,Gene Expression,201,True,0.11370104896209512,0.45325379188716713,0.19695577,-2.421327623925752e-10,0.23960065977093972
Gm26615,ENSMUSG00000097088,Gene Expression,44,True,0.03191233368736905,0.5652693703429282,0.4949225,-3.453585128735842e-11,0.13342769385303338
Sytl1,ENSMUSG00000028860,Gene Expression,210,True,0.13464779993167583,0.6809721557727332,0.80269736,-1.1995568045136755e-10,0.26479713047257625
Wdtc1,ENSMUSG00000037622,Gene Expression,234,True,0.1496401033017907,0.5808961118134921,0.5364903,9.329886257328587e-11,0.2766025148677137
Trnp1,ENSMUSG00000056596,Gene Expression,7,True,0.0067058931490532134,0.5056669251003093,0.33637717,1.2972366439509575e-11,0.06188644814558844
Arid1a,ENSMUSG00000007880,Gene Expression,970,True,0.6459827436839602,0.5965992128990985,0.48376688,-4.1873418083486633e-10,0.5364931001754886
Hmgn2,ENSMUSG00000003038,Gene Expression,1021,True,1.0946652058646933,1.1383442832678325,1.8104321,3.262683438202705e-10,0.6601169117852521
Cd52,ENSMUSG00000000682,Gene Expression,1958,True,3.6302550531268123,2.271084150189711,0.8508117,-2.6652045335818347e-10,0.5692005842893921
Sh3bgrl3,ENSMUSG00000028843,Gene Expression,1883,True,2.7546028767997264,1.426997307664205,0.19606277,7.806143672891365e-11,0.5502026549759725
Pdik1l,ENSMUSG00000050890,Gene Expression,191,True,0.10628991635090347,0.4666164941042465,0.23250118,-1.7771211918721116e-11,0.23281998971593826
Stmn1,ENSMUSG00000028832,Gene Expression,941,True,1.5281154212466033,2.1712458720369847,2.2107234,-1.5494275391634974e-10,0.79327872437878
Paqr7,ENSMUSG00000037348,Gene Expression,200,True,0.16047814297770002,0.5864924275866695,0.5513768,-2.405361300717526e-11,0.29548348511247235
Selenon,ENSMUSG00000050989,Gene Expression,36,True,0.022119818141454292,0.7325689690701803,0.9399473,-3.49870734649822e-11,0.10909926511666439
Ldlrap1,ENSMUSG00000037295,Gene Expression,207,True,0.15205227613627376,0.5493631652245161,0.45261124,-6.96096982480375e-11,0.28576373024217416
Tmem57,ENSMUSG00000028826,Gene Expression,217,True,0.14368785256747074,0.5580454769881702,0.47570658,1.1329147598184712e-10,0.27572891646067627
Rsrp1,ENSMUSG00000037266,Gene Expression,1481,True,1.1611708973708936,0.800037240684568,0.6972536,2.3012331058812695e-11,0.6519664548934672
Gm16225,ENSMUSG00000086884,Gene Expression,28,True,0.018358506070520673,0.7447618275798176,0.9723809,5.720108836338359e-11,0.09949512019041273
Rcan3,ENSMUSG00000059713,Gene Expression,108,True,0.06506471411883819,0.959119375625329,1.542582,-6.886344618504433e-11,0.1808498020694956
Cnr2,ENSMUSG00000062585,Gene Expression,27,True,0.025283017187557627,0.5353217395336692,0.41526037,3.4607439421308346e-11,0.12030868295935244
Hmgcl,ENSMUSG00000028672,Gene Expression,435,True,0.2547983594310755,0.6653660110200221,0.7611843,2.0270288594791273e-10,0.3448998270804548
Id3,ENSMUSG00000007872,Gene Expression,401,True,0.6103931146516766,2.0368933251437045,5.761103,8.006590447951159e-11,0.6005175068567233
Hnrnpr,ENSMUSG00000066037,Gene Expression,955,True,0.6700908438482954,0.6797543540068812,0.788453,-6.127423625139517e-10,0.5433059574523296
Kdm1a,ENSMUSG00000036940,Gene Expression,406,True,0.2517584502667659,0.4647379736591775,0.22750424,4.4428029796802794e-11,0.35269959796598455
C1qb,ENSMUSG00000036905,Gene Expression,4,True,0.0048569343384005995,1.716985878160071,3.5585427,6.81415991677159e-12,0.05364246133682754
C1qc,ENSMUSG00000036896,Gene Expression,7,True,0.005425017808952267,0.953122244686386,1.5266294,-3.2990198395257735e-12,0.05589708214665332
C1qa,ENSMUSG00000036887,Gene Expression,8,True,0.004265729381848696,0.8817275223897405,1.336716,6.19647371908005e-11,0.04926895054180834
2810405F17Rik,ENSMUSG00000101493,Gene Expression,73,True,0.05910518375337201,0.8786055891024852,1.3284116,-4.053189984001286e-11,0.18242608479979183
Hp1bp3,ENSMUSG00000028759,Gene Expression,1115,True,0.8317522588686906,0.6841311281997263,0.1313203,-1.5175382794948938e-10,0.5934046844733131
Pink1,ENSMUSG00000028756,Gene Expression,429,True,0.3212048084126573,0.7137164983050588,1.0041997,-1.3328408939040837e-10,0.4092174618577538
Camk2n1,ENSMUSG00000046447,Gene Expression,75,True,0.051338773246096314,0.8300424858486105,1.1992314,3.4431723092522165e-11,0.16514854552193461
Capzb,ENSMUSG00000028745,Gene Expression,1678,True,1.7982479212526643,0.8218371418548281,0.15563732,-6.645114300467104e-11,0.6413342423265731
Iffo2,ENSMUSG00000041025,Gene Expression,58,True,0.0394603275861853,0.5204497101458501,0.3757001,3.165497123022199e-11,0.14528062999410923
Padi4,ENSMUSG00000025330,Gene Expression,6,True,0.004952124090632993,0.9380344767847142,1.4864953,-4.6570250471819527e-11,0.054168399749719036
Padi2,ENSMUSG00000028927,Gene Expression,226,True,0.14345996505520195,0.47515311890011624,0.255209,-1.1107007449200698e-10,0.26950060885155636
Szrd1,ENSMUSG00000040842,Gene Expression,462,True,0.26563882579952103,0.4527730756541771,0.10797186,1.704925643452307e-10,0.3477811792435067
Gm13075,ENSMUSG00000086061,Gene Expression,101,True,0.1074160451767162,3.434471902195055,8.127136,-5.553503724600349e-12,0.21634321634620507
Spen,ENSMUSG00000040761,Gene Expression,299,True,0.17529551620535233,0.5606759805643017,0.48270383,4.4428029796802794e-11,0.29772591671579174
Dnajc16,ENSMUSG00000040697,Gene Expression,42,True,0.025094372340396475,0.45891818727214406,0.21202333,5.747876354961361e-11,0.11575631590850742
Casp9,ENSMUSG00000028914,Gene Expression,60,True,0.03760771697845821,0.7178326805304063,0.9007481,4.553873054172286e-11,0.1413112682764569
Efhd2,ENSMUSG00000040659,Gene Expression,1048,True,0.8777816464481865,0.7279531875497908,0.19265802,2.1797502119056368e-11,0.5799907194923201
Tmem51,ENSMUSG00000040616,Gene Expression,5,True,0.003669969183840163,0.6296857108587914,0.666273,-3.901336366531745e-11,0.044268802453684857
Dhrs3,ENSMUSG00000066026,Gene Expression,6,True,0.0037560590024585377,0.4492468271609221,0.18629706,-2.8492077312070695e-11,0.04497606314945776
Vps13d,ENSMUSG00000020220,Gene Expression,164,True,0.09989742165095498,0.4558086979538222,0.20375194,5.775643873584363e-11,0.22763065653567077
Tnfrsf1b,ENSMUSG00000028599,Gene Expression,269,True,0.1420731301829635,0.45816673185590523,0.21002442,3.332102234760209e-11,0.26391487568678285
Zfp990,ENSMUSG00000078503,Gene Expression,3,True,0.002279257892806712,0.7502682437970705,0.9870282,2.3384414791484017e-11,0.036867239890082906
Gm13166,ENSMUSG00000085525,Gene Expression,53,True,0.03877864097807154,0.9543619946881738,1.5299271,7.183120142556791e-11,0.14515558730372294
Gm16503,ENSMUSG00000078160,Gene Expression,3,True,0.003065607887310779,0.5774736408960174,0.5273864,1.8514061681077347e-11,0.04222583652176504
Zfp985,ENSMUSG00000065999,Gene Expression,24,True,0.01869135103508164,0.43820865508545476,0.15693499,-7.515452462306816e-11,0.10099773197038488
Gm20707,ENSMUSG00000093594,Gene Expression,49,True,0.03091940423370156,0.4338203236385309,0.14526182,-2.4435416388241536e-11,0.12701925374955486
2510039O18Rik,ENSMUSG00000044496,Gene Expression,626,True,0.3662127733622601,0.454475921967993,0.113820404,-1.5688648021995986e-10,0.4130845139332074
Agtrap,ENSMUSG00000029007,Gene Expression,249,True,0.15348837523477674,0.4277942312165727,0.12923214,2.2214014898401396e-10,0.27805034681349167
Fbxo6,ENSMUSG00000055401,Gene Expression,199,True,0.12405063302954625,0.4228891900108252,0.116184495,1.8215492216689144e-10,0.2518315599105138
Srm,ENSMUSG00000006442,Gene Expression,395,True,0.2771749119285213,0.5324862137720612,0.38175204,1.066272715123267e-10,0.380917306727341
Tardbp,ENSMUSG00000041459,Gene Expression,707,True,0.4425305605240013,0.48760445726948143,0.2276026,6.941879655750437e-13,0.44304598696325365
Casz1,ENSMUSG00000028977,Gene Expression,23,True,0.01809866267854517,0.5157496471987237,0.36319768,3.762281839677494e-11,0.10058894429862901
Pex14,ENSMUSG00000028975,Gene Expression,246,True,0.14420712611683095,0.6056778340228904,0.6024109,2.8878219367921814e-10,0.2679863173276793
Kif1b,ENSMUSG00000063077,Gene Expression,280,True,0.22234732143723082,0.7085400280107064,0.8760292,-1.1835904813054494e-11,0.3494208376070673
Spsb1,ENSMUSG00000039911,Gene Expression,14,True,0.013480434692092218,0.6591602759962135,0.7446767,-1.008720194102311e-10,0.0882182079526906
Eno1,ENSMUSG00000063524,Gene Expression,1423,True,1.2865437134100124,0.6612026088711389,0.24042678,1.863894687568992e-11,0.62945946507895
Rere,ENSMUSG00000039852,Gene Expression,190,True,0.12944412885366163,0.4474137789601938,0.18142106,-6.52536687640541e-11,0.2619823784065236
Tnfrsf9,ENSMUSG00000028965,Gene Expression,266,True,0.1482519583192686,0.8632815809777258,1.287649,-2.3432314777985597e-10,0.2646817224953988
Per3,ENSMUSG00000028957,Gene Expression,17,True,0.012478826953724848,0.4951816247576958,0.30848578,6.200400135020593e-11,0.08248123221833317
Dnajc11,ENSMUSG00000039768,Gene Expression,254,True,0.15002778093271862,0.5834904647346284,0.54339147,1.9992613408561255e-10,0.2749564383798575
Phf13,ENSMUSG00000047777,Gene Expression,144,True,0.07603432622926878,0.5828945567428442,0.5418063,-1.5327670279896963e-10,0.19206676983286325
Klhl21,ENSMUSG00000073700,Gene Expression,87,True,0.057523407732758276,0.45662160347028763,0.2059143,1.7104791471769074e-10,0.17468887095673508
Zbtb48,ENSMUSG00000028952,Gene Expression,60,True,0.039955532515803985,0.5230935214268873,0.38273275,-9.985026149840033e-11,0.14746796157010297
Tnfrsf25,ENSMUSG00000024793,Gene Expression,123,True,0.09443745486455377,0.809015963244604,1.1432999,-2.976677996385787e-10,0.22696696422548707
Espn,ENSMUSG00000028943,Gene Expression,12,True,0.010162306403868218,0.4974591680398987,0.31454414,-5.10119687828036e-12,0.07523857201702222
Wrap73,ENSMUSG00000029029,Gene Expression,296,True,0.16181680160190703,0.602404185760623,0.59370285,-2.3324715643321466e-11,0.2761734240230889
Prdm16,ENSMUSG00000039410,Gene Expression,14,True,0.007344191219043226,0.4633620999381229,0.22384435,-6.539250635716911e-11,0.06150324975035812
Fam213b,ENSMUSG00000029059,Gene Expression,30,True,0.02372289806006256,0.6281817977041985,0.6622725,4.553439186693802e-11,0.1148737852628369
Pank4,ENSMUSG00000029056,Gene Expression,111,True,0.06487212889701864,0.43134356398003054,0.13867353,-9.107746108344572e-11,0.18255633314968125
Fndc10,ENSMUSG00000074738,Gene Expression,30,True,0.0270374821129903,1.1139717034282148,1.9544965,-7.019758868138387e-11,0.12207090055194735
1500002C15Rik,ENSMUSG00000096221,Gene Expression,13,True,0.01007975227923769,0.6248306573291142,0.6533583,8.306670821937285e-11,0.075143396769042
Atad3a,ENSMUSG00000029036,Gene Expression,209,True,0.14411832187913245,0.5161121282564856,0.3641619,-1.4216969534976892e-10,0.2772346132448739
Pusl1,ENSMUSG00000051557,Gene Expression,170,True,0.10045046248444431,0.5760347400315459,0.52355886,-1.5771950577864992e-10,0.22528185003790785
Tnfrsf4,ENSMUSG00000029075,Gene Expression,19,True,0.013093641043362907,0.8786225151001771,1.3284566,-1.0273981890510646e-11,0.08469960068235001
Gm16008,ENSMUSG00000087381,Gene Expression,4,True,0.0031522669288005616,0.7306499427473726,0.9348426,1.4248207993427771e-11,0.04154378996826824
Tnfrsf18,ENSMUSG00000041954,Gene Expression,657,True,0.4035348086787021,0.5475803472951677,0.43359387,9.07997858972157e-11,0.44134722357214445
Isg15,ENSMUSG00000035692,Gene Expression,544,True,0.44684865434694443,1.4599211923366207,3.5670905,3.0655340559793925e-10,0.4862541014186685
Perm1,ENSMUSG00000078486,Gene Expression,5,True,0.004851081894734233,1.0858072355024184,1.8795778,2.7281587047099215e-11,0.052628312479827445
Plekhn1,ENSMUSG00000078485,Gene Expression,57,True,0.03895918622787005,0.5231038745057452,0.3827603,-2.0270288594791273e-10,0.14513859945696034
Cdk6,ENSMUSG00000040274,Gene Expression,520,True,0.31215135810433625,0.506428463981648,0.29225492,-3.887452607220244e-11,0.3918588477989081
Gm17590,ENSMUSG00000106588,Gene Expression,5,True,0.0031342043188035424,0.46022468713432024,0.21549867,-4.172069673106012e-11,0.040131762206520996
Fam133b,ENSMUSG00000058503,Gene Expression,749,True,0.4755677273778256,0.5345949721212196,0.38899472,-2.55712814469137e-10,0.47252745382972494
Rbm48,ENSMUSG00000040302,Gene Expression,257,True,0.16361804473227842,0.5129610455501298,0.3557799,-1.3328408939040837e-10,0.2902145674475884
Pex1,ENSMUSG00000005907,Gene Expression,62,True,0.03706843692744667,0.41880233552798013,0.10531327,5.997784022568377e-11,0.1389179831854884
Ankib1,ENSMUSG00000040351,Gene Expression,407,True,0.24276116969593894,0.5397376346415329,0.42700687,1.6438371024817033e-10,0.3491314488251626
Krit1,ENSMUSG00000000600,Gene Expression,1056,True,0.7045268146547433,0.5670816058910013,0.37561235,-5.231747602556317e-10,0.5573338061398878
Lrrd1,ENSMUSG00000040367,Gene Expression,11,True,0.008333556370632501,0.5756586587704178,0.52255845,-5.494931615004955e-12,0.0686245288524474
Mterf1a,ENSMUSG00000040429,Gene Expression,146,True,0.09329596397289466,0.45234535124475245,0.19453928,-1.0884867300216685e-10,0.22166649539630906
Akap9,ENSMUSG00000040407,Gene Expression,535,True,0.37568207062629655,0.7539730234065039,1.1424636,-2.132545430246534e-10,0.43993810477382167
Cyp51,ENSMUSG00000001467,Gene Expression,251,True,0.13795957160930225,0.4324833949849194,0.14170553,-1.4661249832944922e-10,0.2598144445436542
Mterf1b,ENSMUSG00000053178,Gene Expression,34,True,0.026233376582355344,0.7224526272147188,0.91303736,-7.052949730242443e-11,0.11942860582578164
Gm26825,ENSMUSG00000097554,Gene Expression,289,True,0.16717278928987098,0.6708402163930584,0.7757459,8.885605959360558e-12,0.2914342204957008
Rundc3b,ENSMUSG00000040570,Gene Expression,45,True,0.03319485502784215,0.6585696297351419,0.7431056,-5.7062250770268584e-11,0.13618091305406732
Abcb4,ENSMUSG00000042476,Gene Expression,5,True,0.0022627915616625694,0.5175827110430793,0.36807373,-1.709437865228545e-11,0.0349471920333308
Tmem243,ENSMUSG00000079659,Gene Expression,660,True,0.4268292803927408,0.5472037154365433,0.4323003,-9.329886257328587e-11,0.4579745733154753
Magi2,ENSMUSG00000040003,Gene Expression,15,True,0.010126749665838727,0.43780450329751847,0.15585993,4.859315759025305e-12,0.07379230287077497
Phtf2,ENSMUSG00000039987,Gene Expression,52,True,0.03538644753207592,0.5760586833805678,0.5236226,-1.082933226297068e-11,0.13848561291442651
Rsbn1l,ENSMUSG00000039968,Gene Expression,1082,True,0.7272383936501502,0.569656148390126,0.38504565,-7.491155883511689e-11,0.5512381956563694
A630072M18Rik,ENSMUSG00000101013,Gene Expression,92,True,0.06874177570194413,0.5275629498709253,0.39462164,-2.9589762032636233e-10,0.19327439843925398
Fgl2,ENSMUSG00000039899,Gene Expression,146,True,0.0878509693333233,0.945129904752649,1.5053694,1.3772689237008866e-10,0.21279377367686966
Lhfpl3,ENSMUSG00000106379,Gene Expression,3,True,0.002410109167114394,0.5023199565876928,0.3274741,8.844930883252646e-12,0.03651910738814568
5031425E22Rik,ENSMUSG00000073147,Gene Expression,507,True,0.33093023396524957,0.48888355543007556,0.23199576,-2.6656817878081675e-11,0.4081778593167291
Kmt2e,ENSMUSG00000029004,Gene Expression,1129,True,0.7877061086016729,0.5243183858350339,0.21892498,-2.9509930416595105e-10,0.5712606294709176
Srpk2,ENSMUSG00000062604,Gene Expression,906,True,0.5770334892847903,0.6179730769269073,0.5620822,-1.1533933048029349e-10,0.5097552912132448
Pus7,ENSMUSG00000057541,Gene Expression,121,True,0.07600758932916912,0.4994123142623344,0.3197396,6.664204469520418e-11,0.19946083261037584
2700038G22Rik,ENSMUSG00000097180,Gene Expression,122,True,0.07296714899997951,0.9481424054361658,1.5133828,4.2206628306962655e-11,0.1957692343937702
Klhl7,ENSMUSG00000028986,Gene Expression,40,True,0.02849082348142927,0.555304445320597,0.46841532,-4.9703858335173123e-11,0.1237410337246199
Kcnh2,ENSMUSG00000038319,Gene Expression,4,True,0.004223165596089026,0.739540679901723,0.9584924,8.361155086383835e-11,0.04976076449755035
Atg9b,ENSMUSG00000038295,Gene Expression,11,True,0.005132206760013912,0.4668096805008978,0.23301508,5.622922521157853e-11,0.05091181441207949
Slc4a2,ENSMUSG00000028962,Gene Expression,192,True,0.10758833958873953,0.4221646152797127,0.11425709,2.532397698417759e-10,0.23284075896370895
Agap3,ENSMUSG00000023353,Gene Expression,136,True,0.07942117501007905,0.5094923131337,0.34655288,3.109962085776195e-11,0.20224082225817663
Abcf2,ENSMUSG00000028953,Gene Expression,412,True,0.23700839934146667,0.46236369793875215,0.22118855,2.8378404032707785e-10,0.3369941755567227
Chpf2,ENSMUSG00000038181,Gene Expression,165,True,0.09740109389182015,0.7993576361633259,1.1176083,1.5549810428880977e-10,0.22399936548160912
Kmt2c,ENSMUSG00000038056,Gene Expression,421,True,0.2769185958557511,0.5002064408797291,0.27088496,5.109223426632321e-11,0.37891590211403364
Rbm33,ENSMUSG00000048271,Gene Expression,352,True,0.21965451166841404,0.5646713008173267,0.49333158,5.775643873584363e-11,0.3325607399569271
Tyms,ENSMUSG00000025747,Gene Expression,588,True,0.4522733671262622,0.7996995693162258,1.2995145,-3.0186763683030774e-10,0.38890957289202627
