,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Gm43848,ENSMUSG00000106317,Gene Expression,60,True,0.058845285,0.5950984,0.38166887
Gm42722,ENSMUSG00000106093,Gene Expression,73,True,0.11028535,1.1501465,1.81765
Chil3,ENSMUSG00000040809,Gene Expression,5,True,0.079014696,3.8352535,8.764368
Dennd2d,ENSMUSG00000027901,Gene Expression,199,True,0.22648823,0.5545739,0.2768268
Cept1,ENSMUSG00000040774,Gene Expression,261,True,0.23942943,0.65679514,0.54128635
Dram2,ENSMUSG00000027900,Gene Expression,159,True,0.15109727,0.72384,0.71474004
AI504432,ENSMUSG00000056145,Gene Expression,162,True,0.17486237,0.6585611,0.54585516
A930002I21Rik,ENSMUSG00000050179,Gene Expression,43,True,0.06353794,0.5932477,0.37688094
Kcna2,ENSMUSG00000040724,Gene Expression,49,True,0.07569038,0.6585468,0.54581815
Rbm15,ENSMUSG00000048109,Gene Expression,222,True,0.1888399,0.64694977,0.5158151
Cyb561d1,ENSMUSG00000048796,Gene Expression,51,True,0.0513972,0.6806183,0.6029199
Atxn7l2,ENSMUSG00000048997,Gene Expression,47,True,0.04821122,0.59736866,0.38754237
Wdr47,ENSMUSG00000040389,Gene Expression,56,True,0.05786874,0.5856913,0.35733148
Vav3,ENSMUSG00000033721,Gene Expression,43,True,0.051634677,0.6553684,0.53759515
Prmt6,ENSMUSG00000049300,Gene Expression,119,True,0.11304892,0.75620455,0.79847133
S1pr1,ENSMUSG00000045092,Gene Expression,865,True,1.0335183,0.9499422,0.9836194
Gm9889,ENSMUSG00000052769,Gene Expression,30,True,0.03583252,0.61613,0.43608037
Dph5,ENSMUSG00000033554,Gene Expression,414,True,0.48974115,0.7620606,0.86178964
Slc30a7,ENSMUSG00000054414,Gene Expression,150,True,0.13396344,0.52690446,0.20524241
Agl,ENSMUSG00000033400,Gene Expression,68,True,0.06685942,0.6308797,0.47423977
Ptbp2,ENSMUSG00000028134,Gene Expression,130,True,0.11257151,0.5335551,0.22244844
Rwdd3,ENSMUSG00000028133,Gene Expression,16,True,0.020708278,0.67824936,0.5967912
Cnn3,ENSMUSG00000053931,Gene Expression,67,True,0.09942684,0.73756343,0.7502443
Gclm,ENSMUSG00000028124,Gene Expression,264,True,0.23516156,0.56418705,0.30169728
Camk2d,ENSMUSG00000053819,Gene Expression,490,True,0.5252723,0.8355278,1.1102606
Larp7,ENSMUSG00000027968,Gene Expression,510,True,0.5488441,0.6642144,0.49646726
Fam241a,ENSMUSG00000050549,Gene Expression,334,True,0.36460894,0.63576007,0.43463296
Elovl6,ENSMUSG00000041220,Gene Expression,97,True,0.11316223,0.8531948,1.0493976
Egf,ENSMUSG00000028017,Gene Expression,16,True,0.020730538,0.5951948,0.38191837
Casp6,ENSMUSG00000027997,Gene Expression,212,True,0.2081598,0.63235116,0.47804663
Gm43352,ENSMUSG00000106086,Gene Expression,43,True,0.048361324,0.5323752,0.21939595
Lef1,ENSMUSG00000027985,Gene Expression,859,True,1.1701705,1.1169319,0.3952766
Tbck,ENSMUSG00000028030,Gene Expression,147,True,0.1465526,0.79801655,0.90664434
Cenpe,ENSMUSG00000045328,Gene Expression,287,True,0.37314203,1.0943586,1.9856434
Nfkb1,ENSMUSG00000028163,Gene Expression,422,True,0.42598093,0.598573,0.3088639
H2afz,ENSMUSG00000037894,Gene Expression,1141,True,2.5625606,2.7086306,1.961896
Dnajb14,ENSMUSG00000074212,Gene Expression,73,True,0.09023765,0.54366076,0.2485931
Lamtor3,ENSMUSG00000091512,Gene Expression,403,True,0.3826011,0.639643,0.44776532
Trmt10a,ENSMUSG00000004127,Gene Expression,130,True,0.11764897,0.7760636,0.8498493
Gbp5,ENSMUSG00000105504,Gene Expression,35,True,0.04395423,0.55495465,0.27781186
Gbp7,ENSMUSG00000040253,Gene Expression,493,True,0.52918434,0.80929834,1.0554827
Gbp2,ENSMUSG00000028270,Gene Expression,345,True,0.4650371,1.4078616,3.0459313
Kyat3,ENSMUSG00000040213,Gene Expression,18,True,0.018590797,0.55651754,0.28185526
Pkn2,ENSMUSG00000004591,Gene Expression,453,True,0.43527478,0.6060938,0.33429974
Lmo4,ENSMUSG00000028266,Gene Expression,267,True,0.2866329,0.7439926,0.8006826
Mcoln3,ENSMUSG00000036853,Gene Expression,14,True,0.020049121,0.74177325,0.7611357
Miga1,ENSMUSG00000054942,Gene Expression,61,True,0.06540615,0.5453077,0.25285396
Zzz3,ENSMUSG00000039068,Gene Expression,198,True,0.17487064,0.69448215,0.6387875
St6galnac3,ENSMUSG00000052544,Gene Expression,42,True,0.055647083,1.2259483,2.0137591
Zranb2,ENSMUSG00000028180,Gene Expression,465,True,0.4774274,0.61034423,0.3486749
Wls,ENSMUSG00000028173,Gene Expression,110,True,0.17185734,0.9926342,1.4101453
Tmem68,ENSMUSG00000028232,Gene Expression,123,True,0.12036803,0.65217185,0.5293253
Tgs1,ENSMUSG00000028233,Gene Expression,252,True,0.24981736,0.85622066,1.057226
Lyn,ENSMUSG00000042228,Gene Expression,22,True,0.025727794,0.8078769,0.9321543
Rps20,ENSMUSG00000028234,Gene Expression,1296,True,3.9197025,2.2150428,0.5148885
Impad1,ENSMUSG00000066324,Gene Expression,203,True,0.17915137,0.6691956,0.5733679
Tox,ENSMUSG00000041272,Gene Expression,190,True,0.24277236,0.7112408,0.68214434
Trp53inp1,ENSMUSG00000028211,Gene Expression,196,True,0.22973819,0.7365926,0.74773264
Gem,ENSMUSG00000028214,Gene Expression,119,True,0.12563634,0.9144367,1.2078383
Ripk2,ENSMUSG00000041135,Gene Expression,97,True,0.09924699,0.59822845,0.38976678
Mmp16,ENSMUSG00000028226,Gene Expression,118,True,0.19286522,1.0828251,1.6434808
Wwp1,ENSMUSG00000041058,Gene Expression,115,True,0.11629455,0.5845216,0.35430536
Ufl1,ENSMUSG00000040359,Gene Expression,187,True,0.18663862,0.7311318,0.73360485
Bach2,ENSMUSG00000040270,Gene Expression,130,True,0.20470078,0.8579267,1.0616397
Casp8ap2,ENSMUSG00000028282,Gene Expression,388,True,0.36335528,0.5791391,0.24313712
Mdn1,ENSMUSG00000058006,Gene Expression,150,True,0.1846578,1.0364901,1.5236062
Pnrc1,ENSMUSG00000040128,Gene Expression,891,True,1.1184627,0.955955,0.21602201
Spaca1,ENSMUSG00000028264,Gene Expression,12,True,0.017533595,0.68229204,0.60725015
Mob3b,ENSMUSG00000073910,Gene Expression,21,True,0.024925092,0.5361447,0.22914803
Smim27,ENSMUSG00000028407,Gene Expression,435,True,0.4698303,0.56831014,0.20651282
Aptx,ENSMUSG00000028411,Gene Expression,124,True,0.1257964,0.7913405,0.88937247
Gm6297,ENSMUSG00000097123,Gene Expression,10,True,0.01368227,0.5289371,0.2105011
B4galt1,ENSMUSG00000028413,Gene Expression,453,True,0.45777363,0.585426,0.2643997
Nfx1,ENSMUSG00000028423,Gene Expression,298,True,0.27334204,0.6223317,0.38921723
Pigo,ENSMUSG00000028454,Gene Expression,58,True,0.043800823,0.6196178,0.44510382
Fam214b,ENSMUSG00000036002,Gene Expression,28,True,0.028177174,0.5721509,0.32230073
Tesk1,ENSMUSG00000028458,Gene Expression,77,True,0.09157176,0.8112079,0.94077206
Cd72,ENSMUSG00000028459,Gene Expression,195,True,0.23277682,0.60630566,0.41066355
Gba2,ENSMUSG00000028467,Gene Expression,114,True,0.09305071,0.62700325,0.4642109
Reck,ENSMUSG00000028476,Gene Expression,45,True,0.042165417,0.5848165,0.35506836
Gne,ENSMUSG00000028479,Gene Expression,78,True,0.081950314,0.67725897,0.5942289
Zcchc7,ENSMUSG00000035649,Gene Expression,451,True,0.4939338,0.6535608,0.49483624
Zbtb5,ENSMUSG00000049657,Gene Expression,38,True,0.036526732,0.5447847,0.25150096
Trmt10b,ENSMUSG00000035601,Gene Expression,85,True,0.08734549,0.77231514,0.8401515
Aldh1b1,ENSMUSG00000035561,Gene Expression,36,True,0.048047174,0.7209124,0.70716596
Ccdc180,ENSMUSG00000035539,Gene Expression,26,True,0.028631348,0.5647579,0.30317408
Anp32b,ENSMUSG00000028333,Gene Expression,1026,True,1.6456046,1.1619289,0.72043806
Tgfbr1,ENSMUSG00000007613,Gene Expression,110,True,0.119700015,0.71731454,0.69785786
Nr4a3,ENSMUSG00000028341,Gene Expression,29,True,0.03541321,1.4596109,2.6182745
Invs,ENSMUSG00000028344,Gene Expression,57,True,0.07807987,1.3438991,2.318913
Tex10,ENSMUSG00000028345,Gene Expression,215,True,0.18558615,0.56730473,0.3097631
Smc2,ENSMUSG00000028312,Gene Expression,417,True,0.6662197,1.2736176,2.8445272
Fktn,ENSMUSG00000028414,Gene Expression,25,True,0.026946796,0.5994384,0.39289713
Tmem38b,ENSMUSG00000028420,Gene Expression,55,True,0.051864382,0.6295232,0.47073036
Klf4,ENSMUSG00000003032,Gene Expression,46,True,0.049352378,0.63311225,0.48001567
Tmem245,ENSMUSG00000055296,Gene Expression,184,True,0.17725982,0.5476654,0.2589537
Akap2,ENSMUSG00000038729,Gene Expression,10,True,0.01522692,0.6351708,0.48534143
Txn1,ENSMUSG00000028367,Gene Expression,1013,True,1.8391858,1.4976674,1.4900486
AI314180,ENSMUSG00000050812,Gene Expression,209,True,0.17811991,0.7457143,0.7713317
Ugcg,ENSMUSG00000028381,Gene Expression,502,True,0.49228242,0.6274336,0.40647227
Hsdl2,ENSMUSG00000028383,Gene Expression,276,True,0.24830598,0.5532984,0.27352697
E130308A19Rik,ENSMUSG00000045071,Gene Expression,36,True,0.037455693,0.5409771,0.2416502
Snx30,ENSMUSG00000028385,Gene Expression,25,True,0.034294587,0.95654726,1.3167838
Rgs3,ENSMUSG00000059810,Gene Expression,275,True,0.23750241,0.6404638,0.49903515
Tnfsf8,ENSMUSG00000028362,Gene Expression,113,True,0.17675224,1.0348319,1.5193162
Snapc3,ENSMUSG00000028483,Gene Expression,156,True,0.14590138,0.57970965,0.34185624
Ccdc171,ENSMUSG00000052407,Gene Expression,23,True,0.027938807,0.6596447,0.5486586
Rraga,ENSMUSG00000070934,Gene Expression,343,True,0.32075718,0.5849219,0.2626949
Haus6,ENSMUSG00000038047,Gene Expression,129,True,0.10403855,0.8094713,0.9362793
Hacd4,ENSMUSG00000028497,Gene Expression,6,True,0.015090465,1.4743661,2.656448
Klhl9,ENSMUSG00000070923,Gene Expression,178,True,0.18264738,0.7361313,0.74653924
Tusc1,ENSMUSG00000054000,Gene Expression,13,True,0.016058626,0.76944333,0.83272177
Caap1,ENSMUSG00000028578,Gene Expression,172,True,0.15481213,0.6020253,0.39958963
Ift74,ENSMUSG00000028576,Gene Expression,32,True,0.03375118,0.7264085,0.72138506
Jun,ENSMUSG00000052684,Gene Expression,359,True,0.52847147,1.6152965,4.1610327
Nfia,ENSMUSG00000028565,Gene Expression,31,True,0.03730037,0.57664186,0.33391947
Patj,ENSMUSG00000061859,Gene Expression,44,True,0.059699643,0.6749881,0.5883539
Usp1,ENSMUSG00000028560,Gene Expression,460,True,0.49455994,0.5931362,0.29047617
Efcab7,ENSMUSG00000073791,Gene Expression,11,True,0.013413052,0.57224274,0.32253838
E130102H24Rik,ENSMUSG00000086782,Gene Expression,25,True,0.036311973,0.6936356,0.63659734
Leprot,ENSMUSG00000035212,Gene Expression,277,True,0.23757249,0.6167654,0.4377242
Lepr,ENSMUSG00000057722,Gene Expression,14,True,0.014179151,1.3325146,2.28946
Pde4b,ENSMUSG00000028525,Gene Expression,195,True,0.2132995,0.65839255,0.54541904
Mier1,ENSMUSG00000028522,Gene Expression,662,True,0.7113684,0.6599216,0.47992694
Slc35d1,ENSMUSG00000028521,Gene Expression,56,True,0.049749315,0.55476856,0.27733043
Ssbp3,ENSMUSG00000061887,Gene Expression,343,True,0.33903408,0.5881615,0.27365154
Tmem59,ENSMUSG00000028618,Gene Expression,737,True,0.806614,0.7949335,0.5433876
Hspb11,ENSMUSG00000063172,Gene Expression,268,True,0.29410496,0.70814055,0.6794285
Cpt2,ENSMUSG00000028607,Gene Expression,80,True,0.06323744,0.5783026,0.33821607
Coa7,ENSMUSG00000048351,Gene Expression,145,True,0.121218234,0.56665814,0.3080903
Zcchc11,ENSMUSG00000034610,Gene Expression,499,True,0.5331532,0.6053469,0.26964813
Gm17354,ENSMUSG00000091985,Gene Expression,55,True,0.059902944,0.5768939,0.3345716
Btf3l4,ENSMUSG00000028568,Gene Expression,150,True,0.13807641,0.62530047,0.45980558
Eps15,ENSMUSG00000028552,Gene Expression,258,True,0.24166164,0.69648886,0.64397913
Rnf11,ENSMUSG00000028557,Gene Expression,106,True,0.09401786,0.60204905,0.39965117
Cdkn2c,ENSMUSG00000028551,Gene Expression,233,True,0.21673203,0.64950246,0.5224192
Bend5,ENSMUSG00000028545,Gene Expression,28,True,0.040376194,0.5802285,0.3431986
Mknk1,ENSMUSG00000028708,Gene Expression,101,True,0.09735406,0.853907,1.0512401
Faah,ENSMUSG00000034171,Gene Expression,261,True,0.2718506,0.6673246,0.5413863
Nsun4,ENSMUSG00000028706,Gene Expression,68,True,0.07688575,1.5713508,2.9073598
Lrrc41,ENSMUSG00000028703,Gene Expression,133,True,0.112996735,0.5797237,0.34189263
Mast2,ENSMUSG00000003810,Gene Expression,88,True,0.07152498,0.7754118,0.8481629
Tmem69,ENSMUSG00000055900,Gene Expression,45,True,0.041649047,0.6291055,0.4696497
Nasp,ENSMUSG00000028693,Gene Expression,503,True,0.593276,0.75685,0.85339683
Prdx1,ENSMUSG00000028691,Gene Expression,1036,True,1.6173346,1.0069485,0.36517778
Gm12840,ENSMUSG00000086320,Gene Expression,784,True,1.582818,2.274088,3.2698305
Cdc20,ENSMUSG00000006398,Gene Expression,279,True,0.38611543,1.2344834,2.4595547
Slc2a1,ENSMUSG00000028645,Gene Expression,146,True,0.12741974,1.0253763,1.4948534
Ybx1,ENSMUSG00000028639,Gene Expression,1159,True,2.0316455,1.0993816,0.28024453
Ccdc30,ENSMUSG00000028637,Gene Expression,41,True,0.044534452,0.5483772,0.2607952
Hivep3,ENSMUSG00000028634,Gene Expression,57,True,0.055669513,0.6398425,0.4974277
Scmh1,ENSMUSG00000000085,Gene Expression,42,True,0.04811457,0.75789773,0.8028518
Rlf,ENSMUSG00000049878,Gene Expression,273,True,0.24802895,0.57892346,0.33982226
Ppt1,ENSMUSG00000028657,Gene Expression,380,True,0.37755626,0.6730044,0.5605957
Macf1,ENSMUSG00000028649,Gene Expression,670,True,0.68285745,0.7957516,1.0032865
Mtf1,ENSMUSG00000028890,Gene Expression,175,True,0.15623105,0.7146444,0.6909498
Cdca8,ENSMUSG00000028873,Gene Expression,358,True,0.52002835,1.1356325,2.1252346
9930104L06Rik,ENSMUSG00000044730,Gene Expression,31,True,0.036051933,0.6463082,0.51415527
Zc3h12a,ENSMUSG00000042677,Gene Expression,110,True,0.11321644,0.5681333,0.31190673
Csf3r,ENSMUSG00000028859,Gene Expression,4,True,0.01745278,2.4045591,5.0629773
Eva1b,ENSMUSG00000050212,Gene Expression,486,True,0.5313714,0.6379799,0.39538467
Adprhl2,ENSMUSG00000042558,Gene Expression,230,True,0.20791347,0.62558955,0.46055347
Clspn,ENSMUSG00000042489,Gene Expression,267,True,0.26159397,0.7592369,0.8063163
Zmym4,ENSMUSG00000042446,Gene Expression,89,True,0.090973444,0.58176225,0.3471666
Zmym6,ENSMUSG00000042408,Gene Expression,17,True,0.018321434,0.5857272,0.35742447
Zscan20,ENSMUSG00000061894,Gene Expression,21,True,0.028822744,0.61145383,0.42398253
Tlr12,ENSMUSG00000062545,Gene Expression,46,True,0.0603682,0.5602078,0.2914024
Zfp362,ENSMUSG00000028799,Gene Expression,90,True,0.1023611,0.5939938,0.37881112
S100pbp,ENSMUSG00000040928,Gene Expression,121,True,0.12756239,0.79395276,0.8961308
Iqcc,ENSMUSG00000040795,Gene Expression,52,True,0.056555137,0.5604295,0.29197603
Pum1,ENSMUSG00000028580,Gene Expression,375,True,0.369281,0.5992261,0.3110727
Snhg12,ENSMUSG00000086290,Gene Expression,278,True,0.3655602,0.7855954,0.941386
Atpif1,ENSMUSG00000054428,Gene Expression,756,True,1.0192858,0.72525704,0.34550324
Rpa2,ENSMUSG00000028884,Gene Expression,493,True,0.60226154,0.75674856,0.85300595
Fgr,ENSMUSG00000028874,Gene Expression,31,True,0.02844666,0.58552015,0.35688874
Ahdc1,ENSMUSG00000037692,Gene Expression,132,True,0.114598475,0.5617369,0.29535836
Gm26615,ENSMUSG00000097088,Gene Expression,29,True,0.034407374,0.6672742,0.568397
Sytl1,ENSMUSG00000028860,Gene Expression,137,True,0.1461228,0.813413,0.946477
Wdtc1,ENSMUSG00000037622,Gene Expression,159,True,0.16286512,0.67966163,0.6004449
Arid1a,ENSMUSG00000007880,Gene Expression,647,True,0.6889759,0.70988,0.67241913
Hmgn2,ENSMUSG00000003038,Gene Expression,649,True,1.0480003,1.1750668,1.6229838
Cd52,ENSMUSG00000000682,Gene Expression,1299,True,3.6223783,2.1701324,2.4070923
Pdik1l,ENSMUSG00000050890,Gene Expression,132,True,0.11431104,0.57636595,0.33320564
Stmn1,ENSMUSG00000028832,Gene Expression,572,True,1.4460099,2.1918702,2.2929585
Paqr7,ENSMUSG00000037348,Gene Expression,148,True,0.18822642,0.6473924,0.5169602
Selenon,ENSMUSG00000050989,Gene Expression,16,True,0.021185342,0.99311864,1.4113986
Ldlrap1,ENSMUSG00000037295,Gene Expression,145,True,0.1684159,0.60771674,0.41431418
Tmem57,ENSMUSG00000028826,Gene Expression,128,True,0.1387127,0.65792155,0.54420054
Gm16225,ENSMUSG00000086884,Gene Expression,22,True,0.02343415,0.8150279,0.95065486
Rcan3,ENSMUSG00000059713,Gene Expression,64,True,0.06460482,1.212543,1.9790778
Cnr2,ENSMUSG00000062585,Gene Expression,15,True,0.020177376,0.5492247,0.26298767
Hmgcl,ENSMUSG00000028672,Gene Expression,271,True,0.2570129,0.882185,1.124399
Id3,ENSMUSG00000007872,Gene Expression,331,True,0.7620876,2.0654037,5.895317
Hnrnpr,ENSMUSG00000066037,Gene Expression,658,True,0.72113985,0.7889369,0.9770292
2810405F17Rik,ENSMUSG00000101493,Gene Expression,49,True,0.06456949,1.0110788,1.4578639
Pink1,ENSMUSG00000028756,Gene Expression,293,True,0.34676132,0.82113713,1.0615904
Camk2n1,ENSMUSG00000046447,Gene Expression,42,True,0.0462669,0.8241383,0.9742246
Aldh4a1,ENSMUSG00000028737,Gene Expression,34,True,0.038810976,0.54408705,0.24969599
Padi2,ENSMUSG00000028927,Gene Expression,138,True,0.14266565,0.56296456,0.29853454
Szrd1,ENSMUSG00000040842,Gene Expression,302,True,0.27114946,0.5856923,0.2653004
Gm13075,ENSMUSG00000086061,Gene Expression,71,True,0.13611953,3.5662434,8.068404
Spen,ENSMUSG00000040761,Gene Expression,180,True,0.17119077,0.7444927,0.76817125
Dnajc16,ENSMUSG00000040697,Gene Expression,27,True,0.028389888,0.54111487,0.24200656
Casp9,ENSMUSG00000028914,Gene Expression,37,True,0.039891846,0.90137106,1.1740358
Efhd2,ENSMUSG00000040659,Gene Expression,629,True,0.798736,0.764935,0.45819053
Vps13d,ENSMUSG00000020220,Gene Expression,116,True,0.109491825,0.5489658,0.26231796
Tnfrsf1b,ENSMUSG00000028599,Gene Expression,172,True,0.14231697,0.5747886,0.32912478
Gm13166,ENSMUSG00000085525,Gene Expression,33,True,0.04323934,1.1208586,1.7418783
2510039O18Rik,ENSMUSG00000044496,Gene Expression,396,True,0.36527723,0.61571467,0.36683807
Agtrap,ENSMUSG00000029007,Gene Expression,158,True,0.15447061,0.53852576,0.2353082
Fbxo6,ENSMUSG00000055401,Gene Expression,127,True,0.12646635,0.5382284,0.23453888
Tardbp,ENSMUSG00000041459,Gene Expression,463,True,0.45606613,0.5986799,0.30922535
Casz1,ENSMUSG00000028977,Gene Expression,16,True,0.020750234,0.57551026,0.3309919
Pex14,ENSMUSG00000028975,Gene Expression,159,True,0.14713296,0.7673307,0.82725614
Kif1b,ENSMUSG00000063077,Gene Expression,175,True,0.211131,0.68317634,0.6095379
Spsb1,ENSMUSG00000039911,Gene Expression,12,True,0.017813636,0.70071876,0.6549224
Tnfrsf9,ENSMUSG00000028965,Gene Expression,170,True,0.14552939,1.0422662,1.5385498
Per3,ENSMUSG00000028957,Gene Expression,11,True,0.013185892,0.6080295,0.4151233
Dnajc11,ENSMUSG00000039768,Gene Expression,174,True,0.1590172,0.68487895,0.6139428
Phf13,ENSMUSG00000047777,Gene Expression,84,True,0.07333001,0.81433094,0.94885176
Klhl21,ENSMUSG00000073700,Gene Expression,60,True,0.06423068,0.5506408,0.26665142
Zbtb48,ENSMUSG00000028952,Gene Expression,40,True,0.041447826,0.5353341,0.22705099
Tnfrsf25,ENSMUSG00000024793,Gene Expression,72,True,0.09375987,0.93457305,1.2599336
Wrap73,ENSMUSG00000029029,Gene Expression,184,True,0.16327178,0.805815,0.9268199
Fam213b,ENSMUSG00000029059,Gene Expression,20,True,0.025638243,0.75235397,0.78850937
Pank4,ENSMUSG00000029056,Gene Expression,67,True,0.067111775,0.57249814,0.32319915
Fndc10,ENSMUSG00000074738,Gene Expression,22,True,0.031113531,1.2230746,2.0063243
1500002C15Rik,ENSMUSG00000096221,Gene Expression,11,True,0.013423163,0.6802133,0.6018721
Atad3a,ENSMUSG00000029036,Gene Expression,143,True,0.14717264,0.54183966,0.24388169
Dvl1,ENSMUSG00000029071,Gene Expression,28,True,0.02452265,0.5595124,0.2896033
Pusl1,ENSMUSG00000051557,Gene Expression,108,True,0.1021397,0.721359,0.7083214
Tnfrsf18,ENSMUSG00000041954,Gene Expression,439,True,0.42616302,0.62465274,0.39706722
Isg15,ENSMUSG00000035692,Gene Expression,353,True,0.4733017,1.6321299,3.8044217
Plekhn1,ENSMUSG00000078485,Gene Expression,42,True,0.04593709,0.6070827,0.41267392
Cdk6,ENSMUSG00000040274,Gene Expression,342,True,0.31764957,0.5898514,0.27936673
Fam133b,ENSMUSG00000058503,Gene Expression,506,True,0.5031482,0.6379609,0.44207633
Rbm48,ENSMUSG00000040302,Gene Expression,179,True,0.18121956,0.59815156,0.38956785
Ankib1,ENSMUSG00000040351,Gene Expression,269,True,0.24954142,0.62623775,0.46223044
Krit1,ENSMUSG00000000600,Gene Expression,708,True,0.7429409,0.6559858,0.46476206
Akap9,ENSMUSG00000040407,Gene Expression,367,True,0.41316706,0.86891645,1.2231833
Mterf1b,ENSMUSG00000053178,Gene Expression,23,True,0.029619927,0.8437014,1.024837
Gm26825,ENSMUSG00000097554,Gene Expression,173,True,0.1671086,0.8345865,1.0012555
Rundc3b,ENSMUSG00000040570,Gene Expression,32,True,0.035688296,0.73418564,0.74150556
Tmem243,ENSMUSG00000079659,Gene Expression,454,True,0.4624369,0.61933,0.37906533
Phtf2,ENSMUSG00000039987,Gene Expression,40,True,0.0443337,0.6451918,0.511267
Rsbn1l,ENSMUSG00000039968,Gene Expression,717,True,0.7501146,0.69422793,0.612111
A630072M18Rik,ENSMUSG00000101013,Gene Expression,61,True,0.072243966,0.60330296,0.40289515
Fgl2,ENSMUSG00000039899,Gene Expression,84,True,0.08047412,1.0973784,1.681132
Srpk2,ENSMUSG00000062604,Gene Expression,596,True,0.58919305,0.74302334,0.800122
2700038G22Rik,ENSMUSG00000097180,Gene Expression,79,True,0.072520286,1.1460015,1.8069263
Klhl7,ENSMUSG00000028986,Gene Expression,26,True,0.03124779,0.66435874,0.5608543
Abcf2,ENSMUSG00000028953,Gene Expression,258,True,0.23389825,0.6211002,0.4489389
Chpf2,ENSMUSG00000038181,Gene Expression,116,True,0.111947335,0.9332422,1.2564906
Rbm33,ENSMUSG00000048271,Gene Expression,225,True,0.22762656,0.7025836,0.659747
Tyms,ENSMUSG00000025747,Gene Expression,362,True,0.42670828,0.90647405,1.3502055
Cenpa,ENSMUSG00000029177,Gene Expression,497,True,0.8686243,1.7732029,3.321718
Mapre3,ENSMUSG00000029166,Gene Expression,11,True,0.015467417,0.9013245,1.1739154
Emilin1,ENSMUSG00000029163,Gene Expression,31,True,0.043775525,0.82259685,0.9702368
Slc5a6,ENSMUSG00000006641,Gene Expression,18,True,0.026443658,0.88548595,1.132939
Mpv17,ENSMUSG00000107283,Gene Expression,160,True,0.16142309,0.5414745,0.24293703
Krtcap3,ENSMUSG00000029149,Gene Expression,48,True,0.051142953,0.5264714,0.20412196
Zfp512,ENSMUSG00000062761,Gene Expression,184,True,0.18832693,0.8917389,1.1491162
Supt7l,ENSMUSG00000053134,Gene Expression,102,True,0.108849205,0.9914707,1.4071351
Slc4a1ap,ENSMUSG00000029141,Gene Expression,191,True,0.19431283,0.5618137,0.29555714
Fosl2,ENSMUSG00000029135,Gene Expression,70,True,0.068798184,0.6219846,0.45122698
Uvssa,ENSMUSG00000037355,Gene Expression,163,True,0.19639254,0.67651325,0.59229964
Slbp,ENSMUSG00000004642,Gene Expression,642,True,0.82869506,0.82388824,0.6256204
Tacc3,ENSMUSG00000037313,Gene Expression,287,True,0.3081195,0.6612687,0.52090484
Mxd4,ENSMUSG00000037235,Gene Expression,316,True,0.3717782,0.88330257,1.2718381
Fam193a,ENSMUSG00000037210,Gene Expression,215,True,0.22340877,0.656484,0.5404814
Add1,ENSMUSG00000029106,Gene Expression,528,True,0.5498115,0.7040807,0.6500741
Afap1,ENSMUSG00000029094,Gene Expression,15,True,0.02436947,0.71604514,0.69457376
Tbc1d14,ENSMUSG00000029192,Gene Expression,141,True,0.14149185,0.8327868,0.9965995
Jakmip1,ENSMUSG00000063646,Gene Expression,572,True,0.62429065,0.6579827,0.47245637
Slc2a9,ENSMUSG00000005107,Gene Expression,27,True,0.03098994,0.58291537,0.35014984
Bod1l,ENSMUSG00000061755,Gene Expression,565,True,0.5960378,0.6077389,0.2788646
Cpeb2,ENSMUSG00000039782,Gene Expression,29,True,0.02996747,0.7109299,0.68133986
Tapt1,ENSMUSG00000046985,Gene Expression,122,True,0.12509434,0.8323889,0.99557
Lap3,ENSMUSG00000039682,Gene Expression,172,True,0.15425886,0.59454435,0.38023552
Sepsecs,ENSMUSG00000029173,Gene Expression,36,True,0.029329013,0.62587255,0.46128562
Zcchc4,ENSMUSG00000029179,Gene Expression,79,True,0.07780627,0.5365425,0.2301772
Rbpj,ENSMUSG00000039191,Gene Expression,175,True,0.16602735,0.53794825,0.23381412
Rell1,ENSMUSG00000047881,Gene Expression,128,True,0.11556017,0.56428766,0.30195758
Klf3,ENSMUSG00000029178,Gene Expression,660,True,0.8786897,1.087649,1.3747131
Tlr1,ENSMUSG00000044827,Gene Expression,74,True,0.088749886,0.56266326,0.29775503
Tmem156,ENSMUSG00000037913,Gene Expression,85,True,0.08056681,0.661811,0.554263
Lias,ENSMUSG00000029199,Gene Expression,245,True,0.22886041,0.70194733,0.6581009
Gm42726,ENSMUSG00000107102,Gene Expression,23,True,0.021717954,0.58925265,0.3665452
Gm42670,ENSMUSG00000107319,Gene Expression,41,True,0.04405073,1.3015548,2.2093627
Gm43698,ENSMUSG00000107266,Gene Expression,140,True,0.20689446,0.7251548,0.7181417
Atp8a1,ENSMUSG00000037685,Gene Expression,62,True,0.07724304,0.6273704,0.4651608
Cnga1,ENSMUSG00000067220,Gene Expression,55,True,0.06966397,0.6247083,0.45827353
Nipal1,ENSMUSG00000067219,Gene Expression,95,True,0.11199807,0.68562365,0.6158694
Txk,ENSMUSG00000054892,Gene Expression,857,True,1.0256933,0.9171724,0.8905516
Tec,ENSMUSG00000029217,Gene Expression,96,True,0.11683171,0.6106364,0.42186776
Clock,ENSMUSG00000029238,Gene Expression,118,True,0.11232766,0.5574094,0.28416264
Aasdh,ENSMUSG00000055923,Gene Expression,41,True,0.046540827,0.6568709,0.5414823
